"GENE","magma_p","magma_fdr","magma_rank","gwas_min_p","gwas_n_snps","gwas_rank","n_top_pathways","best_pathway_p","pathway_rank","pathways","hit_gwas","hit_magma","hit_pathway","support_layers","score"
"SORBI_3009G242900",2.3541e-09,6.89325126724138e-07,116,1.732877e-09,324,276,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.60175824478545
"SORBI_3009G233400",1.014e-08,2.2961692e-06,150,1.003976e-10,190,167,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.59862007588619
"SORBI_3009G235600",1.4357e-08,2.99180502453988e-06,163,5.815228e-11,347,140,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.59213058522768
"SORBI_3009G248100",9.3654e-09,2.16404450204082e-06,147,1.453314e-10,279,186,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.58945878808027
"SORBI_3009G243000",2.7464e-09,7.64647285245902e-07,122,1.732877e-09,244,276,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.58837046816769
"SORBI_3009G255400",1.2151e-08,2.62887271974522e-06,157,9.28985e-11,338,158,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.58627672566223
"SORBI_3009G244300",2.4944e-09,7.24164827350427e-07,117,2.494376e-09,369,300,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.58091058850729
"SORBI_3009G239101",2.8784e-08,5.425899839779e-06,180,1.966017e-11,345,120,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.57881104391732
"SORBI_3009G242300",3.5895e-09,9.60035799212599e-07,127,1.351196e-09,619,255,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.57592137337564
"SORBI_3009G255500",1.635e-08,3.34554487951807e-06,166,9.28985e-11,221,158,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.56049557843602
"SORBI_3009G239000",1.2506e-08,2.6885525443038e-06,158,1.673517e-10,289,190,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.55821330229236
"SORBI_3009G241801",3.8781e-09,1.01984611076923e-06,129,1.939035e-09,489,282,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.55351763446861
"SORBI_3009G233000",1.6459e-08,3.34768175449102e-06,167,1.127357e-10,205,178,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.5515131643727
"SORBI_3009G243400",9.2096e-08,1.4755777509434e-05,212,3.689787e-12,328,105,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.55045171677546
"SORBI_3009G237000",8.9682e-09,2.08645787260274e-06,146,4.489437e-10,437,201,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.54423975486808
"SORBI_3009G239200",4.3491e-08,7.53703467857143e-06,196,1.966017e-11,339,120,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.54296139439214
"SORBI_3009G241400",4.4215e-09,1.13115179701493e-06,132,1.939035e-09,558,282,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.54212750930392
"SORBI_3009G248300",1.7585e-08,3.55541485119048e-06,168,1.453314e-10,276,186,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.53473557974955
"SORBI_3009G236600",1.1967e-08,2.60566082692308e-06,156,4.489437e-10,356,201,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.51918375364308
"SORBI_3009G222000",1.0505e-08,2.33217866013072e-06,153,6.703667e-10,741,220,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.51308954536346
"SORBI_3009G236400",1.2843e-08,2.74363635849057e-06,159,4.489437e-10,261,201,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.51304751533818
"SORBI_3009G232900",2.688e-08,5.10074279329609e-06,179,1.127357e-10,210,178,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.5089080005431
"SORBI_3009G236700",1.3656e-08,2.8632922962963e-06,162,4.489437e-10,391,201,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.50771611022764
"SORBI_3009G247700",1.5522e-08,3.19536832727273e-06,165,4.436175e-10,471,198,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.49710959717627
"SORBI_3009G235801",1.8355e-08,3.66743697058824e-06,170,3.732208e-10,348,191,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.49005253828685
"SORBI_3009G250000",9.768e-09,2.22741452080537e-06,148,1.361283e-09,500,264,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.48864402771391
"SORBI_3002G379000",3.5833e-08,6.40599742631579e-06,190,1.079294e-10,526,171,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.4858293898129
"SORBI_3009G223200",5.2062e-09,1.30028673088235e-06,136,5.206204e-09,452,312,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.4850437122819
"SORBI_3009G249800",1.05e-08,2.33217866013072e-06,152,1.361283e-09,475,264,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.48236729808728
"SORBI_3009G250700",2.7754e-07,3.81668063967611e-05,247,2.146291e-08,309,356,1,9.99900009999e-05,1,"PWY-3781",FALSE,TRUE,TRUE,2,4.47817036549145
"SORBI_3009G239800",8.339e-08,1.36178275480769e-05,208,3.193851e-11,340,132,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.46534574008207
"SORBI_3009G248200",3.9832e-08,7.04673720833333e-06,192,1.453314e-10,273,186,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.46371763162666
"SORBI_3009G246600",7.2353e-08,1.20471291715686e-05,204,5.113726e-11,215,136,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.457234945945
"SORBI_3009G236500",2.617e-08,4.99391230337079e-06,178,4.489437e-10,257,201,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.451220067321
"SORBI_3006G067600",7.5119e-09,1.79687822042254e-06,142,7.511869e-09,625,331,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.4372752398614
"SORBI_3009G240400",1.1157e-08,2.46084298051948e-06,154,3.662156e-09,510,310,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.43411682934685
"SORBI_3009G248600",8.7566e-09,2.06552383472222e-06,144,7.843192e-09,323,338,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.42208361300798
"SORBI_3009G231700",1.0402e-07,1.62075566055046e-05,218,5.565247e-11,476,138,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.42202818569159
"SORBI_3009G246200",3.1778e-08,5.83461257297297e-06,185,6.535403e-10,552,213,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.41804745054554
