"col","component","n_pvals","lambda","type1_alpha005","type1_alpha001","mean_p","median_p"
"acat_p_mvn_cal","ACAT",32100,1.03063223623265,0.0474143302180685,0.00853582554517134,0.498026615129419,0.493506493506494
"fisher_p_mvn_cal","Fisher",32100,1.0070091431337,0.0450467289719626,0.00819314641744548,0.499877630158004,0.4995004995005
"tfisher_p_mvn_cal","TFisher",32100,1.00233242073861,0.0430841121495327,0.025607476635514,0.481674929431939,0.4995004995005
"minp_p_mvn_cal","minP",32100,1.00233242073861,0.0479750778816199,0.00844236760124611,0.497713781545557,0.4995004995005
"stouffer_p_mvn_cal","Stouffer",32100,1.01641031123654,0.0447663551401869,0.00838006230529595,0.49867017717485,0.496503496503497
"omni_p_mvn_compcal","Omnibus",32100,0.920259509163491,0.0499688473520249,0.0186915887850467,0.509100780178779,0.517606653841759
