"col","component","n_pvals","lambda","type1_alpha005","type1_alpha001","mean_p","median_p"
"acat_p_mvn_cal","ACAT",20900,0.997671530121193,0.0472248803827751,0.0105741626794258,0.499990248985464,0.500499500499501
"fisher_p_mvn_cal","Fisher",20900,0.993026414739649,0.0474641148325359,0.00913875598086124,0.5014639905549,0.501498501498502
"tfisher_p_mvn_cal","TFisher",20900,1.92274272210798,0.0325837320574163,0.0251196172248804,0.391541664077549,0.34965034965035
"minp_p_mvn_cal","minP",20900,1.0070091431337,0.0486124401913876,0.0111004784688995,0.498949901772868,0.498501498501498
"stouffer_p_mvn_cal","Stouffer",20900,0.988397018411168,0.0455980861244019,0.0091866028708134,0.502646348866445,0.502497502497502
"omni_p_mvn_compcal","Omnibus",20900,1.03857824287921,0.0479904306220096,0.0200478468899522,0.495711943708478,0.49184521968949
