"pathway_id","pathway_name","n_genes","acat_p","fisher_p","tfisher_p_analytic","tau_hat","tfisher_stat_hat","minp_p_analytic","stouffer_p_analytic","magma_pvalue","omni_p_analytic","omni_p_analytic_BH","omni_p_global","omni_p_global_BH","omni_p_mvn","omni_p_mvn_BH","acat_p_mvn_cal","fisher_p_mvn_cal","tfisher_p_mvn_cal","minp_p_mvn_cal","stouffer_p_mvn_cal","omni_p_mvn_compcal","omni_p_final","omni_p_final_BH","omni_p_final_q_storey","omni_p_final_q_bky10","omni_p_final_q_ihw10","genes_used","gene_pvals_used"
"PYRIDNUCSYN-PWY","NAD <i>de novo</i> biosynthesis I (from aspartate)",5,0.0590917219163946,0.0913645682038902,0.68101656433545,0.02,0.918250357263155,0.0616067990842307,0.114440244400915,NA,0.262543433068986,0.999935487647523,NA,NA,0.0891089108910891,0.999439566598169,0.0297029702970297,0.0594059405940594,0.386138613861386,0.0396039603960396,0.099009900990099,0.139950377530648,0.0891089108910891,0.999439566598169,0.999439566598169,0.99943956659817,0.999439566598169,"AT5G14760;AT5G50210;AT2G01350;AT1G55090;AT5G55810","2.271e-01;3.830e-01;5.592e-01;4.698e-01;1.264e-02"
"PWY-82","UDP-&beta;-L-arabinose biosynthesis II (from &beta;-L-arabinose)",3,0.640836539736888,0.193898862124348,0.723693973640785,0.05,0.585351562782084,0.107814733079611,0.0402706772995572,NA,0.185776148536535,0.999935487647523,NA,NA,0.099009900990099,0.999439566598169,0.544554455445545,0.217821782178218,0.316831683168317,0.108910891089109,0.0396039603960396,0.182944039766038,0.099009900990099,0.999439566598169,0.999439566598169,0.99943956659817,0.999439566598169,"AT3G42850;AT4G16130;AT5G52560","3.649e-01;9.694e-01;3.731e-02"
"PWY-6287","neurosporene biosynthesis",3,0.0486554251373092,0.162368576978793,0.671568685476134,0.02,0.902787117700794,0.0377199514610605,0.0781741047549084,NA,0.174898442041558,0.999935487647523,NA,NA,0.118811881188119,0.999439566598169,0.0792079207920792,0.178217821782178,0.267326732673267,0.0396039603960396,0.099009900990099,0.182944039766038,0.118811881188119,0.999439566598169,0.999439566598169,0.99943956659817,0.999439566598169,"AT5G17230;AT4G14210;AT3G04870","1.273e-02;8.732e-01;9.016e-01"
"PWY4FS-4","phosphatidylcholine biosynthesis IV",7,0.912410634495609,0.394500813304391,0.63916065530623,0.01,0.884837785641474,0.0441160137644265,0.402976370355544,NA,0.201957666167148,0.999935487647523,NA,NA,0.118811881188119,0.999439566598169,0.930693069306931,0.425742574257426,0.514851485148515,0.0396039603960396,0.396039603960396,0.182944039766038,0.118811881188119,0.999439566598169,0.999439566598169,0.99943956659817,0.999439566598169,"AT3G18000;AT1G73600;AT1G48600;AT1G04430;AT5G06050;AT5G14430;AT1G80860","9.954e-01;6.425e-03;5.772e-01;9.020e-01;3.957e-01;6.131e-01;7.705e-01"
"PWY-5034","GA<sub>12</sub> biosynthesis",3,0.420381965228526,0.373170565301847,0.771846321689999,0.1,1.08736245524176,0.164264681817413,0.110566398456282,NA,0.443368650369738,0.999935487647523,NA,NA,0.128712871287129,0.999439566598169,0.425742574257426,0.386138613861386,0.257425742574257,0.178217821782178,0.0693069306930693,0.301715504689825,0.128712871287129,0.999439566598169,0.999439566598169,0.99943956659817,0.999439566598169,"AT2G32440;AT1G05160;AT5G25900","5.806e-02;7.419e-01;9.161e-01"
"PWY-6902","chitin degradation II (Vibrio)",22,0.635381234361489,0.611551372321342,0.872404867749753,0.1,1.85518039326724,0.72295703549626,0.0405621058662838,NA,0.187011622017294,0.999935487647523,NA,NA,0.128712871287129,0.999439566598169,0.673267326732673,0.584158415841584,0.841584158415842,0.693069306930693,0.0495049504950495,0.224200855622247,0.128712871287129,0.999439566598169,0.999439566598169,0.99943956659817,0.999439566598169,"AT4G19820;AT4G19800;AT4G19760;AT4G19750;AT4G19730;AT4G19720;AT1G02360;AT1G56680;AT2G43600;AT4G19740;AT5G24090;AT4G19770;AT3G54420;AT2G43570;AT3G47540;AT4G01700;AT2G43620;AT2G43580;AT2G43590;AT4G19810;AT2G43610;AT3G12500","9.828e-01;7.521e-01;7.112e-01;6.865e-01;5.286e-01;6.358e-01;7.349e-01;7.862e-01;2.612e-01;6.339e-01;3.251e-01;8.353e-01;8.897e-01;1.164e-01;6.013e-01;4.592e-01;6.978e-02;1.247e-01;1.218e-01;6.785e-01;5.668e-02;3.849e-01"
"GLYCOLYSIS","glycolysis I (from glucose 6-phosphate)",62,0.401652618949227,0.940682005484662,0.78316747029046,0.01,0.59768655287313,0.369695744636636,0.0267275690019805,NA,0.12668260947871,0.999935487647523,NA,NA,0.138613861386139,0.999439566598169,0.376237623762376,0.930693069306931,0.792079207920792,0.306930693069307,0.0495049504950495,0.224200855622247,0.138613861386139,0.999439566598169,0.999439566598169,0.99943956659817,0.999439566598169,"AT5G42740;AT4G24620;AT1G22170;AT3G26780;AT5G62840;AT1G08940;AT3G05170;AT5G64380;AT3G54050;AT1G43670;AT1G06730;AT1G19600;AT4G27600;AT5G47810;AT2G22480;AT5G56630;AT5G61580;AT4G29220;AT4G32840;AT4G26270;AT2G01140;AT2G36460;AT4G38970;AT2G21330;AT3G52930;AT5G03690;AT4G26530;AT4G26520;AT3G55440;AT2G21170;AT1G13440;AT3G62410;AT1G12900;AT3G26650;AT1G42970;AT3G04120;AT1G79530;AT1G16300;AT3G12780;AT1G56190;AT1G79550;AT3G08590;AT1G09780;AT3G30841;AT4G09520;AT2G29560;AT2G36530;AT1G74030;AT3G55650;AT3G55810;AT5G56350;AT5G63680;AT3G25960;AT4G26390;AT2G36580;AT3G04050;AT3G49160;AT5G08570;AT3G52990;AT3G22960;AT1G32440;AT5G52920","9.116e-01;4.955e-01;8.180e-01;1.859e-02;3.413e-01;1.291e-01;8.169e-01;7.726e-01;4.565e-01;6.417e-02;1.766e-01;8.843e-01;7.787e-01;8.824e-01;5.151e-01;6.351e-01;5.572e-01;4.151e-01;8.525e-01;7.018e-01;5.237e-01;6.145e-01;6.637e-01;8.252e-01;3.835e-01;8.188e-01;1.131e-01;1.126e-01;5.858e-01;1.748e-01;4.525e-01;9.234e-01;5.998e-01;2.105e-01;2.308e-01;7.063e-01;2.051e-01;5.414e-01;8.981e-01;7.801e-01;6.595e-01;4.695e-01;2.809e-01;5.940e-01;5.985e-01;3.610e-01;6.461e-01;7.417e-03;1.607e-01;7.812e-01;8.750e-01;4.086e-01;6.005e-01;3.693e-01;7.438e-01;7.626e-01;9.694e-01;6.986e-01;9.639e-01;8.993e-01;8.218e-01;8.124e-01"
"PWY-6477","gibberellin inactivation II (methylation)",3,0.166235364690581,0.122823044196354,0.81358421618234,0.001,0,0.301541470846751,0.0841790589661946,NA,0.355752341030692,0.999935487647523,NA,NA,0.138613861386139,0.999439566598169,0.118811881188119,0.108910891089109,0.257425742574257,0.336633663366337,0.0594059405940594,0.263773988244568,0.138613861386139,0.999439566598169,0.999439566598169,0.99943956659817,0.999439566598169,"AT5G56300;AT4G26460;AT4G26420","4.648e-01;1.258e-01;1.127e-01"
"UDPNACETYLGALSYN-PWY","UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II",13,0.0485769874812602,0.554401070047411,0.541692121616982,0.005,0.731782367327757,0.0441563635317955,0.555926297889242,NA,0.202126086731659,0.999935487647523,NA,NA,0.138613861386139,0.999439566598169,0.0693069306930693,0.603960396039604,0.564356435643564,0.0594059405940594,0.514851485148515,0.263773988244568,0.138613861386139,0.999439566598169,0.999439566598169,0.99943956659817,0.999439566598169,"AT4G37840;AT3G20040;AT1G50460;AT1G47840;AT2G19860;AT4G29130;AT5G42740;AT4G24620;AT2G35020;AT1G31070;AT5G18070;AT5G15770;AT3G24090","7.997e-01;5.419e-01;3.910e-01;5.748e-01;7.022e-01;5.836e-01;9.116e-01;4.955e-01;3.468e-03;8.287e-01;5.554e-01;3.314e-01;5.335e-01"
"PWY-7177","UTP and CTP dephosphorylation II",10,0.240297763183503,0.531665971289285,0.651910844824256,0.01,0.475216275154146,0.0761113110185126,0.0834738707821013,NA,0.32687107854096,0.999935487647523,NA,NA,0.148514851485149,0.999439566598169,0.257425742574257,0.524752475247525,0.643564356435644,0.0891089108910891,0.0594059405940594,0.263773988244568,0.148514851485149,0.999439566598169,0.999439566598169,0.99943956659817,0.999439566598169,"AT1G14240;AT1G14230;AT4G19180;AT1G14250;AT2G02970;AT4G20320;AT2G34890;AT1G30820;AT3G12670;AT4G02120","7.735e-01;9.876e-01;2.343e-01;6.414e-01;3.530e-01;7.372e-01;7.885e-03;5.261e-01;7.740e-01;8.416e-01"
"PWY4FS-2","phosphatidylcholine biosynthesis II",10,0.885845959762913,0.582113501230221,0.647777336850206,0.01,0.884837785641474,0.0624219991772948,0.621520958152155,NA,0.275502246949006,0.999935487647523,NA,NA,0.148514851485149,0.999439566598169,0.891089108910891,0.633663366336634,0.643564356435644,0.0594059405940594,0.534653465346535,0.263773988244568,0.148514851485149,0.999439566598169,0.999439566598169,0.99943956659817,0.999439566598169,"AT3G25585;AT1G13560;AT4G15130;AT2G32260;AT3G18000;AT1G73600;AT1G48600;AT1G04430;AT5G06050;AT5G14430","8.722e-01;6.840e-01;4.230e-01;5.814e-01;9.954e-01;6.425e-03;5.772e-01;9.020e-01;3.957e-01;6.131e-01"
"PWY-6475","<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria)",7,0.135747529462107,0.534117839579179,0.689584095071143,0.02,0.902787117700794,0.0858093187836967,0.194708183284629,NA,0.361466113298705,0.999935487647523,NA,NA,0.158415841584158,0.999439566598169,0.128712871287129,0.613861386138614,0.603960396039604,0.0594059405940594,0.148514851485149,0.263773988244568,0.158415841584158,0.999439566598169,0.999439566598169,0.99943956659817,0.999439566598169,"AT3G09580;AT4G14210;AT3G04870;AT1G57770;AT1G06820;AT5G17230;AT1G10830","8.869e-01;8.732e-01;9.016e-01;8.198e-01;4.101e-01;1.273e-02;5.276e-01"
"PWY-6066","IAA biosynthesis VII",2,0.14472959785899,0.18870462634783,0.761376075417491,0.1,0.995911535418919,0.117860497668677,0.0618369907133292,NA,0.273239146918781,0.999935487647523,NA,NA,0.168316831683168,0.999439566598169,0.178217821782178,0.217821782178218,0.217821782178218,0.128712871287129,0.0792079207920792,0.338076387343958,0.168316831683168,0.999439566598169,0.999439566598169,0.99943956659817,0.999439566598169,"AT3G06810;AT4G05530","7.626e-01;6.078e-02"
"PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II",7,0.044397509544976,0.158415293971153,0.639069634765604,0.01,1.02595670657808,0.0411643970630272,0.0357422411777067,NA,0.166384635966317,0.999935487647523,NA,NA,0.178217821782178,0.999439566598169,0.0891089108910891,0.168316831683168,0.504950495049505,0.0891089108910891,0.0693069306930693,0.301715504689825,0.178217821782178,0.999439566598169,0.999439566598169,0.99943956659817,0.999439566598169,"AT1G31220;AT3G55010;AT1G74260;AT1G09830;AT4G38880;AT4G34740;AT2G16570","5.361e-01;7.002e-01;5.987e-03;8.897e-01;9.063e-01;9.367e-02;4.043e-01"
"PWY-882","L-ascorbate biosynthesis I (L-galactose pathway)",19,0.125583098421775,0.876071818532417,0.619573260849638,0.005,0.224540534467164,0.0815809899883352,0.501844394417103,NA,0.346562097171038,0.999935487647523,NA,NA,0.178217821782178,0.999439566598169,0.0891089108910891,0.910891089108911,0.722772277227723,0.0693069306930693,0.445544554455446,0.301715504689825,0.178217821782178,0.999439566598169,0.999439566598169,0.99943956659817,0.999439566598169,"AT5G28840;AT4G30570;AT2G04650;AT3G55590;AT1G74910;AT2G39770;AT5G17530;AT1G70820;AT2G45790;AT3G02570;AT1G67070;AT5G55120;AT4G26850;AT4G39120;AT3G02870;AT2G38740;AT2G25870;AT4G33670;AT3G47930","8.871e-01;6.521e-01;1.480e-01;5.415e-01;9.700e-01;8.527e-01;7.456e-01;8.897e-01;9.023e-01;4.312e-01;4.562e-01;4.469e-03;5.592e-01;5.255e-01;8.787e-01;4.575e-01;6.360e-01;8.353e-01;5.847e-01"
"PWY-7238","sucrose biosynthesis II",28,0.169553116636158,0.668626068672726,0.58621380008376,0.005,0.731782367327757,0.0926887430712792,0.154397326520442,NA,0.38513255998518,0.999935487647523,NA,NA,0.198019801980198,0.999439566598169,0.227722772277228,0.722772277227723,0.633663366336634,0.0693069306930693,0.128712871287129,0.301715504689825,0.198019801980198,0.999439566598169,0.999439566598169,0.99943956659817,0.999439566598169,"AT4G37840;AT3G20040;AT1G50460;AT1G47840;AT2G19860;AT4G29130;AT5G51820;AT1G70820;AT5G17530;AT1G70730;AT1G23190;AT5G42740;AT4G24620;AT3G56040;AT5G17310;AT3G03250;AT2G35020;AT5G52560;AT3G46970;AT2G40840;AT1G51420;AT3G52340;AT3G54270;AT2G35840;AT5G11110;AT1G04920;AT5G20280;AT4G10120","7.997e-01;5.419e-01;3.910e-01;5.748e-01;7.022e-01;5.836e-01;5.595e-01;8.897e-01;7.456e-01;9.001e-01;5.200e-01;9.116e-01;4.955e-01;7.443e-01;3.618e-01;8.353e-01;3.468e-03;3.731e-02;8.189e-01;2.718e-01;7.650e-01;9.930e-01;3.471e-01;8.857e-01;1.260e-01;2.726e-02;7.351e-01;7.487e-01"
"PWY-7343","UDP-&alpha;-D-glucose biosynthesis I",10,0.0348612864403876,0.225772218070314,0.533020402495348,0.005,0.731782367327757,0.0341427057685569,0.056482142477785,NA,0.159447546938744,0.999935487647523,NA,NA,0.198019801980198,0.999439566598169,0.0693069306930693,0.207920792079208,0.574257425742574,0.0891089108910891,0.0693069306930693,0.301715504689825,0.198019801980198,0.999439566598169,0.999439566598169,0.99943956659817,0.999439566598169,"AT5G51820;AT1G70820;AT5G17530;AT1G70730;AT1G23190;AT3G56040;AT5G17310;AT3G03250;AT2G35020;AT5G52560","5.595e-01;8.897e-01;7.456e-01;9.001e-01;5.200e-01;7.443e-01;3.618e-01;8.353e-01;3.468e-03;3.731e-02"
"PWY66-399","gluconeogenesis III",52,0.97903242041477,0.892628353239984,0.763862143471888,0.01,0.59768655287313,0.320982690008771,0.0675540629696824,NA,0.295114941886761,0.999935487647523,NA,NA,0.198019801980198,0.999439566598169,0.98019801980198,0.851485148514851,0.712871287128713,0.297029702970297,0.0693069306930693,0.301715504689825,0.198019801980198,0.999439566598169,0.999439566598169,0.99943956659817,0.999439566598169,"AT5G42740;AT4G24620;AT3G53910;AT5G43330;AT1G04410;AT5G56720;AT1G53240;AT2G22780;AT3G15020;AT3G47520;AT5G09660;AT4G00570;AT2G13560;AT5G34850;AT2G38740;AT2G25870;AT5G65690;AT5G17670;AT4G37870;AT3G56130;AT3G55440;AT2G21170;AT2G29560;AT2G36530;AT1G74030;AT1G22170;AT3G26780;AT5G62840;AT3G12780;AT1G56190;AT1G79550;AT1G13440;AT3G62410;AT1G12900;AT3G26650;AT1G42970;AT3G04120;AT1G79530;AT1G16300;AT2G01140;AT2G36460;AT4G38970;AT2G21330;AT3G52930;AT5G03690;AT4G26530;AT4G26520;AT1G08940;AT3G05170;AT5G64380;AT3G54050;AT1G43670","9.116e-01;4.955e-01;7.696e-01;9.587e-01;8.867e-01;9.905e-01;7.903e-01;2.764e-01;3.536e-01;6.871e-01;5.190e-01;9.137e-01;9.996e-01;9.385e-01;4.575e-01;6.360e-01;4.912e-01;9.555e-01;3.527e-01;7.181e-01;5.858e-01;1.748e-01;3.610e-01;6.461e-01;7.417e-03;8.180e-01;1.859e-02;3.413e-01;8.981e-01;7.801e-01;6.595e-01;4.525e-01;9.234e-01;5.998e-01;2.105e-01;2.308e-01;7.063e-01;2.051e-01;5.414e-01;5.237e-01;6.145e-01;6.637e-01;8.252e-01;3.835e-01;8.188e-01;1.131e-01;1.126e-01;1.291e-01;8.169e-01;7.726e-01;4.565e-01;6.417e-02"
"CAROTENOID-PWY","superpathway of carotenoid biosynthesis in plants",3,0.292733687077824,0.206316846104747,0.716712261007,0.05,0.960702421822944,0.0899448205440888,0.206480548324789,NA,0.375778635502231,0.999935487647523,NA,NA,0.207920792079208,0.999439566598169,0.356435643564356,0.237623762376238,0.336633663366337,0.099009900990099,0.217821782178218,0.406254825973714,0.207920792079208,0.999439566598169,0.999439566598169,0.99943956659817,0.999439566598169,"AT4G25700;AT5G52570;AT5G57030","9.604e-01;3.093e-02;4.900e-01"
"SUCSYN-PWY","sucrose biosynthesis I (from photosynthesis)",34,0.77688276833297,0.771284416173557,0.864801163162425,0.05,1.21321172098294,0.609256553667124,0.046057042710416,NA,0.210027395993511,0.999935487647523,NA,NA,0.207920792079208,0.999439566598169,0.841584158415842,0.752475247524752,0.851485148514851,0.584158415841584,0.0693069306930693,0.301715504689825,0.207920792079208,0.999439566598169,0.999439566598169,0.99943956659817,0.999439566598169,"AT5G42740;AT4G24620;AT1G08940;AT3G05170;AT5G64380;AT3G54050;AT1G43670;AT2G01140;AT2G36460;AT4G38970;AT2G21330;AT3G52930;AT5G03690;AT4G26530;AT4G26520;AT1G13440;AT3G62410;AT1G12900;AT3G26650;AT1G42970;AT3G04120;AT1G79530;AT1G16300;AT3G12780;AT1G56190;AT1G79550;AT1G51420;AT3G52340;AT3G54270;AT2G35840;AT5G11110;AT1G04920;AT5G20280;AT4G10120","9.116e-01;4.955e-01;1.291e-01;8.169e-01;7.726e-01;4.565e-01;6.417e-02;5.237e-01;6.145e-01;6.637e-01;8.252e-01;3.835e-01;8.188e-01;1.131e-01;1.126e-01;4.525e-01;9.234e-01;5.998e-01;2.105e-01;2.308e-01;7.063e-01;2.051e-01;5.414e-01;8.981e-01;7.801e-01;6.595e-01;7.650e-01;9.930e-01;3.471e-01;8.857e-01;1.260e-01;2.726e-02;7.351e-01;7.487e-01"
"PWY-5079","L-phenylalanine degradation III",8,0.191992843734407,0.250284239598332,0.745739148916619,0.05,1.4619756679711,0.177106861487247,0.0543420416186934,NA,0.243741256099149,0.999935487647523,NA,NA,0.217821782178218,0.999439566598169,0.148514851485149,0.207920792079208,0.455445544554455,0.0891089108910891,0.0792079207920792,0.338076387343958,0.217821782178218,0.999439566598169,0.999439566598169,0.99943956659817,0.999439566598169,"AT5G53970;AT1G62960;AT1G70560;AT5G51690;AT4G33070;AT5G01330;AT5G54960;AT5G01320","3.223e-01;6.905e-01;1.948e-01;9.186e-01;5.939e-01;3.008e-01;2.407e-02;3.644e-01"
