"pathway_id","pathway_name","n_genes","calib_mode","acat_p","fisher_p","tfisher_p_analytic","tau_hat","tfisher_stat_hat","minp_p_analytic","stouffer_p_analytic","magma_pvalue","omni_p_analytic","omni_p_analytic_BH","omni_p_global","omni_p_global_BH","omni_p_mvn","omni_p_mvn_BH","acat_p_mvn_cal","fisher_p_mvn_cal","tfisher_p_mvn_cal","minp_p_mvn_cal","stouffer_p_mvn_cal","omni_p_mvn_compcal","omni_p_final","omni_p_final_BH","omni_p_final_q_storey","omni_p_final_q_bky10","omni_p_final_q_ihw10","genes_used","gene_pvals_used"
"PWY-2161","folate polyglutamylation",13,"mvn",0.342861567356967,0.422055492782579,0.872426274582066,0.1,0.69493819613358,0.614213672616982,0.64310174660327,NA,0.643979972836476,0.999999464264088,NA,NA,0.604276395723604,0.999978000022,NA,NA,NA,NA,NA,NA,0.604276395723604,0.999978000022,0.999978000022,1,0.999978000022,"AT2G12200;AT2G12280;AT1G50480;AT3G10160;AT5G05980;AT3G55630;AT5G26780;AT4G13890;AT1G36370;AT4G32520;AT1G22020;AT4G13930;AT4G37930","3.329e-01;4.407e-01;4.274e-01;3.917e-01;3.652e-01;7.065e-02;8.255e-01;5.126e-01;2.033e-01;5.833e-01;4.299e-01;2.964e-01;3.817e-01"
"PWY-7417","phospholipid remodeling (phosphatidate, yeast)",7,"mvn",0.413716737472629,0.573615955904344,0.871395025579065,0.2,0.909508052389793,0.613298851732269,0.477453008947331,NA,0.652502062262363,0.999999464264088,NA,NA,0.604796395203605,0.999978000022,NA,NA,NA,NA,NA,NA,0.604796395203605,0.999978000022,0.999978000022,1,0.999978000022,"AT4G30580;AT3G57650;AT1G51260;AT4G24160;AT3G18850;AT1G75020;AT1G64670","6.192e-01;4.011e-01;4.796e-01;7.297e-01;4.227e-01;1.269e-01;4.336e-01"
"PWY-695","abscisic acid biosynthesis",13,"mvn",0.697157290384244,0.420312777228659,0.855574313266847,0.2,3.8786745325819,0.673061003196278,0.366763826080755,NA,0.655998393081978,0.999999464264088,NA,NA,0.616437383562616,0.999978000022,NA,NA,NA,NA,NA,NA,0.616437383562616,0.999978000022,0.999978000022,1,0.999978000022,"AT1G67080;AT4G19170;AT4G18350;AT3G24220;AT1G78390;AT3G14440;AT1G30100;AT2G27150;AT3G26760;AT3G26770;AT3G51680;AT3G42960;AT1G52340","4.277e-01;2.130e-01;4.748e-01;6.138e-01;5.429e-01;4.720e-01;9.821e-01;3.415e-01;9.032e-02;8.240e-02;1.546e-01;7.058e-01;8.212e-01"
"PWY-5138","unsaturated, even numbered fatty acid &beta;-oxidation",8,"mvn",0.380556290860912,0.506822841871162,0.888238186055629,0.2,0.628910410651956,0.717179322477433,0.40833405639184,NA,0.666051073318023,0.999999464264088,NA,NA,0.621128378871621,0.999978000022,NA,NA,NA,NA,NA,NA,0.621128378871621,0.999978000022,0.999978000022,1,0.999978000022,"AT5G42890;AT5G60335;AT1G76150;AT4G29010;AT3G06860;AT4G14440;AT4G14430;AT1G65520","3.864e-01;3.613e-01;3.827e-01;6.332e-01;4.231e-01;4.732e-01;4.948e-01;1.460e-01"
"PWY-5698","allantoin degradation to ureidoglycolate II (ammonia producing)",3,"mvn",0.447371405271247,0.563618193661688,0.8578334309817,0.001,0,0.77332367845967,0.667040017188014,NA,0.709313679556586,0.999999464264088,NA,NA,0.641848358151642,0.999978000022,NA,NA,NA,NA,NA,NA,0.641848358151642,0.999978000022,0.999978000022,1,0.999978000022,"AT4G17050;AT4G20070;AT4G04955","5.123e-01;4.433e-01;3.903e-01"
"PWYQT-4432","glutathione degradation",3,"mvn",0.459416643061403,0.582376305395772,0.857885615919435,0.001,0,0.749236078912294,0.686432823598616,NA,0.710225184690145,0.999999464264088,NA,NA,0.642501357498642,0.999978000022,NA,NA,NA,NA,NA,NA,0.642501357498642,0.999978000022,0.999978000022,1,0.999978000022,"AT4G29210;AT4G39650;AT4G39640","3.694e-01;5.260e-01;4.900e-01"
"PWY-6520","nonaprenyl diphosphate biosynthesis II",3,"mvn",0.86361166836902,0.684364488467754,0.85229843205371,0.2,0.102890197606813,0.468502230927568,0.290018068584106,NA,0.713474022428068,0.999999464264088,NA,NA,0.647684352315648,0.999978000022,NA,NA,NA,NA,NA,NA,0.647684352315648,0.999978000022,0.999978000022,1,0.999978000022,"AT2G34630;AT1G78510;AT1G17050","1.900e-01;9.543e-01;7.680e-01"
"PWY-7985","oxalate degradation VI",3,"mvn",0.867237797337299,0.485218925880026,0.857821152789545,0.001,0,0.494198144224631,0.441319144446309,NA,0.718378989500117,0.999999464264088,NA,NA,0.651752348247652,0.999978000022,NA,NA,NA,NA,NA,NA,0.651752348247652,0.999978000022,0.999978000022,1,0.999978000022,"AT3G48990;AT5G17380;AT5G14780","9.636e-01;3.315e-01;2.032e-01"
"PWY-7208","superpathway of pyrimidine nucleobases salvage",6,"mvn",0.532266680171456,0.762858661848607,0.856572759482113,0.2,1.09383826656533,0.521962281623253,0.585311563098176,NA,0.698495571349001,0.999999464264088,NA,NA,0.653531346468654,0.999978000022,NA,NA,NA,NA,NA,NA,0.653531346468654,0.999978000022,0.999978000022,1,0.999978000022,"AT4G26510;AT3G27440;AT3G27190;AT1G55810;AT5G40870;AT3G53900","1.157e-01;7.196e-01;7.312e-01;5.888e-01;6.073e-01;7.311e-01"
"PWY-5348","kaempferol triglucoside biosynthesis",13,"mvn",0.849890366321121,0.817397037457545,0.841489068186472,0.05,0.0977545217302627,0.469648626873459,0.180875053119497,NA,0.702210560643112,0.999999464264088,NA,NA,0.656667343332657,0.999978000022,NA,NA,NA,NA,NA,NA,0.656667343332657,0.999978000022,0.999978000022,1,0.999978000022,"AT4G34135;AT3G46660;AT5G38010;AT5G38040;AT2G29710;AT1G07250;AT2G29730;AT1G51210;AT2G29750;AT5G03490;AT1G73880;AT3G21750;AT5G17050","9.879e-01;4.187e-01;3.825e-01;2.279e-01;8.891e-01;7.972e-01;7.888e-01;6.209e-01;7.852e-01;3.236e-01;4.761e-02;5.226e-01;7.596e-01"
"PROUT-PWY","L-proline degradation",5,"mvn",0.633378115705243,0.694656618667635,0.881473763046218,0.001,0,0.688529037279328,0.327110984807183,NA,0.705890674317433,0.999999464264088,NA,NA,0.656920343079657,0.999978000022,NA,NA,NA,NA,NA,NA,0.656920343079657,0.999978000022,0.999978000022,1,0.999978000022,"AT3G30775;AT5G38710;AT5G62530;AT2G39800;AT3G55610","5.849e-01;4.313e-01;5.393e-01;9.078e-01;2.081e-01"
"PWY-6842","glutathione-mediated detoxification II",68,"mvn",0.327335072730523,0.893668746248224,0.773340245147494,0.02,3.44607974289688,0.349896196458788,0.6775830258031,NA,0.696580184149206,0.999999464264088,NA,NA,0.665902334097666,0.999978000022,NA,NA,NA,NA,NA,NA,0.665902334097666,0.999978000022,0.999978000022,1,0.999978000022,"AT2G43910;AT3G57050;AT4G39650;AT4G39640;AT1G69820;AT4G29210;AT5G44070;AT2G30870;AT2G02930;AT1G02930;AT1G02940;AT1G02950;AT1G09640;AT1G24380;AT1G57720;AT1G65820;AT1G66235;AT1G77290;AT3G47680;AT3G55040;AT4G10230;AT5G02780;AT5G02790;AT5G52547;AT1G19550;AT5G16710;AT2G02390;AT1G75270;AT2G02380;AT1G19570;AT1G27130;AT5G17220;AT1G27140;AT2G29480;AT1G69920;AT3G43800;AT1G59700;AT1G74590;AT5G41210;AT1G78320;AT1G10360;AT1G59670;AT5G41220;AT1G78370;AT3G09270;AT2G29490;AT1G78340;AT1G10370;AT2G29440;AT5G41240;AT3G62760;AT1G78360;AT2G29470;AT5G62480;AT3G03190;AT1G17180;AT2G29460;AT1G69930;AT1G49860;AT1G02920;AT1G53680;AT1G78380;AT1G17170;AT4G02520;AT2G47730;AT2G29450;AT2G29420;AT1G17190","4.778e-01;2.102e-01;5.260e-01;4.900e-01;5.593e-01;3.694e-01;7.912e-01;3.360e-01;5.396e-01;9.750e-01;9.585e-01;9.081e-01;1.649e-01;1.303e-01;7.195e-01;5.987e-01;8.521e-01;7.362e-01;6.036e-01;9.301e-01;4.388e-01;7.162e-01;6.221e-01;4.085e-02;3.487e-01;3.885e-01;7.872e-01;9.462e-01;3.358e-01;3.957e-01;4.694e-01;1.131e-02;6.010e-01;3.143e-01;7.755e-01;5.670e-01;3.883e-01;6.313e-03;4.949e-01;4.583e-01;4.768e-01;4.830e-01;4.719e-01;3.387e-01;2.868e-01;4.111e-01;5.559e-01;3.888e-01;3.171e-01;6.250e-01;3.129e-01;3.574e-01;3.287e-01;8.400e-01;9.080e-01;5.623e-01;6.951e-01;4.752e-01;6.182e-01;9.515e-01;3.468e-01;3.894e-01;4.490e-01;9.114e-01;4.635e-01;5.253e-01;3.282e-01;4.949e-01"
"PANTO-PWY","phosphopantothenate biosynthesis I",6,"mvn",0.803957807058028,0.727563590004756,0.853644959050095,0.2,1.22916406514678,0.496867257550387,0.373077365211482,NA,0.709642221205717,0.999999464264088,NA,NA,0.667550332449668,0.999978000022,NA,NA,NA,NA,NA,NA,0.667550332449668,0.999978000022,0.999978000022,1,0.999978000022,"AT1G60440;AT4G32180;AT2G46110;AT3G61530;AT5G34780;AT5G48840","9.604e-01;1.082e-01;6.119e-01;4.348e-01;5.161e-01;9.006e-01"
"PWY-8011","L-serine biosynthesis II",7,"mvn",0.723864972533587,0.839747180644589,0.86669306444929,0.2,1.10092468967155,0.575921419955345,0.222322254239182,NA,0.713303796602095,0.999999464264088,NA,NA,0.672071327928672,0.999978000022,NA,NA,NA,NA,NA,NA,0.672071327928672,0.999978000022,0.999978000022,1,0.999978000022,"AT3G25530;AT5G28310;AT1G72190;AT1G79870;AT1G12550;AT2G45630;AT5G34850","7.386e-01;1.153e-01;4.668e-01;5.094e-01;7.793e-01;8.032e-01;9.385e-01"
"PWY-6040","chlorogenic acid biosynthesis II",15,"mvn",0.801324727124906,0.901262479917764,0.848921146642633,0.05,0.165830736549719,0.506736326642178,0.299539252587168,NA,0.77208709834559,0.999999464264088,NA,NA,0.67949432050568,0.999978000022,NA,NA,NA,NA,NA,NA,0.67949432050568,0.999978000022,0.999978000022,1,0.999978000022,"AT5G09970;AT2G40890;AT5G48930;AT3G50280;AT5G07870;AT5G07850;AT5G01210;AT2G39980;AT5G57840;AT3G50300;AT3G50270;AT5G67150;AT5G23940;AT5G67160;AT5G42830","3.500e-01;5.347e-01;2.446e-01;9.255e-01;3.513e-01;4.454e-01;4.602e-02;3.968e-01;8.919e-01;9.728e-01;9.341e-01;8.194e-01;9.139e-01;7.710e-01;6.071e-01"
"PWY-7060","ornithine-citrulline shuttle",11,"mvn",0.468491452600797,0.775870718788757,0.869205107000536,0.1,0.415557055426075,0.606241754090769,0.648111073134452,NA,0.723208958549308,0.999999464264088,NA,NA,0.682771317228683,0.999978000022,NA,NA,NA,NA,NA,NA,0.682771317228683,0.999978000022,0.999978000022,1,0.999978000022,"AT1G79900;AT1G75330;AT5G35630;AT3G53180;AT5G37600;AT1G66200;AT3G17820;AT5G16570;AT1G48470;AT1G29900;AT3G27740","6.644e-01;5.667e-01;4.236e-01;4.297e-01;7.747e-01;3.264e-01;8.124e-02;6.594e-01;6.517e-01;6.777e-01;5.565e-01"
"PWY-4381","fatty acid biosynthesis initiation I",2,"mvn",0.40480025631871,0.459222450695705,0.842236661932214,0.001,0,0.586224609293898,0.880349184427506,NA,0.723286268147177,0.999999464264088,NA,NA,0.685054314945685,0.999978000022,NA,NA,NA,NA,NA,NA,0.685054314945685,0.999978000022,0.999978000022,1,0.999978000022,"AT1G62640;AT2G30200","3.567e-01;4.577e-01"
"PWY-5995","linoleate biosynthesis I (plants)",2,"mvn",0.41677171734343,0.477112798355246,0.842292894464386,0.001,0,0.619491417256885,0.874517229381836,NA,0.726407938878507,0.999999464264088,NA,NA,0.691802308197692,0.999978000022,NA,NA,NA,NA,NA,NA,0.691802308197692,0.999978000022,0.999978000022,1,0.999978000022,"AT4G30950;AT3G12120","4.524e-01;3.831e-01"
"PWY-63","UDP-&beta;-L-arabinose biosynthesis I (from UDP-&alpha;-D-xylose)",10,"mvn",0.684251585759614,0.900390412558414,0.856494389846876,0.1,0.554610221139854,0.545281417825451,0.195798665090942,NA,0.734585682856675,0.999999464264088,NA,NA,0.697206302793697,0.999978000022,NA,NA,NA,NA,NA,NA,0.697206302793697,0.999978000022,0.999978000022,1,0.999978000022,"AT3G28530;AT4G20460;AT2G34850;AT5G44480;AT1G63180;AT4G10960;AT1G12780;AT1G64440;AT4G23920;AT1G30620","6.776e-01;7.432e-01;7.578e-02;6.662e-01;6.243e-01;8.931e-01;6.587e-01;3.673e-01;6.237e-01;9.334e-01"
"PWY-6936","seleno-amino acid biosynthesis (plants)",7,"mvn",0.500278228454834,0.673522513894518,0.899396592682275,0.001,0,0.80830486092343,0.345144258071556,NA,0.736437374344694,0.999999464264088,NA,NA,0.704851295148705,0.999978000022,NA,NA,NA,NA,NA,NA,0.704851295148705,0.999978000022,0.999978000022,1,0.999978000022,"AT3G13110;AT1G55920;AT5G56760;AT4G35640;AT2G17640;AT3G57050;AT3G01120","3.340e-01;8.295e-01;6.381e-01;4.235e-01;5.646e-01;2.102e-01;4.248e-01"
"PWY-6890","4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis",2,"mvn",0.501077092513645,0.594820786074461,0.842197702009263,0.001,0,0.700713760727068,0.830025450560663,NA,0.736078687137344,0.999999464264088,NA,NA,0.711209288790711,0.999978000022,NA,NA,NA,NA,NA,NA,0.711209288790711,0.999978000022,0.999978000022,1,0.999978000022,"AT2G29630;AT1G22940","4.529e-01;5.492e-01"
"PWY-6498","eumelanin biosynthesis",3,"mvn",0.532241481618241,0.698526348603158,0.857848257678098,0.001,0,0.825563146466555,0.676085477272119,NA,0.755176566606955,0.999999464264088,NA,NA,0.717523282476717,0.999978000022,NA,NA,NA,NA,NA,NA,0.717523282476717,0.999978000022,0.999978000022,1,0.999978000022,"AT3G51660;AT5G01650;AT5G57170","4.413e-01;5.839e-01;5.695e-01"
"PWY-7176","UTP and CTP <i>de novo</i> biosynthesis",13,"mvn",0.955323693830719,0.820110650535735,0.667217841101255,0.01,0.475216275154146,0.0977943444330777,0.249207427530013,NA,0.75245586405427,0.999999464264088,NA,NA,0.718991281008719,0.999978000022,NA,NA,NA,NA,NA,NA,0.718991281008719,0.999978000022,0.999978000022,1,0.999978000022,"AT4G20320;AT2G34890;AT1G30820;AT3G12670;AT4G02120;AT4G09320;AT5G63310;AT3G60961;AT3G18680;AT3G60180;AT4G25280;AT3G10030;AT5G26667","7.372e-01;7.885e-03;5.261e-01;7.740e-01;8.416e-01;3.678e-01;7.224e-01;5.283e-01;8.121e-01;4.179e-01;9.967e-01;9.893e-01;6.624e-01"
"GLYSYN-PWY","glycine biosynthesis I",7,"mvn",0.465598662510319,0.603804954964603,0.899396295832865,0.001,0,0.796276113965016,0.614724869490369,NA,0.750240571760936,0.999999464264088,NA,NA,0.721767278232722,0.999978000022,NA,NA,NA,NA,NA,NA,0.721767278232722,0.999978000022,0.999978000022,1,0.999978000022,"AT5G26780;AT4G13890;AT1G36370;AT4G32520;AT1G22020;AT4G13930;AT4G37930","8.255e-01;5.126e-01;2.033e-01;5.833e-01;4.299e-01;2.964e-01;3.817e-01"
"ARG-PRO-PWY","L-arginine degradation VI (arginase 2 pathway)",4,"mvn",0.720121348891313,0.694115244446094,0.870543622612382,0.001,0,0.776716510740911,0.588405380339622,NA,0.75978132563211,0.999999464264088,NA,NA,0.726841273158727,0.999978000022,NA,NA,NA,NA,NA,NA,0.726841273158727,0.999978000022,0.999978000022,1,0.999978000022,"AT4G08870;AT4G08900;AT5G46180;AT5G14800","6.260e-01;9.241e-01;3.126e-01;3.396e-01"
"PWY-6898","thiamine salvage III",4,"mvn",0.584565846975402,0.735567252642017,0.870650441126352,0.001,0,0.839873253878076,0.8914582407577,NA,0.824743216399729,0.999999464264088,NA,NA,0.72983727016273,0.999978000022,NA,NA,NA,NA,NA,NA,0.72983727016273,0.999978000022,0.999978000022,1,0.999978000022,"AT5G19470;AT5G19460;AT1G02880;AT2G44750","7.985e-01;6.619e-01;3.817e-01;3.674e-01"
"PWY-282","cuticular wax biosynthesis",20,"mvn",0.509243176026771,0.878122698674185,0.901180595769045,0.1,0.969117581705185,0.719593058058035,0.241901217512719,NA,0.762287877443382,0.999999464264088,NA,NA,0.732877267122733,0.999978000022,NA,NA,NA,NA,NA,NA,0.732877267122733,0.999978000022,0.999978000022,1,0.999978000022,"AT5G37300;AT4G33790;AT2G37700;AT1G02190;AT5G57800;AT1G02205;AT1G47620;AT1G65340;AT2G21910;AT2G23180;AT4G32170;AT4G39480;AT4G39500;AT4G39510;AT5G02900;AT5G51900;AT5G52320;AT4G39490;AT1G66030;AT1G57750","7.883e-01;4.736e-01;6.895e-01;6.403e-01;8.125e-01;6.010e-01;3.573e-01;5.110e-01;8.115e-01;6.116e-01;6.160e-02;6.825e-01;2.277e-01;2.362e-01;5.437e-01;3.496e-01;7.664e-01;2.354e-01;7.495e-01;7.611e-01"
"PWY-7546","diphthamide biosynthesis II (eukaryotes)",5,"mvn",0.684400012719962,0.76710677205015,0.881490832451449,0.001,0,0.755694438728559,0.587243024901706,NA,0.769296092426459,0.999999464264088,NA,NA,0.738667261332739,0.999978000022,NA,NA,NA,NA,NA,NA,0.738667261332739,0.999978000022,0.999978000022,1,0.999978000022,"AT4G31790;AT5G63010;AT3G59630;AT5G62030;AT3G04480","5.210e-01;4.589e-01;7.044e-01;2.456e-01;9.141e-01"
"CYSTSYN-PWY","L-cysteine biosynthesis I",15,"mvn",0.507219839515838,0.759616754404084,0.916519475526967,0.2,1.53252147069877,0.842195093433442,0.474448170841894,NA,0.793136597113457,0.999999464264088,NA,NA,0.741431258568741,0.999978000022,NA,NA,NA,NA,NA,NA,0.741431258568741,0.999978000022,0.999978000022,1,0.999978000022,"AT1G55880;AT5G28030;AT3G04940;AT5G28020;AT3G22460;AT3G03630;AT3G61440;AT4G14880;AT2G43750;AT3G59760;AT3G13110;AT1G55920;AT5G56760;AT4G35640;AT2G17640","5.806e-01;1.158e-01;7.661e-01;1.605e-01;4.056e-01;2.581e-01;5.182e-01;4.541e-01;7.111e-01;8.762e-01;3.340e-01;8.295e-01;6.381e-01;4.235e-01;5.646e-01"
"PWY-1581","plastoquinol-9 biosynthesis I",4,"mvn",0.740999418012055,0.83004495187597,0.870575909505013,0.001,0,0.760418686550403,0.40799641061901,NA,0.771599358086064,0.999999464264088,NA,NA,0.744820255179745,0.999978000022,NA,NA,NA,NA,NA,NA,0.744820255179745,0.999978000022,0.999978000022,1,0.999978000022,"AT3G63410;AT3G11950;AT3G11945;AT1G06570","3.004e-01;8.359e-01;8.854e-01;5.266e-01"
"PWY-1001","cellulose biosynthesis",22,"mvn",0.453451817204463,0.907779340486481,0.824922883555398,0.05,1.58361287443018,0.395926169357619,0.791221517250448,NA,0.773494831004283,0.999999464264088,NA,NA,0.74956625043375,0.999978000022,NA,NA,NA,NA,NA,NA,0.74956625043375,0.999978000022,0.999978000022,1,0.999978000022,"AT5G09870;AT2G21770;AT4G39350;AT4G24010;AT4G24000;AT4G23990;AT4G15320;AT4G15290;AT2G32620;AT2G32610;AT2G32540;AT2G32530;AT2G25540;AT1G55850;AT1G02730;AT4G32410;AT5G05170;AT5G64740;AT5G44030;AT5G17420;AT4G18780;AT3G28180","7.224e-01;5.704e-01;7.868e-01;7.884e-01;5.964e-01;5.531e-01;3.145e-01;4.827e-01;5.050e-01;4.762e-01;9.219e-01;8.847e-01;3.197e-01;5.931e-01;7.958e-01;5.421e-01;2.265e-02;4.469e-01;4.962e-01;6.613e-01;5.512e-01;2.791e-01"
"PWY-6163","chorismate biosynthesis from 3-dehydroquinate",6,"mvn",0.788084059981442,0.827245578555787,0.890987204353001,0.001,0,0.874828295326728,0.149533161635843,NA,0.783395330247349,0.999999464264088,NA,NA,0.766169233830766,0.999978000022,NA,NA,NA,NA,NA,NA,0.766169233830766,0.999978000022,0.999978000022,1,0.999978000022,"AT3G06350;AT2G21940;AT4G39540;AT1G48860;AT2G45300;AT1G48850","3.855e-01;8.888e-01;3.029e-01;8.547e-01;2.927e-01;9.334e-01"
"PWY-702","L-methionine biosynthesis II (plants)",9,"mvn",0.602255899030036,0.766585970551567,0.913687652398566,0.001,0,0.880424324394652,0.223762202901109,NA,0.788783474069757,0.999999464264088,NA,NA,0.766381233618766,0.999978000022,NA,NA,NA,NA,NA,NA,0.766381233618766,0.999978000022,0.999978000022,1,0.999978000022,"AT3G20390;AT3G57050;AT4G23600;AT3G03780;AT5G17920;AT5G20980;AT3G01120;AT4G35295;AT2G17265","5.542e-01;2.102e-01;4.847e-01;9.273e-01;2.868e-01;6.770e-01;4.248e-01;6.271e-01;4.519e-01"
"PWY-66","GDP-L-fucose biosynthesis I (from GDP-D-mannose)",4,"mvn",0.566846131554703,0.724428678335223,0.870512527964172,0.001,0,0.870277815738847,0.667555288906657,NA,0.786033694425642,0.999999464264088,NA,NA,0.767422232577767,0.999978000022,NA,NA,NA,NA,NA,NA,0.767422232577767,0.999978000022,0.999978000022,1,0.999978000022,"AT1G17890;AT1G73250;AT5G66280;AT3G51160","7.955e-01;4.038e-01;5.484e-01;3.999e-01"
"PYRUVDEHYD-PWY","pyruvate decarboxylation to acetyl CoA",15,"mvn",0.901956970748857,0.828241433325548,0.870021521755068,0.1,1.18021020996701,0.574858419054484,0.289860703915086,NA,0.793341623241551,0.999999464264088,NA,NA,0.767621232378768,0.999978000022,NA,NA,NA,NA,NA,NA,0.767621232378768,0.999978000022,0.999978000022,1,0.999978000022,"AT1G59900;AT1G30120;AT1G24180;AT1G01090;AT5G50850;AT2G34590;AT3G17240;AT3G16950;AT4G16155;AT5G17780;AT3G13930;AT1G34430;AT1G54220;AT3G52200;AT3G25860","6.205e-01;9.933e-01;4.442e-01;8.570e-01;7.611e-01;1.598e-01;5.532e-01;6.150e-01;4.622e-01;6.890e-01;9.056e-01;7.307e-01;6.323e-01;5.543e-02;1.659e-01"
"PWY-6668","(<i>E,E</i>)-4,8,12-trimethyltrideca-1,3,7,11-tetraene biosynthesis",2,"mvn",0.724767496962574,0.76963458838126,0.84222419398019,0.001,0,0.732554810135106,0.739898181856385,NA,0.76991705850007,0.999999464264088,NA,NA,0.769108230891769,0.999978000022,NA,NA,NA,NA,NA,NA,0.769108230891769,0.999978000022,0.999978000022,1,0.999978000022,"AT3G25180;AT1G61120","8.355e-01;4.828e-01"
"PWY-6577","farnesylcysteine salvage pathway",4,"mvn",0.6178297438819,0.824277302540465,0.870605905757535,0.001,0,0.911268543527844,0.208039495515249,NA,0.79182470382486,0.999999464264088,NA,NA,0.771526228473772,0.999978000022,NA,NA,NA,NA,NA,NA,0.771526228473772,0.999978000022,0.999978000022,1,0.999978000022,"AT3G03350;AT5G58560;AT5G63910;AT2G22650","6.220e-01;7.862e-01;5.116e-01;4.542e-01"
"PWY-2821","glucosinolate biosynthesis from phenylalanine",22,"mvn",0.887392496705398,0.899905820170484,0.814770950863516,0.1,4.64215870702653,0.495776227441814,0.397285724829168,NA,0.801590330295177,0.999999464264088,NA,NA,0.772067227932772,0.999978000022,NA,NA,NA,NA,NA,NA,0.772067227932772,0.999978000022,0.999978000022,1,0.999978000022,"AT4G28420;AT4G28410;AT2G24850;AT2G20610;AT1G24100;AT5G35920;AT5G35917;AT5G05260;AT2G23960;AT2G23970;AT4G30540;AT4G30550;AT4G30530;AT4G29210;AT1G69820;AT4G39640;AT4G39650;AT4G13770;AT4G31500;AT1G74090;AT1G18590;AT1G74100","9.695e-01;9.946e-01;7.704e-01;3.558e-01;5.400e-01;4.320e-01;6.427e-01;4.941e-01;8.302e-01;7.173e-01;8.165e-01;7.176e-01;7.519e-01;3.694e-01;5.593e-01;4.900e-01;5.260e-01;9.072e-01;6.905e-01;3.203e-02;5.233e-01;3.064e-02"
"ARGININE-SYN4-PWY","L-ornithine biosynthesis II",6,"mvn",0.738280013560473,0.855478920253098,0.890991282265809,0.001,0,0.753338664673731,0.420794908036971,NA,0.79246521940231,0.999999464264088,NA,NA,0.773115226884773,0.999978000022,NA,NA,NA,NA,NA,NA,0.773115226884773,0.999978000022,0.999978000022,1,0.999978000022,"AT2G39800;AT3G55610;AT5G46180;AT5G18170;AT5G07440;AT3G03910","9.078e-01;2.081e-01;3.126e-01;8.374e-01;8.067e-01;7.450e-01"
"PWY-7856","heme <i>a</i> biosynthesis",2,"mvn",0.679943204018142,0.774311386249914,0.842160665207171,0.001,0,0.775043036252352,0.741750149331039,NA,0.772700923580337,0.999999464264088,NA,NA,0.773372226627773,0.999978000022,NA,NA,NA,NA,NA,NA,0.773372226627773,0.999978000022,0.999978000022,1,0.999978000022,"AT5G56090;AT2G44520","5.257e-01;7.773e-01"
"ARGASEDEG-PWY","L-arginine degradation I (arginase pathway)",6,"mvn",0.750957543685656,0.786023756869535,0.8909570695076,0.001,0,0.753338664673731,0.603218535390641,NA,0.789470482166484,0.999999464264088,NA,NA,0.774308225691774,0.999978000022,NA,NA,NA,NA,NA,NA,0.774308225691774,0.999978000022,0.999978000022,1,0.999978000022,"AT5G62530;AT2G39800;AT3G55610;AT5G46180;AT4G08870;AT4G08900","5.393e-01;9.078e-01;2.081e-01;3.126e-01;6.260e-01;9.241e-01"
"PWY-762","phospholipid desaturation",8,"mvn",0.821138950572366,0.682878019060417,0.90135877664296,0.2,0.180239211028275,0.801034253066781,0.410004617522236,NA,0.790191051661934,0.999999464264088,NA,NA,0.774897225102775,0.999978000022,NA,NA,NA,NA,NA,NA,0.774897225102775,0.999978000022,0.999978000022,1,0.999978000022,"AT2G29980;AT3G12120;AT1G62190;AT2G22890;AT4G27030;AT5G05580;AT3G11170;AT4G30950","5.315e-01;3.831e-01;1.828e-01;2.277e-01;5.355e-01;9.778e-01;8.028e-01;4.524e-01"
"PWY-6619","adenine and adenosine salvage VI",2,"mvn",0.668760561905439,0.798427997262015,0.842233817181076,0.001,0,0.845712061315945,0.54344598600197,NA,0.774461582969413,0.999999464264088,NA,NA,0.775934224065776,0.999978000022,NA,NA,NA,NA,NA,NA,0.775934224065776,0.999978000022,0.999978000022,1,0.999978000022,"AT3G09820;AT5G03300","7.190e-01;6.072e-01"
"NONMEVIPP-PWY","methylerythritol phosphate pathway I",11,"mvn",0.840363323025043,0.88540131747644,0.858677847091944,0.1,0.701115246731852,0.55217788782194,0.589672968735238,NA,0.803376076097972,0.999999464264088,NA,NA,0.778641221358779,0.999978000022,NA,NA,NA,NA,NA,NA,0.778641221358779,0.999978000022,0.999978000022,1,0.999978000022,"AT1G79690;AT5G16440;AT3G02780;AT2G02500;AT2G26930;AT4G34350;AT1G63970;AT5G62790;AT3G21500;AT4G15560;AT5G11380","9.795e-01;4.664e-01;6.939e-01;9.414e-01;4.804e-01;8.116e-01;8.350e-01;6.366e-01;7.043e-02;4.010e-01;4.204e-01"
"PWY-6792","scopoletin biosynthesis",11,"mvn",0.608458343525978,0.628033449988914,0.915714939523515,0.2,0.411218022599994,0.867828006558794,0.578904656436644,NA,0.802337166815721,0.999999464264088,NA,NA,0.779374220625779,0.999978000022,NA,NA,NA,NA,NA,NA,0.779374220625779,0.999978000022,0.999978000022,1,0.999978000022,"AT1G55290;AT3G12900;AT5G12270;AT3G13610;AT1G67980;AT1G24735;AT4G26220;AT3G62000;AT3G61990;AT1G67990;AT4G34050","2.471e-01;3.495e-01;1.938e-01;1.680e-01;9.208e-01;8.821e-01;4.664e-01;3.366e-01;3.569e-01;8.979e-01;5.662e-01"
