"GENE","magma_p","magma_fdr","magma_rank","gwas_min_p","gwas_n_snps","gwas_rank","n_top_pathways","best_pathway_p","pathway_rank","pathways","hit_gwas","hit_magma","hit_pathway","support_layers","score"
"FBgn0267236",0.007814,0.7011829875,135,0.000119483588891582,883,929,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.81369449273255
"FBgn0037901",0.0078193,0.7011829875,136,0.000119483588891582,872,929,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.81363559893937
"FBgn0037897",0.007823,0.7011829875,137,0.000119483588891582,889,929,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.8135945080611
"FBgn0003710",0.012439,0.751127646226415,206,4.82634862340587e-05,1304,408,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.81268103751029
"FBgn0051374",0.0079109,0.7011829875,141,0.000119483588891582,1178,929,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.81262399516553
"FBgn0046225",0.0080078,0.7011829875,144,0.000119483588891582,1507,929,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.81156653054625
"FBgn0032868",0.0074826,0.7011829875,128,0.000138049428604124,601,1085,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.8111860327376
"FBgn0086447",0.015493,0.757175337209302,258,3.2851204174654e-05,755,248,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.81031776648122
"FBgn0034446",0.0071563,0.7011829875,113,0.0001588360294875,956,1211,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.80896739010104
"FBgn0086134",0.0049763,0.7011829875,68,0.000333312424613688,362,2127,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.80833353887138
"FBgn0037899",0.0085094,0.707198992105263,151,0.000119483588891582,828,929,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.80628938632078
"FBgn0037900",0.0085252,0.707198992105263,152,0.000119483588891582,856,929,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.80612825885593
"FBgn0000404",0.013241,0.752354016194332,215,5.22273744965509e-05,1574,426,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.8038260234749
"FBgn0036316",0.016366,0.780478139097744,264,3.45821069829675e-05,1927,274,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.80332634563293
"FBgn0262790",0.0098045,0.723605016393443,168,9.68788404703284e-05,1098,825,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.80309201661322
"FBgn0262807",0.0098045,0.723605016393443,168,9.68788404703284e-05,1098,825,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.80309201661322
"FBgn0262837",0.0098045,0.723605016393443,168,9.68788404703284e-05,1098,825,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.80309201661322
"FBgn0035505",0.013928,0.752354016194332,229,4.82634862340587e-05,1392,408,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.80286037945234
"FBgn0034210",0.023089,0.826856857142857,345,1.77417525168383e-05,1345,167,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.80241932356251
"FBgn0050093",0.011444,0.751127646226415,189,7.25893521180222e-05,890,600,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.80219713815229
"FBgn0029512",0.0053587,0.7011829875,80,0.000333312424613688,346,2127,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.80190296085982
