"pathway_id","pathway_name","n_genes","acat_p","fisher_p","tfisher_p_analytic","tau_hat","tfisher_stat_hat","minp_p_analytic","stouffer_p_analytic","magma_pvalue","omni_p_analytic","omni_p_analytic_BH","omni_p_global","omni_p_global_BH","omni_p_mvn","omni_p_mvn_BH","acat_p_mvn_cal","fisher_p_mvn_cal","tfisher_p_mvn_cal","minp_p_mvn_cal","stouffer_p_mvn_cal","omni_p_mvn_compcal","omni_p_final","omni_p_final_BH","omni_p_final_q_storey","omni_p_final_q_bky10","omni_p_final_q_ihw10","genes_used","gene_pvals_used","dominant_component","agreement_score","agreement_k","agreement_m","calibration_impact"
"PWY-6121","5-aminoimidazole ribonucleotide biosynthesis I",7,0.044397509544976,0.158415293971153,0.11985896120398,0.01,1.02595670657808,0.0411643970630272,0.0357422411777067,NA,0.0561492828559819,0.999999464264005,NA,NA,0.0574942505749425,0.803825456870371,0.043995600439956,0.154884511548845,0.140685931406859,0.0411958804119588,0.0353964603539646,0.0565812693340454,0.0574942505749425,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT3G55010;AT1G74260;AT1G31220;AT1G09830;AT4G38880;AT4G34740;AT2G16570","7.002e-01;5.987e-03;5.361e-01;8.897e-01;9.063e-01;9.367e-02;4.043e-01","stouffer_p_analytic",0.6,3,5,"Remains_nonsignificant"
"PWY-6287","neurosporene biosynthesis",3,0.0486554251373092,0.162368576978793,0.548885679187174,0.05,2.7353685814491,0.0377199514610605,0.0781741047549084,NA,0.0761051369794926,0.999999464264005,NA,NA,0.0642935706429357,0.803825456870371,0.0474952504749525,0.161683831616838,0.264973502649735,0.0363963603639636,0.0777922207779222,0.0708975492090641,0.0642935706429357,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT5G17230;AT4G14210;AT3G04870","1.273e-02;8.732e-01;9.016e-01","minp_p_analytic",0.4,2,5,"Remains_nonsignificant"
"PWY-6623","salicylate glucosides biosynthesis II",2,0.0941412192576089,0.11679048839528,0.642699428568677,0.05,0.0977545217302627,0.0929626219417214,0.0319610118305443,NA,0.0833552702330947,0.999999464264005,NA,NA,0.0666933306669333,0.803825456870371,0.0974902509749025,0.118488151184882,0.18958104189581,0.0965903409659034,0.0330966903309669,0.0780702302362066,0.0666933306669333,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT3G21750;AT1G73880","5.226e-01;4.761e-02","stouffer_p_analytic",0.2,1,5,"Remains_nonsignificant"
"UDPNACETYLGALSYN-PWY","UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II",13,0.0485769874812602,0.554401070047411,0.0443413534590298,0.01,2.11807672844765,0.0441563635317955,0.555926297889242,NA,0.0763427507186777,0.999999464264005,NA,NA,0.0868913108689131,0.803825456870371,0.0498950104989501,0.559444055594441,0.0628937106289371,0.0455954404559544,0.553544645535446,0.0867177685061348,0.0868913108689131,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT4G37840;AT3G20040;AT1G50460;AT1G47840;AT2G19860;AT4G29130;AT5G42740;AT4G24620;AT2G35020;AT1G31070;AT5G18070;AT5G15770;AT3G24090","7.997e-01;5.419e-01;3.910e-01;5.748e-01;7.022e-01;5.836e-01;9.116e-01;4.955e-01;3.468e-03;8.287e-01;5.554e-01;3.314e-01;5.335e-01","minp_p_analytic",0.6,3,5,"Remains_nonsignificant"
"PYRIDNUCSYN-PWY","NAD <i>de novo</i> biosynthesis I (from aspartate)",5,0.0590917219163946,0.0913645682038902,0.563538577426974,0.05,2.75083182101146,0.0616067990842307,0.114440244400915,NA,0.0948897270179601,0.999999464264005,NA,NA,0.0876912308769123,0.803825456870371,0.0583941605839416,0.0920907909209079,0.407559244075592,0.061993800619938,0.12028797120288,0.0929316794096951,0.0876912308769123,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT5G14760;AT5G50210;AT2G01350;AT1G55090;AT5G55810","2.271e-01;3.830e-01;5.592e-01;4.698e-01;1.264e-02","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-6066","IAA biosynthesis VII",2,0.14472959785899,0.18870462634783,0.665970419825476,0.1,0.995911535418919,0.117860497668677,0.0618369907133292,NA,0.140128223437704,0.999999464264005,NA,NA,0.0940905909409059,0.803825456870371,0.152284771522848,0.195880411958804,0.198180181981802,0.118088191180882,0.0584941505849415,0.119498563153531,0.0940905909409059,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT3G06810;AT4G05530","7.626e-01;6.078e-02","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-82","UDP-&beta;-L-arabinose biosynthesis II (from &beta;-L-arabinose)",3,0.640836539736888,0.193898862124348,0.590312213576383,0.05,0.585351562782084,0.107814733079611,0.0402706772995572,NA,0.131889918696596,0.999999464264005,NA,NA,0.1004899510049,0.803825456870371,0.64973502649735,0.18978102189781,0.272272772722728,0.106189381061894,0.0371962803719628,0.114950958152864,0.1004899510049,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT3G42850;AT4G16130;AT5G52560","3.649e-01;9.694e-01;3.731e-02","stouffer_p_analytic",0.2,1,5,"Remains_nonsignificant"
"PWYQT-4466","superpathway of sucrose and starch metabolism I (non-photosynthetic tissue)",17,0.0650697533946557,0.627686865294907,0.0811111918538007,0.01,2.11807672844765,0.0573465989568668,0.237750544428856,NA,0.103646759187013,0.999999464264005,NA,NA,0.107789221077892,0.803825456870371,0.0627937206279372,0.633036696330367,0.10998900109989,0.0522947705229477,0.250774922507749,0.106624826520296,0.107789221077892,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT3G56040;AT5G17310;AT3G03250;AT2G35020;AT5G52560;AT5G51820;AT1G70820;AT5G17530;AT1G70730;AT1G23190;AT3G01590;AT3G61610;AT4G23730;AT4G25900;AT5G14500;AT5G57330;AT5G66530","7.443e-01;3.618e-01;8.353e-01;3.468e-03;3.731e-02;5.595e-01;8.897e-01;7.456e-01;9.001e-01;5.200e-01;9.345e-01;5.068e-01;9.025e-01;6.304e-01;6.395e-01;6.403e-01;3.767e-01","minp_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-5530","sorbitol biosynthesis II",2,0.261611090010968,0.275791588818229,0.717107188234379,0.1,0.0321401650157529,0.187127962063752,0.0871009978105278,NA,0.220348305618524,0.999999464264005,NA,NA,0.126987301269873,0.803825456870371,0.264173582641736,0.278072192780722,0.191380861913809,0.188281171882812,0.0868913108689131,0.173084417011966,0.126987301269873,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT2G16790;AT3G20790","7.879e-01;9.841e-02","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-6477","gibberellin inactivation II (methylation)",3,0.166235364690581,0.122823044196354,0.739652302628011,0.01,0,0.301541470846751,0.0841790589661946,NA,0.18381041087654,0.999999464264005,NA,NA,0.133486651334867,0.803825456870371,0.171082891710829,0.128287171282872,0.277872212778722,0.307769223077692,0.0902909709029097,0.16168414348722,0.133486651334867,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT5G56300;AT4G26460;AT4G26420","4.648e-01;1.258e-01;1.127e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-6235","hydroxyjasmonate sulfate biosynthesis",2,0.37103032117577,0.41063481223728,0.721595963608101,0.01,0,0.564250460159551,0.896823915264454,NA,0.685667866953321,0.999999464264005,NA,NA,0.133786621337866,0.803825456870371,0.374062593740626,0.375262473752625,0.133786621337866,0.417958204179582,0.813018698130187,0.388314302727751,0.133786621337866,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT5G07000;AT5G07010","4.050e-01;3.399e-01","acat_p",0,0,5,"Remains_nonsignificant"
"CAROTENOID-PWY","superpathway of carotenoid biosynthesis in plants",3,0.292733687077824,0.206316846104747,0.563697231922497,0.05,0.960702421822944,0.0899448205440888,0.206480548324789,NA,0.205377439366309,0.999999464264005,NA,NA,0.143985601439856,0.803825456870371,0.286371362863714,0.200979902009799,0.265573442655734,0.0838916108389161,0.206279372062794,0.176121881462874,0.143985601439856,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT4G25700;AT5G52570;AT5G57030","9.604e-01;3.093e-02;4.900e-01","minp_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-7177","UTP and CTP dephosphorylation II",10,0.240297763183503,0.531665971289285,0.382963996902653,0.01,0.475216275154146,0.0761113110185126,0.0834738707821013,NA,0.15881221916475,0.999999464264005,NA,NA,0.15008499150085,0.803825456870371,0.235476452354765,0.528047195280472,0.399460053994601,0.0731926807319268,0.0826917308269173,0.156049640914136,0.15008499150085,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT1G14240;AT1G14230;AT4G19180;AT1G14250;AT2G02970;AT4G20320;AT2G34890;AT1G30820;AT3G12670;AT4G02120","7.735e-01;9.876e-01;2.343e-01;6.414e-01;3.530e-01;7.372e-01;7.885e-03;5.261e-01;7.740e-01;8.416e-01","minp_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-6799","fatty acid biosynthesis (plant mitochondria)",2,0.263526116666346,0.275321079393449,0.7215957404941,0.01,0,0.309409204949301,0.327244086505586,NA,0.366967835065323,0.999999464264005,NA,NA,0.152484751524848,0.803825456870371,0.269073092690731,0.28047195280472,0.192780721927807,0.311368863113689,0.324867513248675,0.268773709760675,0.152484751524848,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT2G30200;AT2G04540","4.577e-01;1.690e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-5036","gibberellin biosynthesis II (early C-3 hydroxylation)",2,0.446312272661907,0.447492344546208,0.721595832542999,0.01,0,0.3800131344361,0.259532920388547,NA,0.447098604605055,0.999999464264005,NA,NA,0.154384561543846,0.803825456870371,0.45035496450355,0.449455054494551,0.191780821917808,0.384361563843616,0.256374362563744,0.322780557262413,0.154384561543846,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT4G25420;AT1G15550","7.380e-01;2.126e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-6233","jasmonoyl-amino acid conjugates biosynthesis II",2,0.592901597186758,0.551531854859975,0.721596119150947,0.01,0,0.467016865691869,0.171298530194528,NA,0.469551314635602,0.999999464264005,NA,NA,0.155284471552845,0.803825456870371,0.598140185981402,0.551544845515448,0.18998100189981,0.463753624637536,0.165083491650835,0.334791430286078,0.155284471552845,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT4G03400;AT2G46370","8.111e-01;2.699e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-6220","jasmonoyl-amino acid conjugates biosynthesis I",2,0.592901597186758,0.551531854859975,0.721595917024919,0.01,0,0.467016865691869,0.171298530194528,NA,0.469551246600455,0.999999464264005,NA,NA,0.160983901609839,0.803825456870371,0.593240675932407,0.552844715528447,0.195480451954805,0.46945305469453,0.175682431756824,0.343904837160285,0.160983901609839,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT4G03400;AT2G46370","8.111e-01;2.699e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"ARGDEG-V-PWY","L-arginine degradation X (arginine monooxygenase pathway)",2,0.597411325400138,0.697275009067837,0.721595882681528,0.01,0,0.725398498621921,0.21760654076325,NA,0.592424595902184,0.999999464264005,NA,NA,0.164183581641836,0.803825456870371,0.598040195980402,0.699130086991301,0.187581241875812,0.727727227277272,0.215578442155784,0.447648215687972,0.164183581641836,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT2G16500;AT4G34710","6.960e-01;4.760e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-4381","fatty acid biosynthesis initiation I",2,0.40480025631871,0.459222450695705,0.721596120171525,0.01,0,0.586224609293898,0.880349184427506,NA,0.681676087230931,0.999999464264005,NA,NA,0.168183181681832,0.803825456870371,0.399060093990601,0.453454654534547,0.187881211878812,0.582241775822418,0.883511648835116,0.557030096086891,0.168183181681832,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT1G62640;AT2G30200","3.567e-01;4.577e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-5079","L-phenylalanine degradation III",8,0.191992843734407,0.250284239598332,0.609658978455068,0.05,1.4619756679711,0.177106861487247,0.0543420416186934,NA,0.15421968899686,0.999999464264005,NA,NA,0.168683131686831,0.803825456870371,0.194780521947805,0.260773922607739,0.517848215178482,0.159484051594841,0.0876912308769123,0.183947382633927,0.168683131686831,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT5G53970;AT1G62960;AT1G70560;AT5G51690;AT4G33070;AT5G01330;AT5G54960;AT5G01320","3.223e-01;6.905e-01;1.948e-01;9.186e-01;5.939e-01;3.008e-01;2.407e-02;3.644e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-5034","GA<sub>12</sub> biosynthesis",3,0.420381965228526,0.373170565301847,0.681246196550763,0.1,1.08736245524176,0.164264681817413,0.110566398456282,NA,0.264600754099432,0.999999464264005,NA,NA,0.171282871712829,0.803825456870371,0.411958804119588,0.368663133686631,0.269473052694731,0.161283871612839,0.115188481151885,0.219854316357025,0.171282871712829,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT2G32440;AT1G05160;AT5G25900","5.806e-02;7.419e-01;9.161e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-6619","adenine and adenosine salvage VI",2,0.668760561905439,0.798427997262015,0.721596486652865,0.01,0,0.845712061315945,0.54344598600197,NA,0.744178218249625,0.999999464264005,NA,NA,0.171682831716828,0.803825456870371,0.66993300669933,0.800819918008199,0.188381161883812,0.846915308469153,0.545145485451455,0.649946053259119,0.171682831716828,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT3G09820;AT5G03300","7.190e-01;6.072e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-6890","4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis",2,0.501077092513645,0.594820786074461,0.721595981555224,0.01,0,0.700713760727068,0.830025450560663,NA,0.69725957593843,0.999999464264005,NA,NA,0.171982801719828,0.803825456870371,0.505249475052495,0.598440155984402,0.19028097190281,0.705229477052295,0.825217478252175,0.578197489610413,0.171982801719828,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT2G29630;AT1G22940","4.529e-01;5.492e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY4FS-12","VTC2 cycle",2,0.807147908529387,0.843784974026815,0.721596031750387,0.01,0,0.805656150448617,0.696182653847327,NA,0.786165461868326,0.999999464264005,NA,NA,0.173582641735826,0.803825456870371,0.808219178082192,0.842615738426157,0.186881311868813,0.802819718028197,0.693330666933307,0.710985593944112,0.173582641735826,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT5G28840;AT4G26850","8.871e-01;5.592e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-7856","heme <i>a</i> biosynthesis",2,0.679943204018142,0.774311386249914,0.721596117321214,0.01,0,0.775043036252352,0.741750149331039,NA,0.742056994659096,0.999999464264005,NA,NA,0.174982501749825,0.803825456870371,0.678832116788321,0.778422157784222,0.191980801919808,0.777922207779222,0.737526247375263,0.64715593371442,0.174982501749825,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT5G56090;AT2G44520","5.257e-01;7.773e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-6938","NADH repair",2,0.633666483058067,0.765409740511692,0.721595935663416,0.01,0,0.84065592137092,0.750918275386115,NA,0.756782737205349,0.999999464264005,NA,NA,0.175682431756824,0.803825456870371,0.636836316368363,0.767923207679232,0.191580841915808,0.842615738426157,0.756324367563244,0.672842786839847,0.175682431756824,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT5G49970;AT5G19150","6.008e-01;6.637e-01","acat_p",0,0,5,"Remains_nonsignificant"
"XYLCAT-PWY","D-xylose degradation I",2,0.676659865242519,0.815526645427931,0.72159522525184,0.01,0,0.893877507410889,0.501861266253278,NA,0.775608054577376,0.999999464264005,NA,NA,0.175882411758824,0.803825456870371,0.67033296670333,0.814818518148185,0.186881311868813,0.894910508949105,0.509149085091491,0.696830461708414,0.175882411758824,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT5G57655;AT5G49650","6.742e-01;6.791e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-5995","linoleate biosynthesis I (plants)",2,0.41677171734343,0.477112798355246,0.721595993997351,0.01,0,0.619491417256885,0.874517229381836,NA,0.685431905440991,0.999999464264005,NA,NA,0.176082391760824,0.803825456870371,0.424857514248575,0.486151384861514,0.194380561943806,0.626537346265373,0.864213578642136,0.557137741627067,0.176082391760824,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT4G30950;AT3G12120","4.524e-01;3.831e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-6668","(<i>E,E</i>)-4,8,12-trimethyltrideca-1,3,7,11-tetraene biosynthesis",2,0.724767496962574,0.76963458838126,0.721596465090693,0.01,0,0.732554810135106,0.739898181856385,NA,0.738619655829541,0.999999464264005,NA,NA,0.176682331766823,0.803825456870371,0.727827217278272,0.77042295770423,0.192380761923808,0.734526547345265,0.742325767423258,0.643429746901324,0.176682331766823,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT3G25180;AT1G61120","8.355e-01;4.828e-01","tfisher_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY4FS-13","extended VTC2 cycle",2,0.807147908529387,0.843784974026815,0.721596314740782,0.01,0,0.805656150448617,0.696182653847327,NA,0.786165499105417,0.999999464264005,NA,NA,0.176682331766823,0.803825456870371,0.816118388161184,0.845015498450155,0.191380861913809,0.807819218078192,0.694530546945305,0.719219577806847,0.176682331766823,0.803825456870371,0.534842624571654,0.808865114907176,0.803825456870371,"AT5G28840;AT4G26850","8.871e-01;5.592e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
