"GENE","magma_p","magma_fdr","magma_rank","gwas_min_p","gwas_n_snps","gwas_rank","n_top_pathways","best_pathway_p","pathway_rank","pathways","hit_gwas","hit_magma","hit_pathway","support_layers","score"
"AT5G55565",2.7148e-06,0.0027572754,26,1.16685645210072e-08,526,66,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.90655068869904
"AT3G20730",4.6511e-06,0.003162742,39,4.73791379565428e-09,560,41,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.89893014912079
"AT3G20770",4.7764e-06,0.003162742,42,4.73791379565428e-09,457,41,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.89662114660057
"AT5G55580",3.6619e-06,0.003162742,32,1.16685645210072e-08,435,66,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.88055696073995
"AT3G20760",1.0204e-05,0.00542795041509434,53,4.73791379565428e-09,489,41,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.8306871945471
"AT1G15860",7.9258e-05,0.0148968052933333,150,7.94862596931591e-11,501,1,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.83016217204451
"AT3G20720",1.171e-05,0.00589535767857143,56,4.73791379565428e-09,648,41,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.81872990552018
"AT1G15890",9.438e-05,0.0163441566564417,162,7.94862596931591e-11,518,1,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.81499479926904
"AT5G55070",2.8602e-05,0.0095997165,84,2.55132822313243e-07,699,349,1,0.0037996200379962,60,"PWY-5084",FALSE,TRUE,TRUE,2,3.81007006927422
"AT1G73990",4.0686e-06,0.003162742,34,5.57827300549161e-08,397,167,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.8034610245282
"AT3G20750",1.4527e-05,0.00694169001694915,59,4.73791379565428e-09,447,41,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.80000609722862
"AT1G15900",0.00011725,0.0176771617647059,187,7.94862596931591e-11,469,1,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.796148223593
"AT1G15910",0.00012395,0.0182959285340314,191,7.94862596931591e-11,455,1,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.79132148764966
"AT3G20690",1.7795e-05,0.00782464184615385,63,4.73791379565428e-09,608,41,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.78238168606668
"AT3G20680",1.7969e-05,0.00782464184615385,64,4.73791379565428e-09,564,41,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.78153650279751
"AT2G14560",8.8022e-06,0.00486589067843137,51,2.53449038878504e-08,604,105,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.7706926886953
"AT5G17160",6.7974e-06,0.00416606735217391,46,4.55803093328346e-08,878,131,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.76765370774263
"AT1G15870",0.00016431,0.0216466907943925,214,7.94862596931591e-11,489,1,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.76683799474074
"AT1G15880",0.00016913,0.0219736501843318,217,7.94862596931591e-11,489,1,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.76432666409674
"AT5G28150",1.1206e-05,0.0057698256,54,1.87138694476918e-08,1003,87,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.76289351683249
"AT1G15885",0.00017594,0.0223435874774775,222,7.94862596931591e-11,503,1,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.76089787634348
"AT5G24290",4.936e-06,0.003162742,44,1.22519527559259e-07,1253,257,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.75250443844707
"AT3G20670",2.8266e-05,0.0095997165,82,4.73791379565428e-09,562,41,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.74218841361028
"AT5G55570",1.804e-05,0.00782464184615385,65,1.16685645210072e-08,447,66,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.74205095016174
"AT5G28160",1.5296e-05,0.00718733546666667,60,1.72647355442829e-08,1098,84,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.7393684319784
"AT1G49240",7.1029e-06,0.0042606821212766,47,8.66560468986115e-08,469,195,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.73593297258473
"AT1G15850",3.6428e-05,0.0107429714183673,94,4.76225484361312e-09,502,57,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.71993167120035
"AT5G55540",2.4014e-05,0.00879255457142857,77,1.16685645210072e-08,477,66,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.71720535554338
"AT5G55390",1.6989e-05,0.00772533672580645,62,2.50854239523299e-08,637,88,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.71402429221551
"AT3G20660",4.0885e-05,0.0110326850093458,104,4.73791379565428e-09,562,41,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.71012848411703
"AT1G15825",4.3671e-05,0.0111469026216216,110,5.25496095374573e-09,559,58,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.69990442331413
"AT1G73965",1.5798e-05,0.00730152481967213,61,5.57827300549161e-08,397,167,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.68562960158239
"AT1G74380",0.0031984,0.109414067110036,824,8.12968798062806e-10,518,22,1,0.0016998300169983,33,"PWY-5936",TRUE,FALSE,TRUE,2,3.68496550747628
"AT1G74400",0.00013761,0.0194956720100503,199,8.12968798062806e-10,505,22,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.6812626132709
"AT5G24280",1.1256e-05,0.0057698256,55,1.22519527559259e-07,1521,257,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.68090265176677
"AT1G49245",1.3588e-05,0.00672081550877193,57,8.66560468986115e-08,461,195,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.6795890050229
"AT3G20780",6.4409e-05,0.0134509847185185,135,4.73791379565428e-09,454,41,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.67065197324517
"AT1G73950",2.0601e-05,0.00841744917391304,69,5.57827300549161e-08,474,167,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.66257236305756
"AT5G24314",1.4086e-05,0.00684701031034483,58,1.22519527559259e-07,911,257,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.66142193184084
"AT1G73970",2.2964e-05,0.00879255457142857,73,5.57827300549161e-08,404,167,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.65314051584122
"AT1G08300",1.9265e-05,0.00810653947761194,67,1.09153237835861e-07,259,240,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.63924253504955
"AT1G49260",2.3736e-05,0.00879255457142857,76,8.66560468986115e-08,500,195,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.63113860600074
"AT1G08310",2.1348e-05,0.00859805948571429,70,1.09153237835861e-07,251,240,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.63032489889305
"AT5G28000",4.3558e-05,0.0111469026216216,109,2.76689371799028e-08,1076,108,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.62798716615379
"AT3G19250",3.3733e-05,0.0106857805505618,89,4.66110411207805e-08,549,151,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.62754012637722
"AT5G17190",3.4417e-05,0.0107429714183673,90,4.55803093328346e-08,795,131,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.62676767081257
"AT3G20710",0.00011506,0.0176298183695652,184,4.73791379565428e-09,634,41,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.62025641059676
"AT3G19270",3.6704e-05,0.0107429714183673,95,4.66110411207805e-08,693,151,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.62020844039608
"AT5G17140",4.0118e-05,0.0110326850093458,101,4.55803093328346e-08,776,131,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.61345441837185
"AT5G17170",4.0188e-05,0.0110326850093458,102,4.55803093328346e-08,840,131,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.61330299446115
"AT5G17165",4.0753e-05,0.0110326850093458,103,4.55803093328346e-08,929,131,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.61209035627884
"AT3G19280",4.1173e-05,0.0110326850093458,105,4.66110411207805e-08,672,151,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.61022861718579
"AT5G24316",2.589e-05,0.00923945278481013,79,1.22519527559259e-07,909,257,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.60855305856513
"AT1G08315",2.7971e-05,0.0095997165,81,1.09153237835861e-07,248,240,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.60685473906988
"AT1G49290",3.1945e-05,0.0105320524534884,85,8.66560468986115e-08,500,195,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.60533953416886
"AT5G24318",2.7416e-05,0.0095997165,80,1.22519527559259e-07,915,257,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.60357865036774
"AT5G27970",5.7801e-05,0.0128313668740157,127,2.76689371799028e-08,1180,108,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.60341368184704
"AT1G15840",0.00013376,0.0193389522051282,195,5.25496095374573e-09,532,58,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.60267779863984
"AT1G49270",3.3496e-05,0.0106857805505618,88,8.66560468986115e-08,511,195,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.60122152308586
"AT5G55310",4.8535e-05,0.0117960970258621,116,4.15676629168417e-08,505,130,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.60091343244812
"AT3G19240",4.7256e-05,0.0117155398608696,113,4.66110411207805e-08,552,151,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.59825972807037
"AT1G74000",4.339e-05,0.0111469026216216,108,5.57827300549161e-08,331,167,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.59787209345449
"AT3G19274",4.7601e-05,0.0117155398608696,114,4.66110411207805e-08,661,151,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.59762790434866
"AT1G49280",3.7343e-05,0.0107429714183673,98,8.66560468986115e-08,499,195,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.59177827173362
"AT5G24310",3.2127e-05,0.0105320524534884,86,1.22519527559259e-07,1010,257,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.5898054339948
"AT1G73960",4.7788e-05,0.0117155398608696,115,5.57827300549161e-08,463,167,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.58948625247615
"AT1G15830",0.00015955,0.0212498088207547,210,5.25496095374573e-09,560,58,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.58736368895293
"AT5G17150",5.4378e-05,0.0123635399516129,124,4.55803093328346e-08,797,131,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.58703762710333
"AT2G34920",3.6837e-05,0.0107429714183673,96,1.01356041500432e-07,573,225,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.58615818511639
"AT5G17180",5.5686e-05,0.0124599634761905,126,4.55803093328346e-08,794,131,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.58497306856754
"AT1G74010",5.2798e-05,0.0122758739918699,121,5.57827300549161e-08,343,167,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.5808265291456
"AT3G20700",0.00018361,0.0230067410222222,225,4.73791379565428e-09,613,41,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.57966201841373
"AT1G49250",4.3887e-05,0.0111469026216216,111,8.66560468986115e-08,500,195,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.5777529337365
"AT1G15810",0.00018501,0.0230795881858407,226,5.25496095374573e-09,587,58,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.57450401002964
"AT3G19235",6.2689e-05,0.013288653962406,133,4.66110411207805e-08,546,151,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.57371285121391
"AT1G15820",0.00019117,0.0235356148908297,229,5.25496095374573e-09,583,58,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.57165910262803
"AT1G74070",6.0018e-05,0.0130160574923077,130,5.57827300549161e-08,493,167,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.56969371964256
"AT3G19230",6.575e-05,0.0136300716911765,136,4.66110411207805e-08,555,151,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.56957196820796
"AT5G27967",8.6858e-05,0.0155239936708861,157,2.76689371799028e-08,828,108,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.56803878725959
"AT5G24313",4.1827e-05,0.0110326850093458,106,1.22519527559259e-07,905,257,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.56688812538058
"AT2G34910",5.109e-05,0.0122066133050847,118,1.01356041500432e-07,476,225,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.55774785539686
"AT2G14580",0.00010224,0.016843678372093,171,2.53449038878504e-08,572,105,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.55768676697267
"AT1G74020",7.4936e-05,0.0142748016756757,148,5.57827300549161e-08,372,167,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.55041192203594
"AT2G35020",4.1872e-05,0.0110326850093458,107,4.17513339562423e-06,830,1121,1,0.0457954204579542,108,"PWY-7343",FALSE,TRUE,TRUE,2,3.54746601829197
"AT5G28220",7.4721e-05,0.0142748016756757,147,6.04312111699855e-08,1073,192,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.54718533505284
"AT5G27960",0.000115,0.0176298183695652,183,2.76689371799028e-08,724,108,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.54366118419649
"AT5G17120",9.1825e-05,0.01618013890625,160,4.55803093328346e-08,903,131,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.54153008577518
"AT1G08320",6.1881e-05,0.01321675025,132,1.09153237835861e-07,274,240,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.53788487305852
"AT5G17130",9.6757e-05,0.0164329524156627,166,4.55803093328346e-08,771,131,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.53698579430319
"AT5G28210",8.5771e-05,0.0155239936708861,154,6.04312111699855e-08,1092,192,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.53520577544277
"AT5G17210",7.2683e-05,0.0142748016756757,142,9.06522076988992e-08,772,209,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.53197559257163
"AT2G34900",7.0787e-05,0.0141794793971631,140,1.01356041500432e-07,502,225,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.52942433452716
"AT5G27950",0.00013565,0.0194956720100503,196,2.76689371799028e-08,798,108,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.52931679264769
"AT1G74260",0.0001112,0.0173324987362637,180,8.79164009367529e-07,763,636,1,0.0570942905709429,128,"PWY-6122",FALSE,TRUE,TRUE,2,3.52071278436187
"AT5G24320",7.3185e-05,0.0142748016756757,144,1.22519527559259e-07,939,257,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.51829505321852
"AT1G05550",7.0241e-05,0.0141794793971631,139,1.35929728292214e-07,261,269,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.51735041794806
"AT2G34870",8.4193e-05,0.0155239936708861,152,1.01356041500432e-07,423,225,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.51435983898195
"AT5G17100",0.00013629,0.0194956720100503,197,4.55803093328346e-08,824,131,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.50722947487179
"AT1G74030",0.00012549,0.01842676859375,192,5.57827300549161e-08,384,167,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.50562819962028
"AT5G55400",0.00019419,0.0237419233333333,230,2.50854239523299e-08,659,88,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.50241248313723
"AT5G17200",0.00011044,0.0173324987362637,178,9.06522076988992e-08,804,209,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.49563688189128
"AT5G27980",0.00020071,0.0240792214042553,235,2.76689371799028e-08,1039,108,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.49528695008
"AT2G34860",0.00010663,0.0171595022033898,174,1.01356041500432e-07,463,225,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.49383915409187
"AT5G27990",0.00020857,0.0245008917083333,240,2.76689371799028e-08,1047,108,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.49195038403916
"AT3G19260",0.00016172,0.0214055021596244,213,4.66110411207805e-08,573,151,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.49139837310799
"AT5G17110",0.00020164,0.0240882903389831,236,4.55803093328346e-08,864,131,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.47320693542542
"AT1G05570",0.00012113,0.0180688787830688,189,1.35929728292214e-07,345,269,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.47001821167615
"AT2G34960",0.00014153,0.019753244009901,202,1.01356041500432e-07,708,225,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.4692453345994
"AT2G34890",0.00014557,0.0199225971359223,206,1.01356041500432e-07,469,225,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.46680065953254
"AT1G08340",0.00014381,0.0197777333170732,205,1.09153237835861e-07,271,240,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.46463852046295
"AT2G34880",0.00016556,0.0217099213023256,215,1.01356041500432e-07,514,225,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.45562395238756
"AT5G17070",0.00024722,0.0265441366666667,262,4.55803093328346e-08,819,131,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.45550555276075
"AT5G17220",0.0001991,0.0240792214042553,233,9.06522076988992e-08,776,209,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.44444790947925
"AT5G17233",0.00020427,0.0242092580252101,237,9.06522076988992e-08,779,209,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.44222124370513
"AT1G05560",0.00017721,0.0224039530493274,223,1.35929728292214e-07,259,269,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.43697091000498
"AT1G08350",0.00019997,0.0240792214042553,234,1.09153237835861e-07,279,240,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.43600336839828
"AT1G74060",0.00028983,0.029931051978022,273,5.57827300549161e-08,483,167,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.4329213561145
"AT2G34950",0.00022044,0.0253667955918367,245,1.01356041500432e-07,677,225,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.43075695546262
"AT5G17230",0.00023804,0.0261295356809338,256,9.06522076988992e-08,804,209,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.42893217316618
"AT1G05530",0.00019453,0.0237419233333333,231,1.35929728292214e-07,307,269,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.42887123776214
"AT2G34930",0.00022797,0.0259442197637795,247,1.01356041500432e-07,669,225,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.42783949608733
"AT4G13030",0.00015272,0.0208001688888889,207,2.2631904732059e-07,1566,281,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.42774870629182
"AT1G35516",0.0002357,0.0260591768627451,255,9.52853174908185e-08,1294,216,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.42762548495698
"AT4G13020",0.00015454,0.0209468568269231,208,2.2631904732059e-07,1587,281,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.42671970778714
"AT2G34940",0.00023154,0.0259442197637795,251,1.01356041500432e-07,695,225,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.4264898301423
"AT2G34925",0.00024261,0.0265003356538462,258,1.01356041500432e-07,576,225,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.42243329636725
"AT1G05510",0.00022377,0.0256453154878049,246,1.35929728292214e-07,312,269,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.41670818274615
"AT1G05562",0.00023239,0.0259442197637795,252,1.35929728292214e-07,257,269,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.41342506793125
"AT4G13010",0.0003064,0.031185325631769,277,2.2631904732059e-07,1434,281,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.36727013717683
"AT5G55170",2.0373e-07,0.00072544113125,7,1.11566814164965e-06,780,696,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.93343549978243
"AT3G20935",2.0057e-07,0.00072544113125,6,4.29805776663628e-06,771,1144,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.87621958028068
"AT3G20940",6.7979e-07,0.00139142523928571,13,4.29805776663628e-06,870,1144,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.77019782085377
"AT5G55150",2.9553e-06,0.00277729243,30,1.11566814164965e-06,771,696,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.70112618206177
"AT5G55160",3.3351e-06,0.00303311207419355,31,1.11566814164965e-06,794,696,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.69062472474358
"AT5G55140",3.8135e-06,0.003162742,33,1.11566814164965e-06,748,696,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.67898174667476
"AT3G20930",2.7384e-06,0.0027572754,28,4.29805776663628e-06,813,1144,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.64917339795531
"AT5G55132",4.7361e-06,0.003162742,41,1.8975722001199e-06,738,830,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.63709599634111
"AT5G55135",4.8762e-06,0.003162742,43,1.8975722001199e-06,735,830,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.63456386705128
"AT5G55180",7.3341e-06,0.00430771419375,48,1.11566814164965e-06,794,696,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.62217713137103
"AT3G20950",4.6814e-06,0.003162742,40,4.29805776663628e-06,840,1144,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.60259762502155
"AT5G27606",2.0271e-05,0.00840441622058823,68,2.62707126858494e-07,901,365,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.59667777979934
"AT1G74490",0.00040997,0.0372847877741935,310,8.12968798062806e-10,397,22,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,2.58644219665882
"AT5G27610",2.33e-05,0.00879255457142857,74,2.62707126858494e-07,1021,365,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.58458163032307
