pathway_id,pathway_name,n_genes,omni_p_final,omni_p_mvn,omni_p_analytic,omni_p_mvn_compcal,acat_p,fisher_p,minp_p_analytic,stouffer_p_analytic,tfisher_p_analytic,tfisher_p_min,tau_hat,acat_p_mvn_cal,fisher_p_mvn_cal,tfisher_p_mvn_cal,minp_p_mvn_cal,stouffer_p_mvn_cal,perm
GLYCOLYSIS,glycolysis I (from glucose 6-phosphate),61,1.19190247984752e-07,1.19190247984752e-07,8.74940309092409e-07,,0.00914926177157723,8.21729163495578e-06,0.0100376869285555,1.50104031822728e-05,1.80957756001909e-07,7.95606148495942e-06,0.5,,,,,,15
CHLOROPHYLL-SYN,"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)",12,1.82110899605774e-06,1.82110899605774e-06,5.3684950929167e-10,,2.86648922702482e-06,9.56716543222405e-06,2.86655623380181e-06,0.00340739192933098,1.07379105607208e-10,4.37639232175879e-06,0.05,,,,,,15
PWY-1042,glycolysis IV (plant cytosol),60,6.38153946273768e-05,6.38153946273768e-05,6.36419312194381e-07,,0.00901189036337619,7.18039283048767e-06,0.00987394978363118,1.44967977167346e-05,1.30753233573699e-07,6.65473181404863e-06,0.5,,,,,,15
PWY-3781,aerobic respiration I (cytochrome c),297,0.000166714086727402,0.000166714086727402,4.33145741496332e-11,,0.147056139626311,4.85784237386424e-09,0.661580717886709,1.99180393818253e-09,8.7163609663321e-12,4.85784235060294e-09,1,,,,,,15
PWY-5723,Rubisco shunt,38,0.000535120885548384,0.000535120885548384,1.74571064445184e-05,,0.00581214867128303,8.71829802276922e-05,0.0062648729883896,0.000102116695444627,3.77612375412895e-06,8.71829802276958e-05,1,,,,,,15
MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS,protein <i>N</i>-glycosylation initial phase (eukaryotic),23,0.000836094436608913,0.000836094436608913,5.91610580424895e-05,,0.0517892172149199,0.000413775012360783,0.126278570485048,0.00327537154598206,1.22299704686801e-05,0.000280243989125073,0.5,,,,,,15
LIPAS-PWY,triacylglycerol degradation,117,0.00160643973655961,0.00160643973655961,1.14596069294981e-05,,0.0350802627275715,2.94554017762379e-05,0.0806881150065151,8.35958826235707e-06,3.53729524227298e-06,2.9455401776235e-05,1,,,,,,15
GLUTATHIONESYN-PWY,glutathione biosynthesis,4,0.00205472464477515,0.00205472464477515,3.04141092366539e-06,,0.000573790913936127,0.00598525125362958,0.000572397094546938,0.111180321822901,6.09641481963408e-07,0.000600487903645863,0.01,,,,,,15
PWY-181,photorespiration,20,0.00231123605366546,0.00231123605366546,1.82291186257011e-07,,0.0290913380009386,1.76426567494586e-05,0.103127552446845,2.55618651839801e-05,3.65860817197472e-08,1.7642656749417e-05,1,,,,,,15
PWY-5976,dhurrin degradation,9,0.0026432780174368,0.0026432780174368,4.83268980389084e-12,,0.0239493560405648,1.87620637829988e-06,0.0928575149356511,6.93280530212324e-08,9.66560165238661e-13,1.87620637825958e-06,1,,,,,,15
