pathway_id,pathway_name,n_genes,omni_p_final,omni_p_mvn,omni_p_analytic,omni_p_mvn_compcal,acat_p,fisher_p,minp_p_analytic,stouffer_p_analytic,tfisher_p_analytic,tfisher_p_min,tau_hat,acat_p_mvn_cal,fisher_p_mvn_cal,tfisher_p_mvn_cal,minp_p_mvn_cal,stouffer_p_mvn_cal,perm
PWY-5987,sorgoleone biosynthesis,22,3.14729207344824e-05,3.14729207344824e-05,4.9960036108132e-15,,2.30365922839656e-06,6.73304798912189e-06,4.20947154287081e-06,0.0288998421248869,1e-15,4.74643657710772e-10,0.01,,,,,,20
PWY-5837,"2-carboxy-1,4-naphthoquinol biosynthesis",10,0.000464747271997834,0.000464747271997834,9.15229003695117e-12,,0.000150084292922364,1.25046383584328e-05,0.000199032171540227,0.000856644077072411,1.8304247006995e-12,1.71637631496413e-06,0.05,,,,,,20
PWY-6786,detoxification of reactive carbonyls in chloroplasts,12,0.00110122563052403,0.00110122563052403,7.64702245970028e-10,,3.13401817256484e-06,0.000431097797927049,3.13403549815917e-06,0.0517602830917742,1.52955426102608e-10,4.99285339738975e-06,0.01,,,,,,20
PWY-5453,methylglyoxal degradation III,9,0.00154800211279114,0.00154800211279114,2.97193936127371e-11,,2.3505221591145e-06,0.000563773997378527,2.35052754444982e-06,0.0638819379957593,5.94391202923816e-12,3.32872149666486e-06,0.01,,,,,,20
PWY-5410,traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis,20,0.00155151442825049,0.00155151442825049,6.72453095429404e-08,,5.22346039195428e-06,0.0491277914230287,5.22338704016421e-06,0.697344471382722,1.35186798422282e-08,1.10992914734709e-05,0.01,,,,,,20
PWY-735,jasmonic acid biosynthesis,32,0.00380815234643278,0.00380815234643278,7.06406753392397e-06,,0.0538281520479273,6.13911693598137e-05,0.108364722518413,4.78239849534652e-05,1.49124363435504e-06,6.13911693597702e-05,1,,,,,,20
PWY-6922,L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis,7,0.00649675162418791,0.00649675162418791,0.000187890265587465,,0.0178334902235398,0.00151923795076776,0.0323104261751022,0.00421531173480236,3.90183310648995e-05,0.0015192379507678,1,,,,,,20
PWY4FS-10,scopolin biosynthesis,6,0.00699650174912544,0.00699650174912544,2.31456537980179e-06,,0.0188094422446126,0.000319960199785268,0.0425114198100467,0.000148164441040496,4.65055357445898e-07,0.000319960199785307,1,,,,,,20
PROUT-PWY,L-proline degradation,4,0.0079960019990005,0.0079960019990005,0.000280482259935599,,0.012401829715889,0.00319081159413846,0.0185929392296877,0.00809652776043454,5.79533855118442e-05,0.0028644283732252,0.5,,,,,,20
PWY-116,coniferin metabolism,6,0.0079960019990005,0.0079960019990005,2.31456537980179e-06,,0.0188094422446126,0.000319960199785268,0.0425114198100467,0.000148164441040496,4.65055357445898e-07,0.000319960199785307,1,,,,,,20
PWY-5829,geraniol and geranial biosynthesis,8,0.0079960019990005,0.0079960019990005,9.93649607039515e-14,,0.00486159579035487,2.00253721936177e-06,0.0150345688543314,0.000343555373048101,1.98729921407903e-14,8.31418766500391e-07,0.5,,,,,,20
PWY-5176,coumarin biosynthesis (via 2-coumarate),6,0.00849575212393803,0.00849575212393803,2.31456537980179e-06,,0.0188094422446126,0.000319960199785268,0.0425114198100467,0.000148164441040496,4.65055357445898e-07,0.000319960199785307,1,,,,,,20
PWY-5989,stearate biosynthesis II (bacteria and plants),38,0.00899550224887556,0.00899550224887556,0.000483850297442301,,0.0964460304237776,0.0016405634399091,0.31919854642814,0.0170300783767352,0.000103589283638517,0.000678972164775638,0.5,,,,,,20
PWY-6762,salicylate glucosides biosynthesis IV,7,0.00899550224887556,0.00899550224887556,2.09012842428136e-05,,0.0219128257198458,0.00060739353639355,0.0494188381763951,0.000360804461245611,4.2601021696953e-06,0.000607393536393497,1,,,,,,20
PWY-5968,cinnamate esters biosynthesis,7,0.00949525237381309,0.00949525237381309,4.62652073401904e-06,,0.0216476859398056,0.000336692559022335,0.0494188381763951,0.000123972554403446,9.34908696237358e-07,0.000336692559022356,1,,,,,,20
PWY-5147,oleate biosynthesis I (plants),42,0.0129935032483758,0.0129935032483758,0.000945753879279032,,0.0927459616740737,0.00152502811349227,0.346201857825529,0.00819145156483086,0.00022237653885937,0.00105585823407406,0.5,,,,,,20
PWYIO2-7,triacylglycerol biosynthesis (Chlamydomonas),53,0.015992003998001,0.015992003998001,0.00694179781002019,,0.05571243969983,0.00474705560947408,0.0795261140685114,0.0127080381885724,0.00249500191943775,0.00474705560947408,1,,,,,,20
ARGASEDEG-PWY,L-arginine degradation I (arginase pathway),5,0.0174912543728136,0.0174912543728136,0.0113630792037392,,0.02872350883317,0.0194438956556433,0.044768094825409,0.0710750609401842,0.00314728738656556,0.0137563371060672,0.5,,,,,,20
PWY-8011,L-serine biosynthesis II,9,0.0174912543728136,0.0174912543728136,1.39578527774686e-06,,0.0271444914437635,0.000195830432916404,0.0994715314133365,0.00102942886745163,2.79635134603495e-07,0.000149098270210812,0.5,,,,,,20
VALDEG-PWY,L-valine degradation I,6,0.0174912543728136,0.0174912543728136,0.00180703358675027,,0.00475170957438326,0.0141789037512216,0.00481114690696401,0.0500765129133976,0.000442794765564192,0.00500278786929875,0.01,,,,,,20
PWY-6546,brassinosteroids inactivation,23,0.0184907546226887,0.0184907546226887,4.90793782267907e-05,,0.0996394400724813,0.00037784744558184,0.3774666165833,1.97541715104699e-05,2.05778199189322e-05,0.000377847445581891,1,,,,,,20
PWYQT-4427,sulfoquinovosyl diacylglycerol biosynthesis,4,0.0184907546226887,0.0184907546226887,0.00406802250201949,,0.0439787153765374,0.00950753019400896,0.0614127673374884,0.005122256542659,0.00112359176840515,0.00950753019400896,1,,,,,,20
PWY-5971,palmitate biosynthesis II (bacteria and plants),43,0.0209895052473763,0.0209895052473763,0.0043328528234789,,0.111203695932849,0.00681716597955358,0.352783643722799,0.0492064270866128,0.00102365692626194,0.0027950684015442,0.5,,,,,,20
PWY-641,proanthocyanidins biosynthesis from flavanols,7,0.0209895052473763,0.0209895052473763,0.00776488919978041,,0.0413519535950794,0.0106579159009943,0.0834550727776315,0.00856668146299254,0.00251536533744379,0.0106579159009943,1,,,,,,20
PWY-5807,heptaprenyl diphosphate biosynthesis,5,0.0229885057471264,0.0229885057471264,0.0069960915432743,,0.0110054215264845,0.0486908897958135,0.0107921081938857,0.192923341382664,0.00197545149972878,0.0109517290355516,0.01,,,,,,20
PHOSLIPSYN2-PWY,superpathway of phospholipid biosynthesis II (plants),4,0.0249875062468766,0.0249875062468766,0.00912186075746496,,0.0139909085911981,0.020521369795882,0.014188674560241,0.0342605078178121,0.00304511112347849,0.0142706967476951,0.01,,,,,,20
TRIGLSYN-PWY,diacylglycerol and triacylglycerol biosynthesis,53,0.0294852573713143,0.0294852573713143,0.00693065213697819,,0.05571243969983,0.00474705560947408,0.0795261140685114,0.0127080381885724,0.00248781109973795,0.00474705560947408,1,,,,,,20
PWY-3981,&beta;-alanine biosynthesis I,10,0.0299850074962519,0.0299850074962519,0.0111061032789485,,0.0111410759309363,0.113910233504046,0.0110575899271043,0.188660098882275,0.00389337133649825,0.011698581571399,0.01,,,,,,20
PWY-7186,superpathway of scopolin and esculin biosynthesis,11,0.0299850074962519,0.0299850074962519,0.00280215734280137,,0.0366582772741314,0.00559214191844467,0.0765537854695835,0.0217791317572129,0.0006580334363262,0.00432181659511,0.5,,,,,,20
PWY-181,photorespiration,20,0.0304847576211894,0.0304847576211894,0.00220350753101095,,0.060963233397027,0.00574740589936367,0.207711750094085,0.05716607374501,0.000486030325428821,0.00261409629425191,0.5,,,,,,20
NONOXIPENT-PWY,pentose phosphate pathway (non-oxidative branch),14,0.0314842578710645,0.0314842578710645,0.0126929441610281,,0.0718016021169477,0.0138960834293561,0.138754837681265,0.00693046976420535,0.00636487077431547,0.0138960834293561,1,,,,,,20
CALVIN-PWY,Calvin-Benson-Bassham cycle,38,0.031984007996002,0.031984007996002,0.0129009446095735,,0.11882267076853,0.0209094677655779,0.333322823141577,0.00365105673589518,0.017875610352696,0.0209094677655779,1,,,,,,20
PWY-5340,sulfate activation for sulfonation,7,0.0324837581209395,0.0324837581209395,0.0126468002894585,,0.0137673283765434,0.139892958009773,0.0135358135041163,0.265604212206648,0.00418044768249704,0.0138689971448874,0.01,,,,,,20
PWY-7436,vitamin E biosynthesis (tocotrienols),9,0.0374812593703148,0.0374812593703148,0.0145659873318222,,0.131773305003515,0.0235245001542307,0.364843621283915,0.00457208334324537,0.0136304803123135,0.0235245001542307,1,,,,,,20
