"pathway_id","pathway_name","pathway_omni_p","pathway_FDR","gene","magma_p","magma_FDR","gwas_min_p","gwas_logP"
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3007G216401",0.68084,0.916872033454891,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3002G007000",0.6811,0.916888225269499,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3002G065200",0.68427,0.91759175246743,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3002G395000",0.68597,0.918036431188684,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3008G041000",0.69674,0.919873557851718,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3003G170300",0.71056,0.920429839334549,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3010G031000",0.71275,0.920429839334549,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3001G392800",0.71647,0.92125676852097,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3003G337200",0.71974,0.921851678226779,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3003G322300",0.72073,0.922085643728354,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3001G256400",0.72895,0.92376537920512,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3010G190900",0.73136,0.923932159112002,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3001G392100",0.73676,0.924376632107147,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3008G009000",0.7375,0.924376632107147,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3007G033900",0.74528,0.925120676022715,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3003G416200",0.74858,0.925120676022715,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3001G444200",0.75511,0.925196496222919,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3006G122100",0.75669,0.925196496222919,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3008G066900",0.75696,0.925196496222919,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3001G412200",0.75963,0.925196496222919,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3004G217900",0.76574,0.925247115829155,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3010G092801",0.77083,0.926365079606567,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3007G201400",0.77405,0.92668937451547,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3002G411700",0.77604,0.927024995430901,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3002G396700",0.77668,0.927054545231158,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3004G166400",0.77972,0.927323002835837,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3003G223000",0.77977,0.927323002835837,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3008G149200",0.78174,0.927599175254131,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3003G047400",0.78228,0.927704047826846,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3008G047100",0.78234,0.927704047826846,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3003G398900",0.78773,0.928110076816609,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3003G433600",0.79057,0.928312344522418,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3003G334200",0.80154,0.930265820360508,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3001G230050",0.80355,0.93054523644163,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3007G023400",0.80462,0.93054523644163,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3002G235600",0.80661,0.930801258194912,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3005G168300",0.80947,0.931316854316973,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3001G151300",0.81335,0.932093160628753,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3001G003900",0.81457,0.93209645399597,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3002G048200",0.81464,0.93209645399597,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3001G219700",0.81624,0.93209645399597,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3010G244400",0.82002,0.932574139567528,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3001G009400",0.82057,0.932574139567528,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3003G296800",0.83457,0.934109190853698,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3005G210700",0.83584,0.934109190853698,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3010G097700",0.84468,0.934919789189013,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3004G159000",0.84475,0.934919789189013,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3002G246200",0.84561,0.935201213492658,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3002G084400",0.85074,0.935682900533721,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3003G350000",0.85124,0.935682900533721,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3002G240900",0.85745,0.936908063354237,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3001G164350",0.8604,0.937653415939985,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3009G054200",0.8613,0.937745275338163,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3003G218400",0.86542,0.938590668284428,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3001G490700",0.86657,0.938889440847182,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3010G011800",0.86875,0.939763402120952,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3003G399900",0.87438,0.940465073715515,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3001G491500",0.87457,0.940465073715515,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3010G197400",0.87505,0.940465073715515,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3001G399800",0.88432,0.942684453929199,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3009G140400",0.88714,0.943624680151548,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3001G332700",0.89876,0.946287496357831,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3010G088200",0.8995,0.946515922621813,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3001G025800",0.89968,0.946575958935926,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3002G198100",0.91559,0.952134609049718,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3001G072900",0.91594,0.952331996081913,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3008G028400",0.91941,0.953764647895926,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3004G051600",0.9265,0.956693281653747,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3002G308300",0.93476,0.95967939912347,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3001G149100",0.93573,0.960052479915434,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3002G342600",0.95048,0.966298730096971,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3003G336400",0.95177,0.96676948534689,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3010G115400",0.954,0.967558985996238,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3006G128600",0.95963,0.970315271179377,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3010G250500",0.96674,0.974221119845743,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3004G290400",0.96885,0.975455077511338,NA,NA
"PWY-3781","aerobic respiration I (cytochrome c)",9.99900009999e-05,0.000561587676848754,"SORBI_3003G380100",0.97087,0.976620407202298,NA,NA
"PWY-3981","&beta;-alanine biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3004G300800",0.0033271,0.100342797781721,NA,NA
"PWY-3981","&beta;-alanine biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3002G318100",0.0073045,0.158537988178914,NA,NA
"PWY-3981","&beta;-alanine biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3005G064800",0.040761,0.399587552798615,NA,NA
"PWY-3981","&beta;-alanine biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3010G178300",0.073392,0.522183926267281,NA,NA
"PWY-3981","&beta;-alanine biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3003G203500",0.089249,0.567220974962631,NA,NA
"PWY-3981","&beta;-alanine biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3010G113000",0.099775,0.590772394457033,NA,NA
"PWY-3981","&beta;-alanine biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3002G215700",0.15091,0.684922497327632,NA,NA
"PWY-3981","&beta;-alanine biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3006G163300",0.45391,0.885913390469661,NA,NA
"PWY-3981","&beta;-alanine biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3004G250900",0.45419,0.885913390469661,NA,NA
"PWY-3981","&beta;-alanine biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3008G057500",0.95079,0.966409836914238,NA,NA
"PWY-5046","2-oxoisovalerate decarboxylation to isobutanoyl-CoA",9.99900009999e-05,0.000561587676848754,"SORBI_3003G148800",0.00015933,0.00998516994464945,NA,NA
"PWY-5046","2-oxoisovalerate decarboxylation to isobutanoyl-CoA",9.99900009999e-05,0.000561587676848754,"SORBI_3003G152900",0.37312,0.858929848495051,NA,NA
"PWY-5046","2-oxoisovalerate decarboxylation to isobutanoyl-CoA",9.99900009999e-05,0.000561587676848754,"SORBI_3005G044600",0.42707,0.877636162937949,NA,NA
"PWY-5046","2-oxoisovalerate decarboxylation to isobutanoyl-CoA",9.99900009999e-05,0.000561587676848754,"SORBI_3003G155300",0.51937,0.89863596210655,NA,NA
"PWY-5046","2-oxoisovalerate decarboxylation to isobutanoyl-CoA",9.99900009999e-05,0.000561587676848754,"SORBI_3008G062200",0.5785,0.906458060992465,NA,NA
"PWY-5046","2-oxoisovalerate decarboxylation to isobutanoyl-CoA",9.99900009999e-05,0.000561587676848754,"SORBI_3002G392800",0.74089,0.925111591736206,NA,NA
"PWY-5046","2-oxoisovalerate decarboxylation to isobutanoyl-CoA",9.99900009999e-05,0.000561587676848754,"SORBI_3002G046800",0.80183,0.930265820360508,NA,NA
"PWY-5046","2-oxoisovalerate decarboxylation to isobutanoyl-CoA",9.99900009999e-05,0.000561587676848754,"SORBI_3009G052200",0.82254,0.932768543384636,NA,NA
"PWY-5046","2-oxoisovalerate decarboxylation to isobutanoyl-CoA",9.99900009999e-05,0.000561587676848754,"SORBI_3009G054600",0.97106,0.976724756292567,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3009G241000",1.3361e-08,2.81883904968944e-06,2.210758e-09,8.65545879474229
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3009G236100",8.7509e-08,1.40872900616114e-05,7.172846e-10,9.14430849330623
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3001G093000",0.00046527,0.0237037871748879,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3001G438100",0.0020954,0.0733001563336766,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3005G063000",0.027203,0.324781828119508,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3004G203900",0.044264,0.41481706949807,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3010G108301",0.049307,0.43773773354232,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3002G268500",0.051461,0.446411037282942,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3001G307400",0.069377,0.50962987867647,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3004G249400",0.089411,0.567349792079208,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3001G221900",0.095987,0.581589445058866,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3005G168700",0.14059,0.671450645025885,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3001G264500",0.15248,0.686453036447979,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3002G179700",0.17197,0.718134373002213,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3004G086800",0.17664,0.722575185274302,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3010G107200",0.19057,0.738418096487226,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3007G127600",0.22411,0.772861323857868,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3001G370000",0.22502,0.773530446311102,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3001G307300",0.2277,0.775814319526627,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3010G273200",0.23337,0.782041839794811,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3004G341300",0.2346,0.783622598092241,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3003G178500",0.27364,0.811016151298588,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3002G096300",0.27435,0.811069288076588,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3006G020600",0.31246,0.833987806066321,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3010G181500",0.32191,0.84078358216971,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3001G532501",0.33598,0.845952993182155,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3003G178700",0.33764,0.84656445980731,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3006G020500",0.35872,0.854403074118224,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3001G482300",0.36836,0.858334588339705,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3006G211000",0.39428,0.867715458373826,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3002G268300",0.40716,0.872375215060545,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3002G137300",0.40771,0.872465128818898,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3006G125600",0.45425,0.885913390469661,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3001G495500",0.46095,0.888481287900175,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3001G247700",0.47019,0.890436061991303,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3001G307600",0.4707,0.89081050256296,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3010G108600",0.47441,0.891411281231041,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3010G018600",0.4892,0.892791633025553,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3006G125800",0.5252,0.900144345808534,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3002G284400",0.53614,0.900958164547568,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3009G164400",0.55364,0.90338043319741,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3010G081900",0.55886,0.903964396933479,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3003G070600",0.59811,0.906458060992465,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3002G284200",0.61325,0.908666146833013,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3007G076100",0.61901,0.909606143207962,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3010G124500",0.62872,0.91103322491261,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3006G016500",0.63286,0.91172683391297,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3001G124500",0.64315,0.912458823504845,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3010G124300",0.66721,0.91462053493626,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3003G071600",0.70593,0.920311614029702,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3001G510200",0.73792,0.924461647180319,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3001G453200",0.76518,0.925247115829155,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3010G108100",0.78879,0.928110076816609,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3005G193600",0.7925,0.928475070014486,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3010G108001",0.81324,0.932055305192833,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3010G108200",0.81673,0.93209645399597,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3001G354700",0.81739,0.93211131021518,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3003G071400",0.8301,0.933904113108837,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3008G188400",0.83039,0.933906930997947,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3003G071300",0.84265,0.934799706718051,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3003G071100",0.84423,0.93489522752461,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3010G124600",0.85516,0.936625309540681,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3006G166900",0.87115,0.940331512965552,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3010G124900",0.88989,0.944279841646625,NA,NA
"PWY-5080","very long chain fatty acid biosynthesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3010G107400",0.91254,0.951184404210268,NA,NA
"PWY-5097","L-lysine biosynthesis VI",9.99900009999e-05,0.000561587676848754,"SORBI_3006G186600",6.1907e-05,0.00445507429872881,NA,NA
"PWY-5097","L-lysine biosynthesis VI",9.99900009999e-05,0.000561587676848754,"SORBI_3007G171200",0.0006857,0.0316886692517007,NA,NA
"PWY-5097","L-lysine biosynthesis VI",9.99900009999e-05,0.000561587676848754,"SORBI_3001G011700",0.00096616,0.0409707324843945,NA,NA
"PWY-5097","L-lysine biosynthesis VI",9.99900009999e-05,0.000561587676848754,"SORBI_3001G531800",0.017586,0.25560276508344,NA,NA
"PWY-5097","L-lysine biosynthesis VI",9.99900009999e-05,0.000561587676848754,"SORBI_3008G133600",0.027123,0.324456611267606,NA,NA
"PWY-5097","L-lysine biosynthesis VI",9.99900009999e-05,0.000561587676848754,"SORBI_3001G438600",0.11484,0.624522939481268,NA,NA
"PWY-5097","L-lysine biosynthesis VI",9.99900009999e-05,0.000561587676848754,"SORBI_3008G133500",0.27008,0.808069963889378,NA,NA
"PWY-5097","L-lysine biosynthesis VI",9.99900009999e-05,0.000561587676848754,"SORBI_3001G401700",0.3206,0.839616052428682,NA,NA
"PWY-5097","L-lysine biosynthesis VI",9.99900009999e-05,0.000561587676848754,"SORBI_3001G081900",0.52506,0.900144345808534,NA,NA
"PWY-5097","L-lysine biosynthesis VI",9.99900009999e-05,0.000561587676848754,"SORBI_3002G155100",0.53531,0.900632758928129,NA,NA
"PWY-5097","L-lysine biosynthesis VI",9.99900009999e-05,0.000561587676848754,"SORBI_3003G412100",0.55994,0.904429924869234,NA,NA
"PWY-5097","L-lysine biosynthesis VI",9.99900009999e-05,0.000561587676848754,"SORBI_3002G111800",0.69066,0.918827703062583,NA,NA
"PWY-5097","L-lysine biosynthesis VI",9.99900009999e-05,0.000561587676848754,"SORBI_3010G216300",0.769,0.92609583873826,NA,NA
"PWY-5097","L-lysine biosynthesis VI",9.99900009999e-05,0.000561587676848754,"SORBI_3008G038600",0.89134,0.944623529173546,NA,NA
"PWY-5097","L-lysine biosynthesis VI",9.99900009999e-05,0.000561587676848754,"SORBI_3001G471100",0.95012,0.966271201161642,NA,NA
"PWY-5120","geranylgeranyl diphosphate biosynthesis",9.99900009999e-05,0.000561587676848754,"SORBI_3009G246400",6.3153e-07,7.91556439483395e-05,5.052275e-09,8.2965130184231
"PWY-5120","geranylgeranyl diphosphate biosynthesis",9.99900009999e-05,0.000561587676848754,"SORBI_3009G216800",1.9152e-06,0.000215409266225166,5.483475e-08,7.26094413220446
"PWY-5120","geranylgeranyl diphosphate biosynthesis",9.99900009999e-05,0.000561587676848754,"SORBI_3004G287300",0.021917,0.287767583687669,NA,NA
"PWY-5120","geranylgeranyl diphosphate biosynthesis",9.99900009999e-05,0.000561587676848754,"SORBI_3003G270500",0.044473,0.416032605618287,NA,NA
"PWY-5120","geranylgeranyl diphosphate biosynthesis",9.99900009999e-05,0.000561587676848754,"SORBI_3002G353300",0.3456,0.84946917147806,NA,NA
"PWY-5120","geranylgeranyl diphosphate biosynthesis",9.99900009999e-05,0.000561587676848754,"SORBI_3003G111500",0.52736,0.900398034984551,NA,NA
"PWY-5121","superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)",9.99900009999e-05,0.000561587676848754,"SORBI_3009G246400",6.3153e-07,7.91556439483395e-05,5.052275e-09,8.2965130184231
