"pathway_id","pathway_name","n_genes","calib_mode","acat_p","fisher_p","tfisher_p_analytic","tau_hat","tfisher_stat_hat","minp_p_analytic","stouffer_p_analytic","magma_pvalue","omni_p_analytic","omni_p_analytic_BH","omni_p_global","omni_p_global_BH","omni_p_mvn","omni_p_mvn_BH","acat_p_mvn_cal","fisher_p_mvn_cal","tfisher_p_mvn_cal","minp_p_mvn_cal","stouffer_p_mvn_cal","omni_p_mvn_compcal","omni_p_final","omni_p_final_BH","omni_p_final_q_storey","omni_p_final_q_bky10","omni_p_final_q_ihw10","genes_used","gene_pvals_used","dominant_component","agreement_score","agreement_k","agreement_m","calibration_impact"
"PWY-7221","guanosine ribonucleotides <i>de novo</i> biosynthesis",5,"mvn",0.418407304002842,0.436455762477087,0.875099604099383,0.2,0.155814977753051,0.64044825594182,0.315686303651379,NA,0.608323583842167,0.794341067270579,NA,NA,0.54494910101798,0.698216035679286,NA,NA,NA,NA,NA,NA,0.54494910101798,0.698216035679286,0.33630966511606,1,0.698216035679286,"SORBI_3008G112600;SORBI_3001G389500;SORBI_3006G278500;SORBI_3001G069900;SORBI_3002G029600","1.850e-01;2.630e-01;8.357e-01;3.581e-01;4.522e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"ASPARAGINE-BIOSYNTHESIS","L-asparagine biosynthesis I",4,"mvn",0.537091945435238,0.632879336652499,0.838995933151188,0.2,0.813081372670195,0.435458787402828,0.510289575027258,NA,0.631557830058707,0.794341067270579,NA,NA,0.550228995420092,0.702784698200117,NA,NA,NA,NA,NA,NA,0.550228995420092,0.702784698200117,0.338510252447049,1,0.702784698200117,"SORBI_3001G406800;SORBI_3008G139800;SORBI_3005G003200;SORBI_3010G110000","7.645e-01;1.332e-01;5.721e-01;8.016e-01","minp_p_analytic",0,0,5,"Remains_nonsignificant"
"ASPARAGINESYN-PWY","L-asparagine biosynthesis II",4,"mvn",0.537091945435238,0.632879336652499,0.839014899206856,0.2,0.813081372670195,0.435458787402828,0.510289575027258,NA,0.63157138293867,0.794341067270579,NA,NA,0.552128957420852,0.703021343299842,NA,NA,NA,NA,NA,NA,0.552128957420852,0.703021343299842,0.338624237274342,1,0.703021343299842,"SORBI_3010G110000;SORBI_3005G003200;SORBI_3008G139800;SORBI_3001G406800","8.016e-01;5.721e-01;1.332e-01;7.645e-01","minp_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-6577","farnesylcysteine salvage pathway",5,"mvn",0.47325816034552,0.654013437637676,0.829115550421775,0.1,0.140995148826755,0.386839288086153,0.582831178585795,NA,0.622024276343882,0.794341067270579,NA,NA,0.55714885702286,0.705211204417887,NA,NA,NA,NA,NA,NA,0.55714885702286,0.705211204417887,0.339679027513503,1,0.705211204417887,"SORBI_3006G221850;SORBI_3003G344800;SORBI_3005G003900;SORBI_3008G004100;SORBI_3006G281500","5.806e-01;9.319e-02;7.547e-01;7.338e-01;6.953e-01","minp_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY0-1325","superpathway of L-asparagine biosynthesis",4,"mvn",0.537091945435238,0.632879336652499,0.839052164669416,0.2,0.813081372670195,0.435458787402828,0.510289575027258,NA,0.631598019341972,0.794341067270579,NA,NA,0.557288854222916,0.705211204417887,NA,NA,NA,NA,NA,NA,0.557288854222916,0.705211204417887,0.339679027513503,1,0.705211204417887,"SORBI_3010G110000;SORBI_3005G003200;SORBI_3008G139800;SORBI_3001G406800","8.016e-01;5.721e-01;1.332e-01;7.645e-01","minp_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-8001","felinine and 3-methyl-3-sulfanylbutan-1-ol biosynthesis",3,"mvn",0.432604670733787,0.536203552942422,0.857905438662597,0.001,0,0.718383265577677,0.442275064716643,NA,0.65383506191769,0.819793196899856,NA,NA,0.559528809423812,0.705867113426962,NA,NA,NA,NA,NA,NA,0.559528809423812,0.705867113426962,0.339994959156313,1,0.705867113426962,"SORBI_3006G104300;SORBI_3003G070800;SORBI_3002G317600","4.472e-01;5.172e-01;3.445e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-6543","4-aminobenzoate biosynthesis",5,"mvn",0.632437069121939,0.444205350507161,0.854495388253675,0.2,0.731143088892976,0.526171737699384,0.383544366542872,NA,0.620962516666819,0.794341067270579,NA,NA,0.561908761824763,0.706695068552617,NA,NA,NA,NA,NA,NA,0.561908761824763,0.706695068552617,0.340393760239089,1,0.706695068552617,"SORBI_3003G003200;SORBI_3009G088800;SORBI_3008G001400;SORBI_3004G122800;SORBI_3010G250200","2.955e-01;1.388e-01;5.285e-01;3.366e-01;9.435e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PWYQT-94","superpathway of polyamine biosynthesis",2,"mvn",0.560608383132175,0.632730535911524,0.842193873092129,0.001,0,0.6354376359,0.549632786246095,NA,0.676437340053315,0.837883110035828,NA,NA,0.568728625427491,0.71308482087239,NA,NA,NA,NA,NA,NA,0.568728625427491,0.71308482087239,0.343471511755848,1,0.71308482087239,"SORBI_3004G166500;SORBI_3006G111700","6.994e-01;3.962e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"GLUTORN-PWY","L-ornithine biosynthesis I",9,"mvn",0.535364053676786,0.525432009929862,0.846702178436694,0.1,0.601453571945179,0.499526956774694,0.5097941127836,NA,0.628418519060197,0.794341067270579,NA,NA,0.579408411831763,0.723828684520534,NA,NA,NA,NA,NA,NA,0.579408411831763,0.723828684520534,0.348646507746945,1,0.723828684520534,"SORBI_3004G275600;SORBI_3009G029700;SORBI_3004G217000;SORBI_3001G166600;SORBI_3004G295400;SORBI_3006G170200;SORBI_3001G416700;SORBI_3001G325700;SORBI_3002G356200","7.403e-02;7.034e-01;9.152e-01;3.984e-01;4.961e-01;9.126e-01;2.224e-01;2.859e-01;3.787e-01","minp_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-3261","UDP-&beta;-L-rhamnose biosynthesis",4,"mvn",0.517987558920947,0.575514081666527,0.8705988149782,0.001,0,0.736331207225496,0.537758986447941,NA,0.701050594232585,0.860571088728622,NA,NA,0.580828383432331,0.723828684520534,NA,NA,NA,NA,NA,NA,0.580828383432331,0.723828684520534,0.348646507746945,1,0.723828684520534,"SORBI_3009G089200;SORBI_3004G282700;SORBI_3001G418000;SORBI_3001G416600","4.008e-01;3.805e-01;8.349e-01;2.834e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-5441","S-methyl-L-methionine cycle",5,"mvn",0.643766805423805,0.655593422607585,0.833143705889763,0.1,0.0738467082091956,0.39752200572448,0.682803593227191,NA,0.674820554340797,0.837883110035828,NA,NA,0.601387972240555,0.747178995814023,NA,NA,NA,NA,NA,NA,0.601387972240555,0.747178995814023,0.359893650422247,1,0.747178995814023,"SORBI_3003G312300;SORBI_3008G161700;SORBI_3001G453150;SORBI_3001G453100;SORBI_3009G003000","9.638e-02;9.219e-01;6.716e-01;4.534e-01;7.763e-01","minp_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-5125","anthocyanin biosynthesis",13,"mvn",0.46780637992744,0.59748318296363,0.859767136429609,0.2,3.64446871624875,0.617040534764212,0.524757326517064,NA,0.662442143363451,0.828052679204314,NA,NA,0.622527549449011,0.76726333341201,NA,NA,NA,NA,NA,NA,0.622527549449011,0.76726333341201,0.369567671794566,1,0.76726333341201,"SORBI_3003G345100;SORBI_3009G028200;SORBI_3005G072400;SORBI_3008G002600;SORBI_3004G000700;SORBI_3002G133150;SORBI_3010G070200;SORBI_3005G033801;SORBI_3005G033900;SORBI_3008G035600;SORBI_3002G311601;SORBI_3002G369600;SORBI_3002G070500","5.917e-01;9.086e-02;7.117e-02;4.358e-01;8.197e-01;3.129e-01;8.892e-01;7.915e-01;8.534e-01;4.979e-01;2.392e-01;7.726e-01;3.137e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-7909","formaldehyde oxidation VII (THF pathway)",4,"mvn",0.516102555558542,0.601955130028634,0.870596005419025,0.001,0,0.689042579435308,0.491140220356343,NA,0.688010803968603,0.84965189646725,NA,NA,0.622787544249115,0.76726333341201,NA,NA,NA,NA,NA,NA,0.622787544249115,0.76726333341201,0.369567671794566,1,0.76726333341201,"SORBI_3001G542800;SORBI_3009G045800;SORBI_3004G018000;SORBI_3002G172600","5.678e-01;2.532e-01;8.109e-01;3.487e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"ARGSPECAT-PWY","spermine biosynthesis",7,"mvn",0.496997892770908,0.619225299559312,0.815569434820917,0.1,1.0311403895935,0.35014970098747,0.814366184765746,NA,0.668193803476134,0.8327035240888,NA,NA,0.623167536649267,0.76726333341201,NA,NA,NA,NA,NA,NA,0.623167536649267,0.76726333341201,0.369567671794566,1,0.76726333341201,"SORBI_3008G125801;SORBI_3004G211900;SORBI_3006G135600;SORBI_3002G206700;SORBI_3010G153900;SORBI_3004G016000;SORBI_3004G113100","9.018e-01;6.493e-01;8.390e-01;5.972e-02;5.101e-01;6.804e-01;2.638e-01","minp_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-3841","folate transformations II",13,"mvn",0.386042761277574,0.473089978649529,0.892364917274544,0.1,0.151452407723181,0.717695186951648,0.623244420264239,NA,0.698958040559104,0.860571088728622,NA,NA,0.656306873862523,0.805646162525851,NA,NA,NA,NA,NA,NA,0.656306873862523,0.805646162525851,0.388055526191843,1,0.805646162525851,"SORBI_3005G115500;SORBI_3003G373600;SORBI_3005G113300;SORBI_3008G144800;SORBI_3001G097100;SORBI_3009G045800;SORBI_3004G018000;SORBI_3002G172600;SORBI_3002G220200;SORBI_3004G055700;SORBI_3001G040100;SORBI_3001G181300;SORBI_3002G353000","8.014e-01;9.271e-02;3.495e-01;1.979e-01;4.148e-01;2.532e-01;8.109e-01;3.487e-01;6.849e-01;4.165e-01;3.705e-01;5.416e-01;2.831e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-5034","GA<sub>12</sub> biosynthesis",4,"mvn",0.511616668728527,0.638956921407299,0.87056478225437,0.001,0,0.837245666789236,0.775808929673585,NA,0.773111952588549,0.897948726802564,NA,NA,0.663026739465211,0.810368316443195,NA,NA,NA,NA,NA,NA,0.663026739465211,0.810368316443195,0.390330045712185,1,0.810368316443195,"SORBI_3010G007700;SORBI_3001G423666;SORBI_3001G423633;SORBI_3010G172700","3.648e-01;4.122e-01;4.122e-01;7.741e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWYQT-4427","sulfoquinovosyl diacylglycerol biosynthesis",4,"mvn",0.571673550194041,0.687668943091928,0.870577754885013,0.001,0,0.607433340025283,0.638085093333678,NA,0.716115166039308,0.873017519417676,NA,NA,0.664106717865643,0.810368316443195,NA,NA,NA,NA,NA,NA,0.664106717865643,0.810368316443195,0.390330045712185,1,0.810368316443195,"SORBI_3003G076900;SORBI_3001G427300;SORBI_3002G000600;SORBI_3009G123300","8.259e-01;2.084e-01;5.700e-01;6.080e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PYRUVDEHYD-PWY","pyruvate decarboxylation to acetyl CoA",18,"mvn",0.656637575500168,0.584748485692367,0.836241499878967,0.2,6.56857372024226,0.593802731479517,0.735196407820786,NA,0.706560076281979,0.8647451679869,NA,NA,0.676566468670627,0.823122409955362,NA,NA,NA,NA,NA,NA,0.676566468670627,0.823122409955362,0.3964733089699,1,0.823122409955362,"SORBI_3002G259700;SORBI_3006G011200;SORBI_3001G155500;SORBI_3007G190100;SORBI_3004G244000;SORBI_3008G173000;SORBI_3010G101300;SORBI_3005G044600;SORBI_3009G052200;SORBI_3009G054600;SORBI_3003G155300;SORBI_3003G152900;SORBI_3003G053600;SORBI_3008G059900;SORBI_3004G093600;SORBI_3007G134800;SORBI_3001G047600;SORBI_3002G197500","5.758e-01;4.415e-01;2.587e-01;9.475e-02;5.062e-01;8.152e-01;1.614e-01;4.271e-01;8.225e-01;9.711e-01;5.194e-01;3.731e-01;8.116e-01;8.029e-02;6.730e-01;9.515e-01;9.186e-01;4.882e-02","fisher_p",0,0,5,"Remains_nonsignificant"
"PWY-6745","phytochelatins biosynthesis",4,"mvn",0.452180207073822,0.605515269266853,0.870595893106407,0.001,0,0.859175047898433,0.41577268301352,NA,0.728107265951868,0.88060170808338,NA,NA,0.679746405071899,0.824544455856445,NA,NA,NA,NA,NA,NA,0.679746405071899,0.824544455856445,0.397158265711559,1,0.824544455856445,"SORBI_3003G070800;SORBI_3003G024200;SORBI_3003G024300;SORBI_3006G104300","5.172e-01;4.611e-01;3.874e-01;4.472e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-7199","pyrimidine deoxyribonucleosides salvage",8,"mvn",0.477827876129527,0.615407786616351,0.884723632046479,0.2,0.757766508857717,0.697481817949766,0.623606483224374,NA,0.717577814740871,0.873017519417676,NA,NA,0.683046339073219,0.82610324194696,NA,NA,NA,NA,NA,NA,0.683046339073219,0.82610324194696,0.397909086089923,1,0.82610324194696,"SORBI_3005G115500;SORBI_3003G372900;SORBI_3009G148200;SORBI_3002G095300;SORBI_3001G324400;SORBI_3003G275300;SORBI_3008G098400;SORBI_3001G261480","8.014e-01;1.973e-01;4.770e-01;3.389e-01;1.388e-01;8.100e-01;7.024e-01;5.052e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY0-1507","biotin biosynthesis from 8-amino-7-oxononanoate I",7,"mvn",0.580730147599619,0.782602101552435,0.826016689877367,0.1,0.674753290951269,0.404449477174682,0.813061127920534,NA,0.726988951474842,0.88060170808338,NA,NA,0.693966120677586,0.836841498464148,NA,NA,NA,NA,NA,NA,0.693966120677586,0.836841498464148,0.403081381294677,1,0.836841498464148,"SORBI_3001G465700;SORBI_3002G263100;SORBI_3002G174900;SORBI_3002G213900;SORBI_3007G186000;SORBI_3004G126000;SORBI_3010G073100","6.303e-01;4.843e-01;7.136e-02;7.742e-01;7.720e-01;6.662e-01;8.952e-01","minp_p_analytic",0,0,5,"Remains_nonsignificant"
"ASPSYNII-PWY","cyanide detoxification I",5,"mvn",0.434279917777973,0.5768834160364,0.881466098713405,0.001,0,0.74423789677002,0.760948452122132,NA,0.737868596863382,0.88978271974702,NA,NA,0.701365972680546,0.843284600583648,NA,NA,NA,NA,NA,NA,0.701365972680546,0.843284600583648,0.406184829805436,1,0.843284600583648,"SORBI_3006G153700;SORBI_3004G225100;SORBI_3004G225200;SORBI_3004G225000;SORBI_3006G016900","3.774e-01;6.267e-01;4.446e-01;5.589e-01;2.387e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-6330","acetaldehyde biosynthesis II",4,"mvn",0.61403484062548,0.738390697320151,0.87059420403711,0.001,0,0.826396660940793,0.490946782115925,NA,0.757651298211854,0.897948726802564,NA,NA,0.724005519889602,0.86795983378578,NA,NA,NA,NA,NA,NA,0.724005519889602,0.86795983378578,0.418070147516303,1,0.86795983378578,"SORBI_3002G429000;SORBI_3001G405500;SORBI_3009G169000;SORBI_3003G061300","3.545e-01;4.283e-01;5.822e-01;8.495e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-43","putrescine biosynthesis II",4,"mvn",0.801320728095491,0.684556742313845,0.870624543928559,0.001,0,0.636261271070846,0.690073960252762,NA,0.765230873663999,0.897948726802564,NA,NA,0.732405351892962,0.869718401086524,NA,NA,NA,NA,NA,NA,0.732405351892962,0.869718401086524,0.418917196495093,1,0.869718401086524,"SORBI_3004G166500;SORBI_3006G111700;SORBI_3010G021800;SORBI_3001G013900","6.994e-01;3.962e-01;2.234e-01;9.503e-01","minp_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-3461","L-tyrosine biosynthesis II",4,"mvn",0.778957132744443,0.729636562835007,0.865178495999338,0.2,0.118226528985013,0.566378026043156,0.743511740087646,NA,0.764281513158995,0.897948726802564,NA,NA,0.734085318293634,0.869718401086524,NA,NA,NA,NA,NA,NA,0.734085318293634,0.869718401086524,0.418917196495093,1,0.869718401086524,"SORBI_3010G160400;SORBI_3003G306100;SORBI_3004G065500;SORBI_3007G141500","9.385e-01;7.590e-01;1.885e-01;5.372e-01","minp_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-1061","homogalacturonan biosynthesis",25,"mvn",0.582665270720776,0.487048609828298,0.852201156681313,0.2,8.57001909055882,0.849651616041984,0.750929292382952,NA,0.755774447293332,0.897948726802564,NA,NA,0.735405291894162,0.869718401086524,NA,NA,NA,NA,NA,NA,0.735405291894162,0.869718401086524,0.418917196495093,1,0.869718401086524,"SORBI_3010G092400;SORBI_3010G274800;SORBI_3010G101400;SORBI_3003G282600;SORBI_3009G177200;SORBI_3005G169500;SORBI_3008G141800;SORBI_3008G022500;SORBI_3004G336401;SORBI_3004G151400;SORBI_3004G244100;SORBI_3004G237800;SORBI_3007G105700;SORBI_3001G131900;SORBI_3001G338400;SORBI_3001G138200;SORBI_3001G460000;SORBI_3001G384200;SORBI_3001G364700;SORBI_3006G157800;SORBI_3006G232000;SORBI_3002G241100;SORBI_3002G398400;SORBI_3002G420100;SORBI_3002G274700","5.576e-01;7.180e-01;1.295e-01;3.815e-01;9.038e-02;4.870e-01;1.328e-01;3.625e-01;3.426e-01;8.674e-01;7.652e-01;7.299e-02;9.753e-01;8.158e-01;9.242e-01;9.166e-01;7.220e-01;3.857e-01;1.016e-01;3.550e-01;7.633e-01;4.057e-01;1.361e-01;7.388e-01;1.123e-01","fisher_p",0,0,5,"Remains_nonsignificant"
"PWY-702","L-methionine biosynthesis II (plants)",4,"mvn",0.521884989506738,0.708625511555661,0.870610249866133,0.001,0,0.8154086790882,0.724544310046892,NA,0.766263881967017,0.897948726802564,NA,NA,0.73562528749425,0.869718401086524,NA,NA,NA,NA,NA,NA,0.73562528749425,0.869718401086524,0.418917196495093,1,0.869718401086524,"SORBI_3002G317600;SORBI_3008G178800;SORBI_3001G148900;SORBI_3004G357900","3.445e-01;4.875e-01;6.609e-01;5.907e-01","acat_p",0,0,5,"Remains_nonsignificant"
"GLUCOSE1PMETAB-PWY","glucose and glucose-1-phosphate degradation",13,"mvn",0.461814605247878,0.638761634881898,0.904923128748106,0.2,1.53026142494833,0.810992928912758,0.681083711022903,NA,0.771176413551063,0.897948726802564,NA,NA,0.74102517949641,0.869718401086524,NA,NA,NA,NA,NA,NA,0.74102517949641,0.869718401086524,0.418917196495093,1,0.869718401086524,"SORBI_3008G191400;SORBI_3001G131100;SORBI_3002G068000;SORBI_3003G280400;SORBI_3002G125800;SORBI_3002G155900;SORBI_3001G116500;SORBI_3003G222500;SORBI_3001G292000;SORBI_3005G123200;SORBI_3003G290200;SORBI_3010G007200;SORBI_3010G007300","7.517e-01;2.005e-01;4.955e-01;3.261e-01;1.547e-01;8.107e-01;7.622e-01;7.399e-01;3.105e-01;1.203e-01;5.034e-01;4.188e-01;7.864e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-6465","&omega;-hydroxylation of caprate and laurate",13,"mvn",0.488252384014132,0.778253079078669,0.867390368884303,0.1,0.851070342324198,0.58458185848206,0.857602884936627,NA,0.772846603817142,0.897948726802564,NA,NA,0.741845163096738,0.869718401086524,NA,NA,NA,NA,NA,NA,0.741845163096738,0.869718401086524,0.418917196495093,1,0.869718401086524,"SORBI_3009G019301;SORBI_3001G514700;SORBI_3002G128900;SORBI_3002G265300;SORBI_3006G175900;SORBI_3006G175800;SORBI_3006G085601;SORBI_3007G195300;SORBI_3005G232000;SORBI_3009G114800;SORBI_3003G008200;SORBI_3003G008300;SORBI_3003G378301","4.552e-01;6.534e-02;6.786e-01;5.928e-01;7.708e-01;8.020e-01;6.996e-01;3.470e-01;4.878e-01;1.202e-01;6.642e-01;6.512e-01;8.683e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-7183","pyrimidine nucleobases salvage I",6,"mvn",0.593405945763246,0.763226558175247,0.890101347369329,0.2,0.0241451624685385,0.733101876683353,0.658843514687772,NA,0.768377130982864,0.897948726802564,NA,NA,0.74342513149737,0.869718401086524,NA,NA,NA,NA,NA,NA,0.74342513149737,0.869718401086524,0.418917196495093,1,0.869718401086524,"SORBI_3009G160500;SORBI_3008G190400;SORBI_3004G000100;SORBI_3007G194700;SORBI_3007G218600;SORBI_3002G257200","1.976e-01;7.433e-01;7.887e-01;8.179e-01;4.032e-01;4.177e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-7208","superpathway of pyrimidine nucleobases salvage",6,"mvn",0.593405945763246,0.763226558175247,0.890077578747999,0.2,0.0241451624685385,0.733101876683353,0.658843514687772,NA,0.768358773090803,0.897948726802564,NA,NA,0.744865102697946,0.869718401086524,NA,NA,NA,NA,NA,NA,0.744865102697946,0.869718401086524,0.418917196495093,1,0.869718401086524,"SORBI_3009G160500;SORBI_3008G190400;SORBI_3004G000100;SORBI_3007G194700;SORBI_3007G218600;SORBI_3002G257200","1.976e-01;7.433e-01;7.887e-01;8.179e-01;4.032e-01;4.177e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-7196","superpathway of pyrimidine ribonucleosides salvage",6,"mvn",0.593405945763246,0.763226558175247,0.890095122445165,0.2,0.0241451624685385,0.733101876683353,0.658843514687772,NA,0.768372322604059,0.897948726802564,NA,NA,0.74592508149837,0.869718401086524,NA,NA,NA,NA,NA,NA,0.74592508149837,0.869718401086524,0.418917196495093,1,0.869718401086524,"SORBI_3009G160500;SORBI_3008G190400;SORBI_3004G000100;SORBI_3007G194700;SORBI_3007G218600;SORBI_3002G257200","1.976e-01;7.433e-01;7.887e-01;8.179e-01;4.032e-01;4.177e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-2261","ascorbate glutathione cycle",20,"mvn",0.494986793571922,0.61707012655711,0.914761963021089,0.1,0.495897340466362,0.803101873091892,0.539728406037392,NA,0.766427432197748,0.897948726802564,NA,NA,0.746685066298674,0.869718401086524,NA,NA,NA,NA,NA,NA,0.746685066298674,0.869718401086524,0.418917196495093,1,0.869718401086524,"SORBI_3008G057900;SORBI_3004G175500;SORBI_3007G205600;SORBI_3007G177000;SORBI_3001G410200;SORBI_3006G204000;SORBI_3006G084400;SORBI_3006G021100;SORBI_3002G431100;SORBI_3010G095200;SORBI_3003G250600;SORBI_3009G017800;SORBI_3009G017732;SORBI_3005G204000;SORBI_3005G002900;SORBI_3005G203900;SORBI_3008G003400;SORBI_3008G117300;SORBI_3008G117600;SORBI_3008G117900","4.728e-01;5.185e-01;4.534e-01;4.875e-01;1.852e-01;7.804e-02;2.227e-01;4.347e-01;1.522e-01;4.348e-01;8.040e-01;8.059e-01;9.411e-01;7.049e-01;3.308e-01;6.620e-01;8.795e-01;3.061e-01;1.620e-01;5.063e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-5434","(3<i>E</i>)-4,8-dimethylnona-1,3,7-triene biosynthesis I",5,"mvn",0.515278436426233,0.719372087200087,0.881493871252785,0.001,0,0.90785353177605,0.267894263644255,NA,0.776133965635592,0.898912220086421,NA,NA,0.75182496350073,0.873224461856372,NA,NA,NA,NA,NA,NA,0.75182496350073,0.873224461856372,0.420605960521025,1,0.873224461856372,"SORBI_3004G019550;SORBI_3004G019100;SORBI_3004G019300;SORBI_3004G019400;SORBI_3004G018900","3.793e-01;7.011e-01;4.138e-01;4.208e-01;6.316e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"ALANINE-SYN2-PWY","L-alanine biosynthesis II",5,"mvn",0.622805770262159,0.79241001644178,0.881509135947946,0.001,0,0.897686610300569,0.573618280106089,NA,0.813137301592451,0.903592250786567,NA,NA,0.758404831903362,0.878378477628188,NA,NA,NA,NA,NA,NA,0.758404831903362,0.878378477628188,0.423088494908159,1,0.878378477628188,"SORBI_3001G260701;SORBI_3001G260800;SORBI_3002G211300;SORBI_3002G375800;SORBI_3002G006600","4.280e-01;3.661e-01;8.642e-01;4.886e-01;6.586e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-5976","dhurrin degradation",9,"mvn",0.52485212250275,0.78293348872793,0.88631704592719,0.2,1.03452593145999,0.681020610146111,0.811281172295228,NA,0.781780550214684,0.902901480529635,NA,NA,0.763104737905242,0.87917904563257,NA,NA,NA,NA,NA,NA,0.763104737905242,0.87917904563257,0.423474104438302,1,0.87917904563257,"SORBI_3005G186600;SORBI_3005G186700;SORBI_3005G186800;SORBI_3005G186500;SORBI_3004G335500;SORBI_3008G079800;SORBI_3008G080100;SORBI_3008G080600;SORBI_3008G080400","7.273e-01;7.320e-01;5.306e-01;6.329e-01;4.178e-01;1.192e-01;3.200e-01;6.030e-01;8.140e-01","acat_p",0,0,5,"Remains_nonsignificant"
"ALANINE-DEG3-PWY","L-alanine degradation III",5,"mvn",0.622805770262159,0.79241001644178,0.881497710507294,0.001,0,0.897686610300569,0.573618280106089,NA,0.813132002181389,0.903592250786567,NA,NA,0.763384732305354,0.87917904563257,NA,NA,NA,NA,NA,NA,0.763384732305354,0.87917904563257,0.423474104438302,1,0.87917904563257,"SORBI_3001G260701;SORBI_3001G260800;SORBI_3002G211300;SORBI_3002G375800;SORBI_3002G006600","4.280e-01;3.661e-01;8.642e-01;4.886e-01;6.586e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
