"pathway_id","pathway_name","n_genes","acat_p","fisher_p","stouffer_p","minp_p","tfisher_p","omni_p","FDR"
"PWY-3981","&beta;-alanine biosynthesis I",15,0.029637055564086,0.00033651846667835,0.00507836237047144,0.04876078403259,4.79745956583066e-06,2.36221052642427e-05,7.37588184781455e-05
"PWYQT-1","lysine degradation III",13,0.170920014719064,0.0119546186459133,4.8477306346211e-06,0.644255502060273,0.84995325565016,2.42291163656816e-05,7.51430027827558e-05
"PWY-6115","avenacin biosynthesis, initial reactions",29,0.103245386468587,1.47112992303112e-05,8.31418910964399e-06,0.436640400738933,0.000146938928685669,2.56322451094304e-05,7.8961077216299e-05
"PWY-7411","phosphatidate biosynthesis (yeast)",49,0.0204654037963852,0.000260754057296534,0.00102258637277757,0.0285648827816493,5.61264113996263e-06,2.73125705630428e-05,8.3576465922911e-05
"PWY-5136","fatty acid &beta;-oxidation II (peroxisome)",36,0.0491595344270556,0.00626375302268785,0.1437113170696,0.0974455483974144,5.97343148156515e-06,2.9832189633372e-05,9.06819539186605e-05
"PWY-7197","pyrimidine deoxyribonucleotide phosphorylation",9,0.0160683687406982,0.00337812359172167,0.0341106709674532,0.0331608161841138,6.94755800778601e-06,3.46373343000916e-05,0.000104595634498303
"PWY-6363","D-<i>myo</i>-inositol (1,4,5)-trisphosphate degradation",10,0.00289541934945264,0.00681349385209635,0.157093824927625,0.00290699021750499,8.15476190185738e-06,4.04957733223243e-05,0.000121487319966973
"ARGASEDEG-PWY","L-arginine degradation I (arginase pathway)",9,0.0340700780667202,0.00232046441258924,0.000631327982473597,0.0490438515120569,1.06933961925293e-05,5.23121832036733e-05,0.000155917481107052
"PWY-6475","<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria)",24,0.0655374742729005,0.000971630475364776,0.00629718201453644,0.20039798616367,1.10964201962549e-05,5.47486307831413e-05,0.000162126590512657
"PWY-6443","benzoate biosynthesis I (CoA-dependent, &beta;-oxidative)",134,0.100353260667528,0.000147645243673479,0.00515895382752248,0.496791862169709,1.81389428773882e-05,8.05068950377463e-05,0.000236876056553369
"PWY-4661","1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>)",18,0.0610282834643112,0.00472244609228685,0.152184261746898,0.187022868629538,1.92539224955768e-05,9.58291812918066e-05,0.000280163020464581
"LIPAS-PWY","triacylglycerol degradation",172,0.0768261873147491,0.00420421359374688,0.131664222603044,0.37449864970164,2.56321108855762e-05,0.000127315112334492,0.000369858459250201
"PWY-7205","CMP phosphorylation",11,0.0194231725945516,0.00422026706514069,0.0260432953111357,0.0403792495192891,2.81285485063121e-05,0.000139266551449357,0.000402033629655692
"PROSYN-PWY","L-proline biosynthesis I",14,0.0858794506847283,0.00177583304625536,0.00183459585705794,0.483604419107485,3.42390995858866e-05,0.000164874569697548,0.000472983921819842
"PWY-4302","aerobic respiration III (alternative oxidase pathway)",76,0.0157638712388144,0.0307867544277394,0.417129146965975,0.0400739251198751,3.56564589637509e-05,0.000177513727102396,0.000506079507701863
"PWY-7634","vernolate biosynthesis II",12,0.00348385591466253,0.043341727709654,0.172662349802534,0.00349311497164307,3.73338735937256e-05,0.000182569944118194,0.000514108072659949
"PWY-6014","vernolate biosynthesis I",12,0.00348385591466253,0.043341727709654,0.172662349802534,0.00349311497164307,3.73338788290933e-05,0.000182569969158108,0.000514108072659949
"PWY-5083","NAD/NADH phosphorylation and dephosphorylation",61,0.0132481342614969,0.0375988817956541,0.332759085294616,0.0322938784211062,3.92311993880901e-05,0.000195125668703611,0.000546113914237545
"PWY-2161","folate polyglutamylation",20,0.092264595884689,6.40968145804517e-05,0.00477718294711115,0.673203145274969,0.000129780295000104,0.000212542768229296,0.000591255337074223
"PWY-5142","acyl-[acyl-carrier protein] thioesterase pathway",9,0.0365473292498875,0.002514629180827,0.00145978392791285,0.081148969800451,5.02781389817297e-05,0.000237966592170624,0.000657991962688654
"PWY0-1319","CDP-diacylglycerol biosynthesis II",26,0.0128856184030601,0.00241848288752418,0.0131364606328911,0.0152599355494642,5.0230897165271e-05,0.000243419529472544,0.000669039305556273
"PWY-861","dhurrin biosynthesis",59,0.0165745541118429,0.112244324436263,0.490738701310261,0.048686393259151,7.93399942030648e-05,0.000393909332730591,0.00107621656978179
"PWY1F-FLAVSYN","flavonoid biosynthesis",67,0.0294300758477966,0.0448488786349769,0.263893291034391,0.0686480429805148,0.000136662279820565,0.000676537875120342,0.00183746085609608
"PWY-6922","L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis",19,0.102998326324292,0.00316741520739272,0.000244978101888044,0.592172719659806,0.000373719330269529,0.000706020433718701,0.00190625517104049
"PWY-3341","L-proline biosynthesis III",16,0.0986710400256171,0.00437264512210301,0.00226470869039234,0.530127509186882,0.000187140061328361,0.00083010358875607,0.00222817279087156
"DETOX1-PWY","superoxide radicals degradation",17,0.0352727910008978,0.0170108804463968,0.236350966509154,0.0484841894824447,0.000193341800999614,0.000946422055566498,0.00252562629944781
"PWY-2902","cytokinin-<i>O</i>-glucosides biosynthesis",55,0.059762126412076,0.000488857694954588,0.000365331564242613,0.098182428388327,0.0419250200513186,0.00103456506651445,0.00274488650595452
"PWY-6351","D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis",51,0.00250927224468059,0.140029097837383,0.515769449992343,0.00249660255098401,0.000251362981966818,0.00104517331812248,0.00275709513228862
"PWY-7206","pyrimidine deoxyribonucleotides dephosphorylation",40,0.0359587443113226,0.00303249497359734,0.0133300985440481,0.13971084844995,0.00024004279023826,0.00108576452669007,0.00284780524428995
"PWY-6546","brassinosteroids inactivation",58,0.106994818232265,0.000881980838354599,0.000792623464114782,0.603473827341954,0.000533546833377363,0.00116886908307018,0.00304835743823416
"PWY-6352","3-phosphoinositide biosynthesis",56,0.00269686026535665,0.0282946982489967,0.0340652913345645,0.00274103175948786,0.000341353516974618,0.0013406128925274,0.00347207428985439
"PWY-5989","stearate biosynthesis II (bacteria and plants)",77,0.085553256104773,0.000789930724819795,0.000429129287063615,0.272095951776174,0.0097033078238048,0.00134646889671913,0.00347207428985439
"PWY-5987","sorgoleone biosynthesis",23,0.046109947640887,0.00126614934610804,0.00144366495025867,0.0877197911943258,0.000773421447500255,0.001780565294901,0.00456580709698079
"PWY-5971","palmitate biosynthesis II (bacteria and plants)",244,0.0907387560739536,0.000958761033698829,0.00977146119597945,0.634458896067218,0.000879298009461515,0.00218156883678383,0.00556300053379877
"PWY-6606","guanosine nucleotides degradation II",20,0.0413206167291716,0.0067900041096359,0.0938004578174546,0.0955622437478831,0.000620000488513961,0.00277044841229629,0.00702561227206628
"PWY-6441","spermine and spermidine degradation III",18,0.0728920858923406,0.00139672041428189,0.00130699735265454,0.208178217560611,0.0102650518538535,0.00313267745934487,0.0079005437024137
"PWY-5886","4-hydroxyphenylpyruvate biosynthesis",7,0.0611965226500805,0.00111049142272424,0.0034106264079614,0.28086052343228,0.493263200816521,0.00412355284393467,0.0103426817233116
"RIBOSYN2-PWY","flavin biosynthesis I (bacteria and plants)",37,0.242153397461659,0.0490437441130627,0.000865647620888965,0.816945180774555,0.850285476733684,0.00428164851764162,0.0106808514652038
"PWY-46","putrescine biosynthesis III",6,0.0502217462674876,0.00412412161194614,0.00115725167304273,0.110550293141491,0.521918710629888,0.00440584620987067,0.0108851702356392
"PWY-5936","xyloglucan biosynthesis",73,0.0239058611726148,0.00843466201669158,0.128536344676146,0.0496466213805949,0.0010572489759344,0.00441098401705642,0.0108851702356392
"PWY-5143","long-chain fatty acid activation",46,0.112582366191127,0.00624153244192604,0.00113353033689108,0.317525144042857,0.594819753025989,0.00475265715448947,0.011629843704906
"THIOREDOX-PWY","thioredoxin pathway",24,0.0249759289579772,0.0058160198934076,0.041051957677255,0.0323764447662846,0.00127761059639553,0.00476342182248873,0.011629843704906
"PWY-1422","vitamin E biosynthesis (tocopherols)",26,0.421704475100751,0.00103221387084774,0.0203366778664169,0.225365174339775,0.556604569068117,0.00489300097137257,0.0118830023590477
"PWY-5912","2'-deoxymugineic acid phytosiderophore biosynthesis",48,0.158305589407016,0.00767668306147891,0.00129010013229245,0.481236132981612,0.592073156765232,0.00549150741195931,0.0132663258004701
"PWY-2841","cytokinins degradation",7,0.0612381362720172,0.00321201966886688,0.00177578469222388,0.204665936498556,0.523609008322606,0.00558893320716203,0.0134309965554313
"METHIONINE-DEG1-PWY","L-methionine degradation I (to L-homocysteine)",6,0.0360367725937582,0.00206935093608357,0.00858432679866519,0.0787633341179259,0.521850397098465,0.00781641954566098,0.0186861279763458
"PWY-321","cutin biosynthesis",131,0.127538368860072,0.0021404620599986,0.066878280456733,0.655435380396317,0.075180950788774,0.0099824586723179,0.0237406659616265
"PWY-6733","sporopollenin precursors biosynthesis",284,0.148344353983836,0.0024194759046307,0.0426406210089075,0.889195185233569,0.0178432462064565,0.0101966494575519,0.0238682466594971
"PWY-116","coniferin metabolism",6,0.00485735278043749,0.0261753139051753,0.127862762278682,0.00486134370263627,0.0322955682811521,0.010244105857253,0.0238682466594971
"PWY-5176","coumarin biosynthesis (via 2-coumarate)",6,0.00485735278043749,0.0261753139051753,0.127862762278682,0.00486134370263627,0.0322955685038442,0.0102441058617481,0.0238682466594971
"PWY4FS-10","scopolin biosynthesis",6,0.00485735278043749,0.0261753139051753,0.127862762278682,0.00486134370263627,0.0322955686526376,0.0102441058647515,0.0238682466594971
"PWY-7897","flavonoid di-C-glucosylation",49,0.0250270165868092,0.330733515093331,0.539578373132675,0.0506822350036578,0.00249659276133141,0.0108316635348228,0.0251097654670893
"PWY-6762","salicylate glucosides biosynthesis IV",7,0.00566360936934785,0.0358925636507445,0.187619678515523,0.00566926692352442,0.0443447308696787,0.0122559534697812,0.0282687569981385
"PWY-6823","molybdenum cofactor biosynthesis",24,0.0645750815987745,0.00480756730810511,0.0103255979890816,0.103737119262383,0.0258729765858452,0.013581059254635,0.0311685309893873
"OXIDATIVEPENT-PWY","pentose phosphate pathway (oxidative branch) I",27,0.0221223360938307,0.00484499247381028,0.0371706649896227,0.024406243938006,0.152225844459222,0.0153609954167361,0.0350780940113527
"PWY-4541","lipid-dependent phytate biosynthesis I (via Ins(1,4,5)P<sub>3</sub>)",3,0.0345239970504687,0.00413592482064205,0.0345792308986324,0.0525940321881042,0.515458012915143,0.0157048428534894,0.0356857567809487
"PWY-1042","glycolysis IV (plant cytosol)",82,0.0842461955827082,0.0354434912151194,0.203415296098989,0.251617028263495,0.00400593722810738,0.0168395641992148,0.0380756648642345
"PWY-5129","sphingolipid biosynthesis (plants)",42,0.200227421428243,0.00455381737839913,0.0660835648656496,0.540552468439347,0.0196997659469282,0.0172776082735272,0.0388746186154362
"PWY-695","abscisic acid biosynthesis",14,0.0366119315456242,0.00663750852304486,0.0291197618502845,0.0669996287671349,0.0181402020352097,0.0177218507048994,0.0396796559685309
"HOMOSERSYN-PWY","L-homoserine biosynthesis",9,0.00875258199065384,0.204950914515967,0.343070818033226,0.00866191090271496,0.424887759229982,0.0211310018534887,0.0470831546152975
"PWYDQC-4","indole-3-acetate biosynthesis I",21,0.100771653851863,0.00646744700080332,0.0185893825671201,0.238520695190625,0.0762808698947592,0.0213213249582435,0.0472777205595834
"PWY-7186","superpathway of scopolin and esculin biosynthesis",12,0.00968998582351879,0.092440846443943,0.203703926548373,0.00969905474267738,0.102782160459598,0.0216717094297378,0.0478236280204311
"PWY-5063","phytyl diphosphate biosynthesis",6,0.0993229728392491,0.023934841294658,0.00656712296969281,0.287121593382714,0.685762566947469,0.0244494874484672,0.0536952858318012
"GLUTATHIONESYN-PWY","glutathione biosynthesis",5,0.0848901396672587,0.0721507016183289,0.0063619569711128,0.0998040275673671,0.688711082501341,0.026275755936375,0.0574312951180768
"PWY0-662","PRPP biosynthesis",6,0.0144708545946132,0.0515713179854211,0.244790135289468,0.0145183861952775,0.521966263141464,0.0311237200216928,0.0677051539808388
"GLYSYN-ALA-PWY","glycine biosynthesis III",5,0.0315357163807598,0.0270809717853266,0.0199345288050658,0.0334682372929629,0.633272958367638,0.0339049596531367,0.0734074362301402
"PWY-361","phenylpropanoid biosynthesis",71,0.03645907302909,0.433911487400135,0.627916403989595,0.0725940431234777,0.009480426338206,0.0342038052344852,0.0737067915616371
"PWY-5859","eugenol and isoeugenol biosynthesis",8,0.06377155303605,0.0103270593394715,0.0578277285119788,0.122299460469264,0.525290329601195,0.0363661305787044,0.0780002520356324
"PWY-7193","pyrimidine ribonucleosides salvage I",17,0.0148912215335491,0.664953560477329,0.815641244848466,0.0143719450947231,0.218340238630768,0.0371767750841701,0.0793680919238793
"PWY-5041","<i>S</i>-adenosyl-L-methionine cycle II",9,0.0542485144974063,0.01072525743072,0.0762628854315298,0.115787149559362,0.527099505914211,0.0376161724564833,0.079934366470027
"CYANCAT-PWY","cyanate degradation",2,0.0220869429849164,0.0341641469258665,0.196321102806527,0.021995698519,0.665826371668826,0.0406341681933348,0.0859496921693118
"POLYAMINSYN3-PWY","superpathway of polyamine biosynthesis II",11,0.0878365696885813,0.0200045714161319,0.0223515011547746,0.193280490534284,0.622782599337441,0.0455870860324387,0.0959838187563733
"PWY-7270","L-methionine salvage cycle II (plants)",8,0.0512406203902314,0.0180368022132336,0.0426492540292256,0.103614230813813,0.52534093726323,0.0463575866676891,0.0971604213720059
"PWY-699","brassinosteroid biosynthesis I",13,0.0256934231063693,0.0579329494523697,0.216034766822784,0.049556470060849,0.0377659391635324,0.0467543313908538,0.0975465368563723
"PWY-5194","siroheme biosynthesis",3,0.0737700608113363,0.0160632006746664,0.0396024626375992,0.177472101693907,0.671815645986551,0.0478113641231635,0.0993005254865704
"PWY-5829","geraniol and geranial biosynthesis",8,0.103019633920344,0.0621622322421993,0.0136011779626915,0.206384049076264,0.643352758995444,0.0489429671794198,0.101192891600692
"PWY-5188","tetrapyrrole biosynthesis I (from glutamate)",10,0.0246222793233168,0.0989291363596301,0.103260027812975,0.0248438030043527,0.529301555505362,0.0498226208505279,0.1025496994188
"PWY-1581","plastoquinol-9 biosynthesis I",11,0.0538545143598085,0.0182544712351448,0.0612006786859991,0.102406895527608,0.53731332339508,0.050435417460532,0.103347574171358
"PWY-7344","UDP-&alpha;-D-galactose biosynthesis",4,0.0526199160631,0.0257232753589919,0.041820944560607,0.0633565539791121,0.676869776070602,0.0521493070460182,0.106384586373877
"PWY-6619","adenine and adenosine salvage VI",2,0.0283960935285708,0.0491699910072351,0.209405810775812,0.027809915991,0.665845464328165,0.053021352829505,0.107684959950189
"PWY-5745","costunolide biosynthesis I",7,0.049678618497492,0.0332878920975266,0.0499931255811271,0.0541460027727858,0.526827359822356,0.0563767403785288,0.113995259179492
"PWY-282","cuticular wax biosynthesis",16,0.035019650850225,0.220431874827675,0.0480592623298562,0.0351126267390314,0.53920442645072,0.0610806894807227,0.122585178389319
"PWY-6290","&beta;-cubebene biosynthesis",2,0.0353018455400404,0.0451690161687604,0.199899482250454,0.0355385151,0.665921704184837,0.0611590541419478,0.122585178389319
"CYSTSYN-PWY","L-cysteine biosynthesis I",27,0.0282514626044961,0.133077831761146,0.20076218832544,0.0292896528848639,0.549411861427752,0.061541721941879,0.122815871179663
"PWY-101","photosynthesis light reactions",42,0.029252612725093,0.278104899345517,0.580842416638038,0.0283030970158284,0.133143717331143,0.0630911128836362,0.125362860664887
"PWY-641","proanthocyanidins biosynthesis from flavanols",11,0.221187699563469,0.15159772370397,0.0142278045680863,0.556102043997961,0.740025776808011,0.0643924584020868,0.127397148304129
"MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS","protein <i>N</i>-glycosylation initial phase (eukaryotic)",50,0.0981607783104237,0.0244796702876454,0.090117106276294,0.168525948330898,0.11016126766667,0.0652839396500944,0.128606559224864
"PWY-6663","plant sterol biosynthesis II",47,0.11251411090511,0.144398206087631,0.0209890554880783,0.179757731429047,0.591204548168597,0.0737640379468488,0.144690997511126
"PWY-1001","cellulose biosynthesis",25,0.1385132668497,0.0327550502469867,0.036880099120484,0.422743941087976,0.678442897320913,0.0778043115484771,0.151966719152132
"UDPNACETYLGALSYN-PWY","UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II",15,0.0737386157518788,0.0280851213112339,0.243430374744508,0.200996557662526,0.536229972763079,0.0869865104419605,0.16918139107144
"PYRIDNUCSYN-PWY","NAD <i>de novo</i> biosynthesis I (from aspartate)",5,0.0481219896342888,0.150139920157876,0.115485795835697,0.0466753338286953,0.659237919332318,0.0891512625606596,0.172660040149126
"PWY-7101","5-deoxystrigol biosynthesis",14,0.152857435619602,0.0272021442405121,0.0976602214990387,0.374063598127847,0.540010662648708,0.0908471603582011,0.175205237833673
"PWY-7187","pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II",23,0.0421465525595841,0.0665186154545522,0.275690882942879,0.0828918419944444,0.544688065748195,0.0926743905035981,0.177981360841638
"ETHYL-PWY","ethylene biosynthesis I (plants)",25,0.130981305104045,0.0497812726944818,0.0486782139913108,0.289528389761439,0.550074758064638,0.0979010323862895,0.187235724438779
"VALDEG-PWY","L-valine degradation I",8,0.0624697453250298,0.0871766350448024,0.192708270842574,0.0650346740398952,0.65027705274288,0.106723369149973,0.20307310684179
"PWY-5059","pinobanksin biosynthesis",28,0.0856543209618754,0.0441369924280797,0.139890439126807,0.182766213623564,0.551875910472046,0.107066866788046,0.20307310684179
"PWY-922","mevalonate pathway I",19,0.0641950523267528,0.112388335467295,0.118456946047319,0.0729219047066848,0.573811172019874,0.10763331182723,0.203307366784768
"PWY-401","galactolipid biosynthesis I",10,0.078910646450477,0.0721451680635486,0.11116045236105,0.0905754920560965,0.683234859047402,0.110622961712808,0.208098112402372
"PWY-7546","diphthamide biosynthesis II (eukaryotes)",11,0.0899026252220043,0.0509075468992416,0.146671718816742,0.15993097158745,0.531836442937597,0.113840999164078,0.213277627005354
"GLUT-REDOX-PWY","glutathione-glutaredoxin redox reactions",5,0.0587973737950539,0.159251490860453,0.463121489781611,0.0578194113105288,0.681891203223955,0.124739310114951,0.232745298141312
"PWY-8011","L-serine biosynthesis II",16,0.161989378458761,0.193047411870862,0.0379524524521558,0.221508459553058,0.751308378614269,0.127866212539638,0.237613730994711
"PWY-5944","zeaxanthin biosynthesis",4,0.23431,0.169526128030641,0.0277003726550258,0.656274382550801,0.8691408940386,0.13121741921097,0.242858046039658
"PWY-6069","indigo biosynthesis",3,0.16187,0.0906978588245118,0.043834927557532,0.411245610351203,0.814198369534451,0.133695672783505,0.245476860440463
"PWY-6068","indican biosynthesis",3,0.16187,0.0906978588245118,0.043834927557532,0.411245610351203,0.814256081995253,0.133701993703956,0.245476860440463
"PWY-7859","jasmonoyl-L-isoleucine inactivation",18,0.0667260043804246,0.260543887480219,0.385511999207851,0.0661133391890568,0.574378898032341,0.141235498256921,0.258275273704888
"PWY-84","resveratrol biosynthesis",2,0.102240066746487,0.120095413871465,0.104289333220428,0.102787532631,0.758181064559011,0.142567281034852,0.258672960197941
"PWY-6164","3-dehydroquinate biosynthesis I",6,0.0781072558164494,0.118351250803563,0.307969297482001,0.0812652697501617,0.688396409739918,0.142580084814987,0.258672960197941
"PWY-6030","serotonin and melatonin biosynthesis",10,0.110480256775328,0.0906621061661897,0.173899366030425,0.103089974849469,0.704350952074564,0.146874732605057,0.265415363250871
"SULFMETII-PWY","assimilatory sulfate reduction II",5,0.119230480259952,0.221309204147259,0.0993029819277516,0.117317192081401,0.695005149710253,0.165569977173941,0.296473780297105
"PWY-6163","chorismate biosynthesis from 3-dehydroquinate",10,0.144689432749979,0.0723683233284652,0.138401451226932,0.228244522314939,0.7444433447738,0.165986914565189,0.296473780297105
"BSUBPOLYAMSYN-PWY","spermidine biosynthesis I",9,0.11662667144679,0.0714810817337352,0.240126200325177,0.227657494028021,0.646816283508573,0.165999480471364,0.296473780297105
"PWY-5945","violaxanthin, antheraxanthin and zeaxanthin interconversion",16,0.259324891955056,0.182037938791183,0.0379010844443469,0.719802399035687,0.817511654392548,0.169574919888031,0.301685613289171
"PWY-7388","octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)",26,0.0823934913243744,0.226707043039168,0.292614172864051,0.101687113244657,0.611428228404996,0.1716495302442,0.30351324884631
"PWY3O-4107","NAD salvage pathway V (PNC V cycle)",17,0.0900029598297119,0.127977547742027,0.237032189409563,0.150000202762297,0.648144543761337,0.171924716122093,0.30351324884631
"PWY-7856","heme <i>a</i> biosynthesis",3,0.129335853957822,0.0959253098505521,0.137486283494501,0.21832208215986,0.705075587911437,0.174614725937047,0.307081069751359
"PWY-6468","&omega;- hydroxylation of laurate",2,0.122352539231638,0.13430831637424,0.148214718470481,0.126414423036,0.759474416333196,0.177579672162214,0.311103318788001
"PWYQT-4429","CO<sub>2</sub> fixation into oxaloacetate (anaplerotic)",8,0.0701175773661321,0.211514798416784,0.802417738315424,0.0851222625050053,0.530370383812753,0.179645488957527,0.313525777306102
"PWY-6118","glycerol-3-phosphate shuttle",14,0.200539962430621,0.107739154894483,0.0738628763647374,0.325999939403201,0.783064743344711,0.18108308287809,0.314837632731225
"GLYCOLYSIS","glycolysis I (from glucose 6-phosphate)",85,0.11676422085938,0.144310543588654,0.320024664789195,0.25951089334962,0.260864166075074,0.193924262304149,0.335891458104167
"GLNSYN-PWY","L-glutamine biosynthesis I",10,0.184273967903526,0.0745974895632653,0.200153197391453,0.47285933212148,0.683088326593134,0.207989473867278,0.358090937340259
"PWY-5410","traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis",30,0.219028594280116,0.0606559596208091,0.58695787447971,0.386875218497436,0.500623305156883,0.20896428768948,0.358090937340259
"PWY-4081","glutathione-peroxide redox reactions",16,0.0894275367202501,0.44309804009056,0.563464834199724,0.085889255611729,0.666117171941098,0.209081418752047,0.358090937340259
"PWY-6754","<i>S</i>-methyl-5'-thioadenosine degradation I",8,0.174561862271145,0.230059961479065,0.08809011747619,0.303895441317551,0.7181722729843,0.216481140860375,0.369386035891867
"PWY-5070","gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)",13,0.10648663329691,0.268886556608369,0.417229772089796,0.110868382636358,0.685156072921678,0.217864768097908,0.370370105766444
"PWY0-501","lipoate biosynthesis and incorporation I",9,0.115434177679721,0.472787030210358,0.222963858372863,0.105553742170918,0.702821360333277,0.219290421607001,0.371418094160934
"PWY-5337","stachyose biosynthesis",16,0.118573034469604,0.115231233325088,0.301185301398794,0.311325033266317,0.664363310486276,0.220453764814121,0.372015728123829
"PWY-3561","choline biosynthesis III",27,0.216660619710195,0.0680888559825017,0.474767750001682,0.44549172159067,0.552379396797872,0.223122423356249,0.375139898609957
"PWY-5115","GDP-L-galactose biosynthesis",6,0.194365954898587,0.0743275391748781,0.106954660024165,0.707400121585571,0.868062432980009,0.235979128393657,0.395308101944118
"PWY-7060","ornithine-citrulline shuttle",17,0.199496812753494,0.0903592111914808,0.245206379589906,0.526981614073722,0.64441117478939,0.241737355971239,0.403481623239268
"PWY0-1264","biotin-carboxyl carrier protein assembly",6,0.120694345861504,0.347282174516812,0.534705519506756,0.10523668139841,0.693059816915021,0.245589643873075,0.408426255571528
"PWY-7219","adenosine ribonucleotides <i>de novo</i> biosynthesis",18,0.209366868616918,0.119144682062604,0.189105489491627,0.301216839574007,0.759513309079754,0.250649176081857,0.414360015018651
"FASYN-ELONG-PWY","fatty acid elongation -- saturated",25,0.103567199536845,0.513926663786641,0.697295977011561,0.0979743757753485,0.618834352039396,0.251253632660314,0.414360015018651
"PWY-1121","suberin monomers biosynthesis",120,0.172617848692996,0.0896296510169688,0.261100298176646,0.623187054183418,0.694386041232105,0.251865891481925,0.414360015018651
"PWY-6964","ammonia assimilation cycle II",11,0.201991683388593,0.102268115153068,0.220702809060166,0.505553650624641,0.706481607868368,0.256797357414146,0.420964239475332
"PWY-5957","L-nicotianamine biosynthesis",3,0.166036555739726,0.128339507550502,0.292852475688152,0.25594329330426,0.768933607335226,0.260435554662905,0.425408966513429
"NONMEVIPP-PWY","methylerythritol phosphate pathway I",18,0.222915424652772,0.229254491075074,0.110603858726012,0.337139722376714,0.775826397382822,0.267732541198991,0.435777434079209
"CAROTENOID-PWY","superpathway of carotenoid biosynthesis in plants",2,0.23431,0.214236495296756,0.0877695516935975,0.4137188239,0.840340130825253,0.272212260877232,0.441503278242577
"PWY-4041","&gamma;-glutamyl cycle",3,0.194916829385755,0.135746795166636,0.141341818015582,0.422926707193625,0.830184161551972,0.274628116858509,0.443853188866393
"CITRULLINE-DEG-PWY","L-citrulline degradation",5,0.166051093372867,0.192756201536961,0.427837755928397,0.197627771156552,0.697936541244612,0.281517491841428,0.453391328965668
"ARGSYN-PWY","L-arginine biosynthesis I (via L-ornithine)",8,0.189696423656967,0.159374433924435,0.362624024496728,0.296925378007427,0.722058961317995,0.298630518847484,0.479270657870612
"PWY0-1021","L-alanine biosynthesis III",13,0.236600849872551,0.301549189397065,0.132778028946747,0.440590382085269,0.751149900202581,0.31674509482809,0.505043625922163
"PWY-63","UDP-&beta;-L-arabinose biosynthesis I (from UDP-&alpha;-D-xylose)",5,0.262751778321707,0.206600312316158,0.0842689560990535,0.644991262204136,0.864073863557944,0.316890118225671,0.505043625922163
"PWY-1822","indole-3-acetate activation I",10,0.151175438491166,0.36409956409843,0.726846263027744,0.12504982056131,0.709999583889733,0.320001848455636,0.506500718922358
"PWY-7560","methylerythritol phosphate pathway II",19,0.237968247860541,0.280927534001664,0.147363494837823,0.352110421746836,0.783068691927143,0.320011347467285,0.506500718922358
"PWY-6773","1,3-&beta;-D-glucan biosynthesis",18,0.200581760944055,0.15336455945928,0.404389410087564,0.438907468463381,0.70011097898153,0.325164194486231,0.512887853158694
"PWY-6814","chitin degradation III (carnivorous plants)",43,0.206125266301364,0.184530747482808,0.384757951216616,0.37375443840986,0.674716973349049,0.326330204269061,0.512964259450339
"PWY-6607","guanosine nucleotides degradation I",15,0.186469397985377,0.21727510814227,0.438770608356543,0.258815214863792,0.740540724746201,0.331000348407782,0.518529556038129
"PWY-7478","oryzalexin D and E biosynthesis",6,0.206386592111191,0.15612439521738,0.437627232474692,0.336034636807467,0.77122935600239,0.336831439746401,0.52454973810233
"PWY-6515","phloridzin biosynthesis",3,0.223349606565646,0.231009759264015,0.228332732226841,0.274420934933221,0.81342173293573,0.337128916645288,0.52454973810233
"PWY-4984","urea cycle",9,0.207152619513278,0.193030357070388,0.414181976087617,0.32721453579749,0.736799866368076,0.341689899940343,0.529850216461546
"PWY-6717","(1,4)-&beta;-D-xylan degradation",33,0.116915236607364,0.339827630893473,0.796995746298559,0.235307880568373,0.588593057980468,0.346804526109405,0.53597063125999
"PWY-5084","2-oxoglutarate decarboxylation to succinyl-CoA",10,0.256699955136883,0.324683541838003,0.565278295789081,0.151247174779976,0.716673294474858,0.352474506532549,0.542905364088725
"PWY-6959","L-ascorbate degradation V",10,0.26677497545156,0.240116082363484,0.112829716183005,0.556267955959784,0.855422153568896,0.355531132489578,0.544389929345349
"COA-PWY","coenzyme A biosynthesis I (prokaryotic)",12,0.283900673535882,0.237426992026049,0.0895200630744352,0.720941039602283,0.85762844116288,0.355810411336829,0.544389929345349
"NAGLIPASYN-PWY","lipid IV<sub>A</sub> biosynthesis",13,0.242681666586813,0.152199052507603,0.468391313490244,0.467022752939146,0.723366108719103,0.360931555965104,0.549581510819907
"PWY-381","nitrate reduction II (assimilatory)",14,0.244865814868263,0.183474875106133,0.266567848172112,0.591965268396749,0.726239914734685,0.362026829496228,0.549581510819907
"PWY-1801","formaldehyde oxidation II (glutathione-dependent)",2,0.278846305410925,0.27154398263524,0.445165327757078,0.173795354236,0.782311021441884,0.362795637861507,0.549581510819907
