"GENE","magma_p","magma_z","n_top_pathways","best_pathway_p","pathway_rank","pathways","gwas_min_p","gwas_rank","magma_rank","hit_gwas","hit_magma","hit_pathway","support_layers","score"
"SORBI_3009G230300",1.34e-12,7.5613,0,NA,NA,NA,1.34e-12,35,35,TRUE,TRUE,FALSE,2,5.97397829376603
"SORBI_3009G224400",1.3547e-12,7.0889,0,NA,NA,NA,1.3547e-12,36,36,TRUE,TRUE,FALSE,2,5.949509380932
"SORBI_3009G226300",1.3888e-12,7.5295,0,NA,NA,NA,1.3888e-12,37,37,TRUE,TRUE,FALSE,2,5.92571093433259
"SORBI_3006G057300",1.4572e-12,5.5226,0,NA,NA,NA,1.4572e-12,38,38,TRUE,TRUE,FALSE,2,5.90254718923296
"SORBI_3009G238650",1.5258e-12,6.7959,0,NA,NA,NA,1.5258e-12,39.5,39.5,TRUE,TRUE,FALSE,2,5.86892019121366
"SORBI_3009G226100",1.5554e-12,7.0349,0,NA,NA,NA,1.5554e-12,41,41,TRUE,TRUE,FALSE,2,5.83654666902711
"SORBI_3009G223100",2.234e-07,5.1721,2,3.95600930381944e-16,16,"PWY-2781; PWY-2681",2.234e-07,242,242,FALSE,TRUE,TRUE,2,5.83475792007486
"SORBI_3001G206700",0.014213,1.8292,2,5.95944405557204e-35,1,"PWY-3781; PWY-5690",0.014213,2133,2133,FALSE,FALSE,TRUE,1,5.82661209684972
"SORBI_3009G225300",1.6388e-12,6.1079,0,NA,NA,NA,1.6388e-12,42,42,TRUE,TRUE,FALSE,2,5.81561580167078
"SORBI_3009G226000",1.9443e-12,7.0572,0,NA,NA,NA,1.9443e-12,43,43,TRUE,TRUE,FALSE,2,5.7951774713074
"SORBI_3006G153300",0.015816,2.4352,1,5.95944405557204e-35,1,"PWY-3781",0.015816,2234,2234,FALSE,FALSE,TRUE,1,5.7864274701894
"SORBI_3009G224300",2.045e-12,6.6748,0,NA,NA,NA,2.045e-12,44,44,TRUE,TRUE,FALSE,2,5.7752090294942
"SORBI_3009G225900",2.2405e-12,7.2091,0,NA,NA,NA,2.2405e-12,45,45,TRUE,TRUE,FALSE,2,5.75568935491589
"SORBI_3002G389200",0.017929,1.8491,1,5.95944405557204e-35,1,"PWY-3781",0.017929,2353,2353,FALSE,FALSE,TRUE,1,5.74134995339653
"SORBI_3009G245000",2.058e-08,5.5445,1,2.73745866157261e-12,22,"PWY-622",2.058e-08,174,174,TRUE,TRUE,TRUE,3,5.73728112894072
"SORBI_3009G227100",2.3636e-12,5.3759,0,NA,NA,NA,2.3636e-12,46,46,TRUE,TRUE,FALSE,2,5.73659871910343
"SORBI_3009G238500",2.6348e-12,6.8135,0,NA,NA,NA,2.6348e-12,47.5,47.5,TRUE,TRUE,FALSE,2,5.70872716321685
"SORBI_3009G238600",2.6348e-12,6.8018,0,NA,NA,NA,2.6348e-12,47.5,47.5,TRUE,TRUE,FALSE,2,5.70872716321685
"SORBI_3009G225200",3.2776e-12,6.3758,0,NA,NA,NA,3.2776e-12,50.5,50.5,TRUE,TRUE,FALSE,2,5.65553162622926
"SORBI_3009G241000",1.3361e-08,5.5445,1,8.70990074012705e-11,29,"PWY-5080",1.3361e-08,161,161,TRUE,TRUE,TRUE,3,5.65446130983048
"SORBI_3009G155400",0.023208,2.2269,1,5.95944405557204e-35,1,"PWY-3781",0.023208,2653.5,2653.5,FALSE,FALSE,TRUE,1,5.63695562381777
"SORBI_3009G225800",3.2834e-12,7.1523,0,NA,NA,NA,3.2834e-12,52,52,TRUE,TRUE,FALSE,2,5.63010769519698
"SORBI_3009G239900",1.1486e-07,5.6782,1,3.58573901292237e-13,21,"VALSYN-PWY",1.1486e-07,220,220,FALSE,TRUE,TRUE,2,5.62181115318556
"SORBI_3009G226900",4.7921e-12,6.7109,0,NA,NA,NA,4.7921e-12,53,53,TRUE,TRUE,FALSE,2,5.613562643265
"SORBI_3009G227000",5.1198e-12,6.355,0,NA,NA,NA,5.1198e-12,54,54,TRUE,TRUE,FALSE,2,5.59732686282064
"SORBI_3009G191400",0.026746,1.8536,1,5.95944405557204e-35,1,"PWY-3781",0.026746,2819,2819,FALSE,FALSE,TRUE,1,5.58440365600537
"SORBI_3009G230700",5.5531e-12,7.7069,0,NA,NA,NA,5.5531e-12,55,55,TRUE,TRUE,FALSE,2,5.58138900347809
"SORBI_3009G211000",3.9876e-05,4.521,2,8.58804894363299e-19,9,"PWY-3385; PWY4FS-6",3.9876e-05,442,442,FALSE,FALSE,TRUE,1,5.57788039268511
"SORBI_3009G225600",6.3362e-12,6.3575,0,NA,NA,NA,6.3362e-12,56,56,TRUE,TRUE,FALSE,2,5.56573832845418
"SORBI_3010G134600",0.028128,1.3621,1,5.95944405557204e-35,1,"PWY-3781",0.028128,2898,2898,FALSE,FALSE,TRUE,1,5.56039704547826
"SORBI_3009G230500",7.9241e-12,7.566,0,NA,NA,NA,7.9241e-12,57,57,TRUE,TRUE,FALSE,2,5.5503646711216
"SORBI_3004G255300",0.029263,1.7241,1,5.95944405557204e-35,1,"PWY-3781",0.029263,2954,2954,FALSE,FALSE,TRUE,1,5.54377282579672
"SORBI_3009G224900",1.0302e-11,6.1776,0,NA,NA,NA,1.0302e-11,58,58,TRUE,TRUE,FALSE,2,5.5352583953407
"SORBI_3008G099900",0.03002,1.5553,1,5.95944405557204e-35,1,"PWY-3781",0.03002,2989,2989,FALSE,FALSE,TRUE,1,5.53354197767001
"SORBI_3009G205000",0.030253,1.3383,1,5.95944405557204e-35,1,"PWY-3781",0.030253,3002,3002,FALSE,FALSE,TRUE,1,5.52977243193407
