"pathway_id","pathway_name","n_genes","acat_p","fisher_p","tfisher_p","stouffer_p","minp_gene_p","omni_p","omni_p_BH","omni_perm_p","omni_perm_p_BH","omni_final_p","omni_final_BH"
"PWY-6922","L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis",9,0.84608875065929,0.883726983753576,1,0.920503555877861,0.933136014907306,0.905871146967425,0.999994356681512,0.936906309369063,1,0.936906309369063,1
"LEU-DEG2-PWY","L-leucine degradation I",14,0.749946527909516,0.790318287075673,1,0.824805409130938,0.838739895813332,0.805832777459491,0.999994356681512,0.93980601939806,1,0.93980601939806,1
"THRESYN-PWY","superpathway of L-threonine biosynthesis",4,0.858514846026277,0.900413872696632,1,0.953259872183385,0.952074731222185,0.93237458325532,0.999994356681512,0.942305769423058,1,0.942305769423058,1
"PWY-5486","pyruvate fermentation to ethanol II",14,0.79245356017253,0.834533626618661,1,0.858962301155894,0.889886344407855,0.851437944791994,0.999994356681512,0.943105689431057,1,0.943105689431057,1
"PWY-8137","NADPH repair (eukaryotes)",2,0.864568735064303,0.901890828925017,1,0.957151441432945,0.963198554227424,0.941026498882027,0.999994356681512,0.947405259474053,1,0.947405259474053,1
"PWY-5934","iron reduction and absorption",6,0.860039397183658,0.901113017564079,1,0.953575296631619,0.957045107866572,0.935320133894876,0.999994356681512,0.948505149485051,1,0.948505149485051,1
"PWYQT-4445","pyrimidine salvage pathway",18,0.171003987066125,0.127732482007352,0.186423099281559,0.161254520750712,0.212282766807096,0.167379863044741,0.965916478580006,0.948905109489051,1,0.948905109489051,1
"PWY-3385","choline biosynthesis I",16,0.55411700296662,0.56108677935285,1,0.556428710455849,0.630710864850728,0.576518573196661,0.999994356681512,0.94950504949505,1,0.94950504949505,1
"PWY66-385","dTMP <i>de novo</i> biosynthesis (mitochondrial)",12,0.825197194152972,0.86813811764592,1,0.908628481140103,0.924886647629357,0.893059054910434,0.999994356681512,0.94990500949905,1,0.94990500949905,1
"PWY-7343","UDP-&alpha;-D-glucose biosynthesis",16,0.757335292802534,0.802856806889924,1,0.8378994318214,0.848773507135469,0.817263606546221,0.999994356681512,0.951604839516048,1,0.951604839516048,1
"PWY4FS-6","phosphatidylethanolamine biosynthesis II",12,0.857056873938405,0.885515660997104,1,0.927512322541382,0.933267818640206,0.909884461947775,0.999994356681512,0.953604639536046,1,0.953604639536046,1
"PWY-7204","pyridoxal 5'-phosphate salvage II (plants)",18,0.301667868589326,0.276857438019379,0.398319988550372,0.326298082701476,0.325885626445118,0.32290030233621,0.999994356681512,0.955104489551045,1,0.955104489551045,1
"LEUSYN-PWY","L-leucine biosynthesis",19,0.175981215674353,0.140114226669443,0.201512888145874,0.174834702214689,0.215770078616134,0.178125589011893,0.965916478580006,0.96040395960404,1,0.96040395960404,1
"PWY-6527","stachyose degradation",18,0.666266547821207,0.685566036705159,1,0.700776420395377,0.739407885123473,0.69972769476385,0.999994356681512,0.962603739626037,1,0.962603739626037,1
"PWY-6606","guanosine nucleotides degradation II",16,0.827891202001646,0.882862026018985,1,0.916299951332301,0.92880141789993,0.900448998608552,0.999994356681512,0.964703529647035,1,0.964703529647035,1
"PWY-8346","GABA shunt II",19,0.642825946652766,0.644194975329614,1,0.656407420555804,0.713453005319858,0.665899588246777,0.999994356681512,0.966003399660034,1,0.966003399660034,1
"PWY-695","abscisic acid biosynthesis",19,0.63132093929935,0.642232853645167,1,0.645865850627933,0.699169164028785,0.655917151160128,0.999994356681512,0.967303269673033,1,0.967303269673033,1
"PWY-6546","brassinosteroids inactivation",19,0.628346118621708,0.632396528987485,1,0.640680508617312,0.695120627867206,0.650425825999264,0.999994356681512,0.968003199680032,1,0.968003199680032,1
"PWY-5114","UDP-sugars interconversion",20,0.335196742533824,0.314632392600828,0.460264980596642,0.343706831607161,0.360168123957031,0.359720235137604,0.999994356681512,0.96980301969803,1,0.96980301969803,1
"PWY-5138","fatty acid &beta;-oxidation IV (unsaturated, even number)",20,0.639135175422187,0.642671862955562,1,0.653399017705513,0.703094718485306,0.66083246521633,0.999994356681512,0.96980301969803,1,0.96980301969803,1
"PWY-7101","5-deoxystrigol biosynthesis",7,0.886144382180613,0.93338805058341,1,0.965323015838987,0.9814500522486,0.962358063812492,0.999994356681512,0.972902709729027,1,0.972902709729027,1
"PWY-7219","adenosine ribonucleotides <i>de novo</i> biosynthesis",21,0.201115910426635,0.157218495596948,0.23388872217954,0.189473690063135,0.228245143301209,0.198426840283939,0.970566066606225,0.973902609739026,1,0.973902609739026,1
"ALACAT2-PWY","L-alanine degradation II (to D-lactate)",11,0.882129543922577,0.925997045413685,1,0.963044777938402,0.981238923564206,0.960805697113759,0.999994356681512,0.974402559744026,1,0.974402559744026,1
"PWY-4661","1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>)",21,0.516406365839412,0.533444144086335,1,0.529287086438185,0.569809240385273,0.537404156825278,0.999994356681512,0.974602539746025,1,0.974602539746025,1
"PWY-6596","adenosine nucleotides degradation I",22,0.344286939224755,0.316345873486237,0.56182987656618,0.357408452568858,0.372910478937001,0.385022793496221,0.999994356681512,0.976302369763024,1,0.976302369763024,1
"PWY0-1264","biotin-carboxyl carrier protein assembly",6,0.887756176166641,0.945240938909996,1,0.967809127679586,0.98687597219251,0.970176513954349,0.999994356681512,0.976502349765023,1,0.976502349765023,1
"PWY-5268","salvianin biosynthesis",3,0.94748528326277,0.977814527659894,1,NA,NA,0.968787179876006,0.999994356681512,0.976802319768023,1,0.976802319768023,1
"PWY-6952","glycerophosphodiester degradation",21,0.410395395031782,0.372400770975773,1,0.421736904587703,0.419021135631423,0.405478744807411,0.999994356681512,0.977402259774023,1,0.977402259774023,1
"PWY-6745","phytochelatins biosynthesis",4,0.953743987284563,0.98011150986982,1,NA,NA,0.972169854693152,0.999994356681512,0.979002099790021,1,0.979002099790021,1
"PWY-7560","methylerythritol phosphate pathway II",17,0.868506771231566,0.918510273743334,1,0.959362833959408,0.964454620028139,0.944742520223765,0.999994356681512,0.979402059794021,1,0.979402059794021,1
"PWY-5973","<i>cis</i>-vaccenate biosynthesis",23,0.190209269107556,0.157194506110001,0.225065134314409,0.183171757100575,0.226140473499999,0.193183295716001,0.965916478580006,0.97980201979802,1,0.97980201979802,1
"PWY-2681","<i>trans</i>-zeatin biosynthesis",23,0.59627348788027,0.569620932150105,1,0.571560406684728,0.639155684009284,0.594981716923171,0.999994356681512,0.98030196980302,1,0.98030196980302,1
"THIOREDOX-PWY","thioredoxin pathway",21,0.730387360537381,0.745048160126838,1,0.776475609028478,0.804788022476131,0.767144688131633,0.999994356681512,0.980801919808019,1,0.980801919808019,1
"GLUTAMATE-DEG1-PWY","L-glutamate degradation I",2,0.959192312412246,0.982499841256716,1,NA,NA,0.975495253148247,0.999994356681512,0.981501849815019,1,0.981501849815019,1
"PWY-6554","1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)",22,0.385377383595894,0.343579820282396,0.852312737524491,0.397165125691542,0.406672161066433,0.528568785663797,0.999994356681512,0.981601839816018,1,0.981601839816018,1
"PWY-4321","L-glutamate degradation IV",22,0.626370452138148,0.616443717737704,1,0.626326715542971,0.678107112777226,0.637743801132777,0.999994356681512,0.981801819818018,1,0.981801819818018,1
"PWYQT-4466","superpathway of sucrose and starch metabolism I (non-photosynthetic tissue)",23,0.546337841846563,0.54800332255121,1,0.53653058597671,0.590532927510072,0.555623353853606,0.999994356681512,0.981901809819018,1,0.981901809819018,1
"PWY-5027","phylloquinol biosynthesis",7,0.896204767701861,0.952336624691508,1,0.971482351551099,0.9923227011155,0.979548438950907,0.999994356681512,0.982601739826017,1,0.982601739826017,1
"PWY-6012","acyl carrier protein metabolism",5,0.969963631414454,0.988559835379274,1,NA,NA,0.983426813689956,0.999994356681512,0.984401559844016,1,0.984401559844016,1
"PWY-6717","(1,4)-&beta;-D-xylan degradation",23,0.784038453826381,0.830682459375454,1,0.857639338758796,0.889028583061933,0.848766202131446,0.999994356681512,0.984701529847015,1,0.984701529847015,1
"UDPNACETYLGALSYN-PWY","UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II",22,0.80886997082641,0.85197487832364,1,0.875511715833187,0.913956103040308,0.872995651837346,0.999994356681512,0.984801519848015,1,0.984801519848015,1
"PWY-101","photosynthesis light reactions",23,0.817991508579193,0.857949455306537,1,0.894031773869488,0.917498299557317,0.882168989804082,0.999994356681512,0.986101389861014,1,0.986101389861014,1
"PWY-7197","pyrimidine deoxyribonucleotide phosphorylation",12,0.960523256203901,0.984866604985637,1,NA,NA,0.978112092889342,0.999994356681512,0.986201379862014,1,0.986201379862014,1
"PWY0-166","superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>)",21,0.871889541533859,0.923049577408269,1,0.961267953336608,0.973971617634562,0.952812148204752,0.999994356681512,0.986401359864014,1,0.986401359864014,1
"PWY-5046","2-oxoisovalerate decarboxylation to isobutanoyl-CoA",12,0.963656651642232,0.9854239015578,1,NA,NA,0.979186217490698,0.999994356681512,0.987001299870013,1,0.987001299870013,1
"PWY-5136","fatty acid &beta;-oxidation II (plant peroxisome)",25,0.757457297268689,0.802923581351676,1,0.842293735743679,0.849167147858202,0.818822015379239,0.999994356681512,0.988101189881012,1,0.988101189881012,1
"PWY-735","jasmonic acid biosynthesis",25,0.127070779912853,0.0780235599746769,0.111668387402108,0.0957282624824414,0.157343333257662,0.107902853318854,0.893060364152718,0.988401159884012,1,0.988401159884012,1
"PWY-82","UDP-&beta;-L-arabinose biosynthesis II (from &beta;-L-arabinose)",6,0.90231130402731,0.953871322182394,1,0.972799160421981,0.995510084314394,0.986254352509736,0.999994356681512,0.988901109889011,1,0.988901109889011,1
"PWY-6019","pseudouridine degradation",3,0.970970777573551,0.991677854273786,1,NA,NA,0.987061010298166,0.999994356681512,0.988901109889011,1,0.988901109889011,1
"PWY-922","mevalonate pathway I (eukaryotes and bacteria)",27,0.050241361485385,0.0282983967087197,0.0383159144780171,0.0289510906551844,0.0755163490125536,0.0387500509353849,0.755285603138771,0.989401059894011,1,0.989401059894011,1
"PWY-6237","nucleobase ascorbate transport I",2,0.974417259495109,0.993671818074559,1,NA,NA,0.989851521817249,0.999994356681512,0.99020097990201,1,0.99020097990201,1
"PWY-3801","sucrose degradation II (sucrose synthase)",26,0.423588973645608,0.41044610134256,1,0.442902553259408,0.473280817365937,0.437224871190178,0.999994356681512,0.991000899910009,1,0.991000899910009,1
"MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS","protein <i>N</i>-glycosylation initial phase (eukaryotic)",27,0.476000167006362,0.44096112251038,1,0.494572906410466,0.502153322370333,0.478272554985584,0.999994356681512,0.991000899910009,1,0.991000899910009,1
"PWY-5667","CDP-diacylglycerol biosynthesis I",29,0.360091115276877,0.324958591000513,0.587181885352953,0.359721292702603,0.38035031850182,0.39747666685989,0.999994356681512,0.992600739926007,1,0.992600739926007,1
"PWY-7253","apigeninidin 5-<i>O</i>-glucoside biosynthesis",24,0.894705542048851,0.94744141439685,1,0.969433709565731,0.991374187497748,0.977377748847739,0.999994356681512,0.992800719928007,1,0.992800719928007,1
"PWY-6348","phosphate acquisition",29,0.661371323908555,0.67766814970437,1,0.695433510624563,0.727594444120301,0.691870301030771,0.999994356681512,0.993100689931007,1,0.993100689931007,1
"PWY-6039","chlorogenic acid biosynthesis I",29,0.820734587491752,0.862774399113807,1,0.907517881250662,0.921437002885772,0.88964263616099,0.999994356681512,0.993100689931007,1,0.993100689931007,1
"PWY-6607","guanosine nucleotides degradation I",8,0.91064657314302,0.960696320879014,1,0.987591987696718,0.997430167923801,0.992094670990389,0.999994356681512,0.993600639936006,1,0.993600639936006,1
"PWY-3462","L-phenylalanine biosynthesis II",10,0.976272864374647,0.9949936448026,1,NA,NA,0.991730473210604,0.999994356681512,0.994500549945005,1,0.994500549945005,1
"PWY-2261","ascorbate glutathione cycle",30,0.758109314142201,0.804513091088151,1,0.844369504774862,0.86048230177725,0.82404555202436,0.999994356681512,0.994800519948005,1,0.994800519948005,1
"PWY-6964","ammonia assimilation cycle II",14,0.903703338347959,0.954037091081246,1,0.986928053699007,0.996933826809715,0.990791436927786,0.999994356681512,0.994900509949005,1,0.994900509949005,1
"PWY-5980","xylogalacturonan biosynthesis",33,0.121142963795297,0.0770606925886397,0.10936345116846,0.088145948331307,0.155636003176524,0.104083510366694,0.893060364152718,0.995200479952005,1,0.995200479952005,1
"PWY-5048","rosmarinic acid biosynthesis I",34,0.136521380316937,0.0859534210692083,0.121372450981541,0.0991987221731664,0.15987325844391,0.11510555804635,0.893060364152718,0.996400359964004,1,0.996400359964004,1
"PWY-3561","choline biosynthesis III",34,0.114797048667156,0.067438933196599,0.108995297623707,0.0830666249748622,0.130911652824183,0.0956053264667134,0.893060364152718,0.997800219978002,1,0.997800219978002,1
"PWY-7184","pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I",25,0.911728808498327,0.960882771436416,1,0.994548183117642,0.999433599149584,0.997985331258783,0.999994356681512,0.998500149985001,1,0.998500149985001,1
"PWY-6164","3-dehydroquinate biosynthesis I",10,0.918081653329149,0.962895196188098,1,0.99600976774965,0.99944693700643,0.998092967375251,0.999994356681512,0.998600139986001,1,0.998600139986001,1
"PWY-5147","oleate biosynthesis I (plants)",41,0.264104726938401,0.211049979363218,0.324834161405603,0.266803028935974,0.27271290360394,0.264110248858913,0.999994356681512,0.998800119988001,1,0.998800119988001,1
"PWY-5084","2-oxoglutarate decarboxylation to succinyl-CoA",10,0.976534023850108,0.999604620626149,1,NA,NA,0.999222321817334,0.999994356681512,0.998900109989001,1,0.998900109989001,1
"PWY-1422","vitamin E biosynthesis (tocopherols)",10,0.925381456241608,0.967170689245085,1,0.997294888226907,0.999623167090266,0.99869574340002,0.999994356681512,0.999100089991001,1,0.999100089991001,1
"PWY-7416","phospholipid remodeling (phosphatidylcholine, yeast)",45,0.0355127221704113,0.0213139088692037,0.0319442311368282,0.0184498040456372,0.0585070368824848,0.0281544558528132,0.703861396320329,0.999200079992001,1,0.999200079992001,1
"PWY-7980","ATP biosynthesis",29,0.933181919173266,0.96872317565907,1,0.999315477340667,0.999623167090266,0.999038737057554,0.999994356681512,0.999300069993001,1,0.999300069993001,1
"PWY-361","phenylpropanoid biosynthesis",47,0.674535045832278,0.685566036705159,1,0.700776420395377,0.742427717203272,0.70247776102989,0.999994356681512,0.999600039996,1,0.999600039996,1
"TRIGLSYN-PWY","diacylglycerol and triacylglycerol biosynthesis",56,0.678028126245349,0.690100350642464,1,0.705268194543135,0.7517688661908,0.708334922746364,0.999994356681512,0.999800019998,1,0.999800019998,1
"PWY-6440","spermine and spermidine degradation II",3,0.981744939543749,0.999824303593305,1,NA,NA,0.99965195340347,0.999994356681512,0.999800019998,1,0.999800019998,1
"PWY-2841","cytokinins degradation",2,0.986022775729511,0.999824303593305,1,NA,NA,0.999652966761306,0.999994356681512,0.999800019998,1,0.999800019998,1
"PWY-7039","phosphatidate metabolism, as a signaling molecule",54,0.167273859377071,0.119763221364839,0.18333926220615,0.14618915337893,0.20310118034398,0.158955098315955,0.965916478580006,0.999900009999,1,0.999900009999,1
"PWY-8157","avenanthramide biosynthesis",51,0.257677976986482,0.198977821553871,0.294839970507047,0.25827032472854,0.265723892538222,0.251749647255119,0.999994356681512,0.999900009999,1,0.999900009999,1
"PWY-5129","sphingolipid biosynthesis (plants)",54,0.38412608811385,0.343107124563624,0.846773077910217,0.391477465827997,0.401351485785336,0.520422859269109,0.999994356681512,0.999900009999,1,0.999900009999,1
"PWY-5690","TCA cycle II (plants and fungi)",50,0.409929941897955,0.35604408356424,0.962869710011392,0.419788436023703,0.415717648040396,0.807381694332447,0.999994356681512,0.999900009999,1,0.999900009999,1
"PWY-5080","very long chain fatty acid biosynthesis I",59,0.534013426328354,0.537834111038444,1,0.532676210427696,0.588751344935812,0.548636263738023,0.999994356681512,0.999900009999,1,0.999900009999,1
"GLUTAMINDEG-PWY","L-glutamine degradation I",54,0.823168381727434,0.867259714129795,1,0.907605414131728,0.921631650296832,0.890771035436841,0.999994356681512,0.999900009999,1,0.999900009999,1
"PWY-6803","phosphatidylcholine acyl editing",90,0.0608564944160451,0.0339257892415041,0.0458075124841388,0.0322325629459996,0.0813084453236756,0.0450587860131826,0.755285603138771,1,1,1,1
"LIPASYN-PWY","phospholipases",108,0.0674997221325125,0.0339257892415041,0.0596294923606209,0.0323998355374897,0.0813084453236756,0.0480264887740427,0.755285603138771,1,1,1,1
"PWY-1042","glycolysis IV",91,0.160107119041592,0.108916391874992,0.17840957309782,0.136326822929695,0.202160084729498,0.150624003038707,0.941400018991918,1,1,1,1
"GLUCONEO-PWY","gluconeogenesis I",83,0.232105620724665,0.16936518729922,0.250979836320214,0.201674606495348,0.246824486900558,0.216196329927355,0.992738249666425,1,1,1,1
"PWY-3781","aerobic respiration I (cytochrome c)",313,0.488611015232561,0.452841927407411,1,0.510131604055585,0.529452151934642,0.495193244934406,0.999994356681512,1,1,1,1
"LIPAS-PWY","triacylglycerol degradation",120,0.500389505500858,0.49076162018413,1,0.522893462164314,0.548562830952503,0.515743326244525,0.999994356681512,1,1,1,1
"PWY-6352","3-phosphoinositide biosynthesis",66,0.691883828707546,0.702384890174637,1,0.717587034914475,0.770368876368172,0.723221415971335,0.999994356681512,1,1,1,1
"CITRULBIO-PWY","L-citrulline biosynthesis",71,0.756889446623636,0.791510356353472,1,0.831192100651338,0.845276799945611,0.81145920971822,0.999994356681512,1,1,1,1
"PWY-5083","NAD(P)/NADPH interconversion",54,0.864707349446813,0.903715139007585,1,0.958774998135171,0.964131981333975,0.94256885123131,0.999994356681512,1,1,1,1
"PWY-7187","pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II",11,0.936550805325874,0.97583887553644,1,0.999315477340667,0.999997987727358,0.999991975417212,0.999994356681512,1,1,1,1
"PWY-5139","pelargonidin conjugates biosynthesis",3,0.94748528326277,0.977764389707158,1,0.999990001286381,0.999998357225234,0.999994356681512,0.999994356681512,1,1,1,1
