"pathway_id","pathway_name","n_genes","acat_p","fisher_p","tfisher_p","stouffer_p","minp_gene_p","omni_p","omni_p_BH","omni_perm_p","omni_perm_p_BH","omni_final_p","omni_final_BH"
"PWY-5121","superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)",8,0.240761160494653,0.189066346801922,0.271134738115672,0.226246291494426,0.258063658581966,0.234047512107618,0.999994356681512,0.661533846615338,1,0.661533846615338,1
"POLYAMINSYN3-PWY","superpathway of polyamine biosynthesis II",3,0.604026602983867,0.573638485911927,1,0.57686209323988,0.650105033085862,0.602230535311523,0.999994356681512,0.661533846615338,1,0.661533846615338,1
"PWY-5863","superpathway of phylloquinol biosynthesis",8,0.240761160494653,0.18929816507248,0.276729598633955,0.250774856439268,0.258406242998353,0.239934418725661,0.999994356681512,0.662733726627337,1,0.662733726627337,1
"PWY-8159","dipyrromethane cofactor biosynthesis",2,0.40075148025728,0.351591778237374,0.918612371787668,0.415405050151898,0.413904615719417,0.64504777939888,0.999994356681512,0.676032396760324,1,0.676032396760324,1
"PWY-5910","superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)",8,0.240761160494653,0.191030573811373,0.282288178034766,0.252897181430862,0.261427722151219,0.242270875882055,0.999994356681512,0.677032296770323,1,0.677032296770323,1
"PWY-6120","L-tyrosine biosynthesis III",5,0.499614126971829,0.486971733907048,1,0.522515234961503,0.54588687251249,0.513826009412996,0.999994356681512,0.681731826817318,1,0.681731826817318,1
"PWY-5453","methylglyoxal degradation III",6,0.430843481957716,0.415225999960017,1,0.455409968821087,0.483526325966592,0.44590805785517,0.999994356681512,0.682231776822318,1,0.682231776822318,1
"PWY-5034","gibberellin A<sub>12</sub> biosynthesis",4,0.596864085772513,0.570066136500675,1,0.573760453203348,0.642785289411993,0.596778493607276,0.999994356681512,0.686531346865313,1,0.686531346865313,1
"PWY-5097","L-lysine biosynthesis VI",25,0.0048084253703613,0.00075413876010125,0.000409840528667882,0.0019851890879384,0.00485956827886368,0.00106759066393347,0.120103949692515,0.690630936906309,1,0.690630936906309,1
"PWY1F-823","leucopelargonidin and leucocyanidin biosynthesis",9,0.237827622289652,0.183858696228606,0.253325320321276,0.220019313924478,0.258021914437716,0.227755147427452,0.999994356681512,0.705129487051295,1,0.705129487051295,1
"PWY-6577","farnesylcysteine salvage pathway",4,0.605806470944542,0.581110228488432,1,0.582886147933488,0.664178876266153,0.609930855457866,0.999994356681512,0.706129387061294,1,0.706129387061294,1
"PWY-5704","urea degradation II",2,0.648672184264164,0.654737885918802,1,0.662612910488289,0.715665325004742,0.671891090322412,0.999994356681512,0.707629237076292,1,0.707629237076292,1
"PWY-5957","L-nicotianamine biosynthesis",9,0.233073709761579,0.179524863896293,0.25169782730676,0.208296691909806,0.250715807409797,0.221616923728263,0.997276156777186,0.711828817118288,1,0.711828817118288,1
"SERSYN-PWY","L-serine biosynthesis I",6,0.498546388987214,0.486321684873814,1,0.517861583917458,0.539781497054504,0.510678470320544,0.999994356681512,0.713328667133287,1,0.713328667133287,1
"PWY-6543","4-aminobenzoate biosynthesis I",3,0.654682928089715,0.655081219331372,1,0.66279201873141,0.717400014698905,0.673935241910511,0.999994356681512,0.71962803719628,1,0.71962803719628,1
"PWY-6786","detoxification of reactive carbonyls in chloroplasts",7,0.437389047198769,0.422930443045351,1,0.47692809185857,0.487466267065651,0.455861228758527,0.999994356681512,0.725227477252275,1,0.725227477252275,1
"PWY-4381","fatty acid biosynthesis initiation (type II)",6,0.514443371270549,0.499188041655241,1,0.527060325276091,0.555217470862883,0.524090182081552,0.999994356681512,0.726627337266273,1,0.726627337266273,1
"HEME-BIOSYNTHESIS-II","heme <i>b</i> biosynthesis I (aerobic)",9,0.262746965127293,0.206787317106892,0.312243396093564,0.264922429642361,0.27056454329899,0.259923987520389,0.999994356681512,0.733426657334267,1,0.733426657334267,1
"PWY-7205","CMP phosphorylation",9,0.278989954308508,0.220526284321682,0.36075635591674,0.278138737353507,0.287166237509817,0.280155984962616,0.999994356681512,0.738426157384262,1,0.738426157384262,1
"PWY-6483","ceramide degradation (generic)",6,0.549254766073153,0.558412249785567,1,0.551813137964879,0.627400689365978,0.572631156108178,0.999994356681512,0.747025297470253,1,0.747025297470253,1
"PWY-7590","(7Z,10Z,13Z)-hexadecatrienoate biosynthesis",3,0.66515368355424,0.685566036705159,1,0.700776420395377,0.739027195423794,0.699368316458093,0.999994356681512,0.74972502749725,1,0.74972502749725,1
"PWY4FS-4","phosphatidylcholine biosynthesis IV",8,0.415911592497249,0.398275411168242,1,0.429847992512438,0.436222867245708,0.419887822881876,0.999994356681512,0.74982501749825,1,0.74982501749825,1
"PWY-7546","diphthamide biosynthesis II (eukaryotes)",7,0.48955808138731,0.470273178114226,1,0.516281125361576,0.531232860777171,0.501842381476897,0.999994356681512,0.750624937506249,1,0.750624937506249,1
"PWY-6066","IAA biosynthesis VII",3,0.680985366838072,0.69312185079563,1,0.706650098501923,0.765977687711907,0.714667628616624,0.999994356681512,0.75992400759924,1,0.75992400759924,1
"PWY-8105","queuosine biosynthesis II (queuine salvage)",2,0.700964927135389,0.719447098020832,1,0.748232367597254,0.78108159333255,0.740229435820626,0.999994356681512,0.763023697630237,1,0.763023697630237,1
"PWY-6030","serotonin and melatonin biosynthesis",9,0.322757111039923,0.292330052726303,0.422113776467443,0.334066250005161,0.33458446614926,0.338348515812682,0.999994356681512,0.767023297670233,1,0.767023297670233,1
"PWY-6441","spermine and spermidine degradation III",15,0.0522378305802905,0.0288580344855872,0.0436726259563032,0.0322325629459996,0.0794745954047286,0.0415953561934534,0.755285603138771,0.773822617738226,1,0.773822617738226,1
"PWY-6613","tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate",4,0.684305259933244,0.694330095597463,1,0.708925446133113,0.770073445528487,0.717596140597268,0.999994356681512,0.777822217778222,1,0.777822217778222,1
"PWY-6147","6-hydroxymethyl-dihydropterin diphosphate biosynthesis I",5,0.677430411261361,0.686005894660863,1,0.701766878329109,0.743803071549171,0.703894792143822,0.999994356681512,0.788521147885211,1,0.788521147885211,1
"PWY4FS-3","phosphatidylcholine biosynthesis III",9,0.413376673039925,0.396921776074122,1,0.425577386908204,0.422254531879272,0.414422165642306,0.999994356681512,0.79002099790021,1,0.79002099790021,1
"PWY-4861","UDP-&alpha;-D-galacturonate biosynthesis I (from UDP-D-glucuronate)",9,0.427143225245117,0.41263815446342,1,0.448805197081336,0.481206888595664,0.442088610235411,0.999994356681512,0.790620937906209,1,0.790620937906209,1
"PANTO-PWY","phosphopantothenate biosynthesis I",3,0.714930352205141,0.73042942122367,1,0.753746052343033,0.802700268509308,0.754311556341441,0.999994356681512,0.792820717928207,1,0.792820717928207,1
"PWY-6333","acetaldehyde biosynthesis I",9,0.420753894689671,0.409633605537151,1,0.442050264392413,0.457541155437273,0.432263565651265,0.999994356681512,0.793420657934207,1,0.793420657934207,1
"PWY-5172","acetyl-CoA biosynthesis from citrate",8,0.521318967821393,0.536541191665279,1,0.531016737607378,0.575269176652307,0.54123599555121,0.999994356681512,0.793920607939206,1,0.793920607939206,1
"PWY-699","brassinolide biosynthesis I",9,0.431969284494192,0.419585944422503,1,0.475859112928063,0.486257482546739,0.45304512965117,0.999994356681512,0.801219878012199,1,0.801219878012199,1
"PWY-8171","molybdenum cofactor biosynthesis",6,0.663490135933543,0.685566036705159,1,0.700776420395377,0.734926659489704,0.697757367380129,0.999994356681512,0.801819818018198,1,0.801819818018198,1
"PWY-2582","brassinolide biosynthesis II",9,0.431969284494192,0.419323317804364,1,0.474005553867049,0.485454582689284,0.452323858984642,0.999994356681512,0.802419758024198,1,0.802419758024198,1
"HISTSYN-PWY","L-histidine biosynthesis",10,0.292654333763959,0.269253804056054,0.383045635537753,0.314503014676715,0.310248856674161,0.31119282387667,0.999994356681512,0.802919708029197,1,0.802919708029197,1
"PWY-3982","uracil degradation I (reductive)",5,0.695099617306599,0.715848428613485,1,0.726724814328646,0.771868719775671,0.729714502366479,0.999994356681512,0.803019698030197,1,0.803019698030197,1
"PWY-7199","pyrimidine deoxyribonucleosides salvage",8,0.565126448231963,0.56289403727032,1,0.558363499095349,0.630892929948991,0.580163384946411,0.999994356681512,0.804819518048195,1,0.804819518048195,1
"PWY-641","proanthocyanidins biosynthesis from flavanols",9,0.509239698106459,0.495041405296781,1,0.523936630218993,0.550170627552012,0.51968870410394,0.999994356681512,0.808419158084192,1,0.808419158084192,1
"PWY-7344","UDP-&alpha;-D-galactose biosynthesis",4,0.730684694096189,0.749611934720869,1,0.786082199548071,0.805709679358381,0.771125231812347,0.999994356681512,0.81971802819718,1,0.81971802819718,1
"PWY-1822","indole-3-acetate activation I",5,0.727319192724299,0.740394499287935,1,0.775590707965138,0.803031157591634,0.764703625065517,0.999994356681512,0.822017798220178,1,0.822017798220178,1
"PWY3O-450","phosphatidylcholine biosynthesis I",9,0.379777671212479,0.339394783740312,0.836638492796409,0.386960680296657,0.400712982284533,0.508406946427335,0.999994356681512,0.822617738226177,1,0.822617738226177,1
"PWY-2541","phytosterol biosynthesis (plants)",13,0.138267220979821,0.0879158518487178,0.132286157316934,0.117840557696909,0.165421953287366,0.12313404402819,0.9135378150339,0.824017598240176,1,0.824017598240176,1
"PWY-4041","&gamma;-glutamyl cycle",8,0.62703981633647,0.619641513012358,1,0.636825817153912,0.690884080314428,0.644929097300261,0.999994356681512,0.828117188281172,1,0.828117188281172,1
"PWY-7221","guanosine ribonucleotides <i>de novo</i> biosynthesis",7,0.69980143346687,0.71901243950906,1,0.730585570647135,0.774309802978816,0.733185971986716,0.999994356681512,0.836816318368163,1,0.836816318368163,1
"PWY-5872","ubiquinol-10 biosynthesis (late decarboxylation)",6,0.719650628279791,0.73072962737711,1,0.758367970299958,0.802700268509308,0.756483581577586,0.999994356681512,0.838316168383162,1,0.838316168383162,1
"SULFMETII-PWY","assimilatory sulfate reduction II",9,0.571802162402923,0.56349851063634,1,0.559160975555507,0.636625604093898,0.583746505139444,0.999994356681512,0.841815818418158,1,0.841815818418158,1
"PWY-621","sucrose degradation III (sucrose invertase)",16,0.072533329667118,0.034043324009812,0.0670870531293409,0.0330741674322688,0.09151718074765,0.0504662670252745,0.755285603138771,0.844715528447155,1,0.844715528447155,1
"PWY-5350","thiosulfate disproportionation IV (rhodanese)",6,0.73724938070783,0.774926610937543,1,0.81738949706044,0.817738152370164,0.791050306466451,0.999994356681512,0.85041495850415,1,0.85041495850415,1
"PWY-7985","oxalate degradation VI",12,0.280948895811179,0.224343909207061,0.36075635591674,0.279434841582941,0.293051738583348,0.283046718080225,0.999994356681512,0.85051494850515,1,0.85051494850515,1
"PWY-6124","inosine-5'-phosphate biosynthesis II",10,0.589306524494104,0.566918594300887,1,0.562597729747621,0.638960054457312,0.590385403656969,0.999994356681512,0.851114888511149,1,0.851114888511149,1
"PWY-6275","&beta;-caryophyllene biosynthesis",9,0.628044866844041,0.630102797646974,1,0.639660294040636,0.6913438894624,0.648450651372623,0.999994356681512,0.851714828517148,1,0.851714828517148,1
"PWY-5035","gibberellin biosynthesis III (early C-13 hydroxylation)",10,0.615254971031493,0.606211801404869,1,0.619152919997746,0.673219467348054,0.629493643255788,0.999994356681512,0.86041395860414,1,0.86041395860414,1
"PWY-3341","L-proline biosynthesis III (from L-ornithine)",2,0.777745413817306,0.825705519418897,1,0.855056396882834,0.886843822002846,0.845217489474374,0.999994356681512,0.865513448655134,1,0.865513448655134,1
"PWY-7634","vernolate biosynthesis II",8,0.732766117921658,0.766646937328615,1,0.804637988769615,0.810295241318146,0.782126475957482,0.999994356681512,0.871212878712129,1,0.871212878712129,1
"PWY-4541","lipid-dependent phytate biosynthesis I (via Ins(1,4,5)P<sub>3</sub>)",12,0.418007346028831,0.398583350978448,1,0.435623971783083,0.437866809523799,0.422316895395066,0.999994356681512,0.880911908809119,1,0.880911908809119,1
"PWY-3821","D-galactose detoxification",9,0.731520850076508,0.764214576418203,1,0.798937769394859,0.806456824207842,0.77844163335277,0.999994356681512,0.883711628837116,1,0.883711628837116,1
"VALSYN-PWY","L-valine biosynthesis",9,0.723952139758585,0.732771129327149,1,0.761602714898484,0.802700268509308,0.758612665832418,0.999994356681512,0.885211478852115,1,0.885211478852115,1
"PWY-4984","urea cycle",13,0.276711316450382,0.217064123652066,0.356932880416497,0.274203647541506,0.282638237148814,0.276464102534904,0.999994356681512,0.886711328867113,1,0.886711328867113,1
"PWY66-423","fructose 2,6-bisphosphate biosynthesis",2,0.811908829393155,0.856769175614797,1,0.876776787317453,0.914766499508997,0.87502073390768,0.999994356681512,0.887611238876112,1,0.887611238876112,1
"CITRULLINE-DEG-PWY","L-citrulline degradation",14,0.211316093419075,0.167979486218325,0.246784346154,0.195023210513787,0.232358736714152,0.207432866269138,0.992738249666425,0.887711228877112,1,0.887711228877112,1
"PWY-5125","anthocyanin biosynthesis",13,0.333846299582961,0.302336098943571,0.445163542833085,0.340617289355065,0.350463693701463,0.351424061940849,0.999994356681512,0.88981101889811,1,0.88981101889811,1
"PWY-5434","(3<i>E</i>)-4,8-dimethylnona-1,3,7-triene biosynthesis I",4,0.808365934989164,0.849931583885441,1,0.868499348317553,0.906470685138492,0.866914386002938,0.999994356681512,0.891410858914109,1,0.891410858914109,1
"PWY3O-4107","NAD salvage pathway V (PNC V cycle)",15,0.147903728373838,0.097912707747343,0.161516824919163,0.126853120568721,0.182168761379367,0.137245701639543,0.935766147542339,0.893010698930107,1,0.893010698930107,1
"PWY-5340","sulfate activation for sulfonation",10,0.738246404062701,0.784949976471524,1,0.817659006005939,0.821791056653193,0.794856405746121,0.999994356681512,0.895010498950105,1,0.895010498950105,1
"PHOSLIPSYN2-PWY","superpathway of phospholipid biosynthesis II (plants)",12,0.609680397552885,0.585559708706134,1,0.597450811944496,0.669135384471037,0.616855177460733,0.999994356681512,0.897510248975102,1,0.897510248975102,1
"PWY-6367","D-<i>myo</i>-inositol-5-phosphate metabolism",7,0.79358819131586,0.838679015217974,1,0.861975582780797,0.891984599845591,0.854203956684028,0.999994356681512,0.897510248975102,1,0.897510248975102,1
"PWY-7176","UTP and CTP <i>de novo</i> biosynthesis",13,0.360974218999375,0.334189205145745,0.59615370999665,0.366319849516298,0.384131545245188,0.403936021132066,0.999994356681512,0.9000099990001,1,0.9000099990001,1
"PWY-7193","pyrimidine ribonucleosides salvage I",12,0.609919876727304,0.597900941974296,1,0.614833497203257,0.671541994300572,0.624711547170529,0.999994356681512,0.902209779022098,1,0.902209779022098,1
"NONOXIPENT-PWY","pentose phosphate pathway (non-oxidative branch) I",13,0.488354218624356,0.451943302673248,1,0.505994433852851,0.514779187657913,0.490180315788784,0.999994356681512,0.903409659034097,1,0.903409659034097,1
"PWY-5925","hydroxylated mugineic acid phytosiderophore biosynthesis",3,0.827660487238545,0.869467871920729,1,0.908920798017677,0.925019463223217,0.893694915774797,0.999994356681512,0.912608739126087,1,0.912608739126087,1
"PWY66-21","ethanol degradation II",14,0.346946451844746,0.317906612414701,0.573848839889,0.35887862050452,0.378978663637101,0.389791364690541,0.999994356681512,0.913608639136086,1,0.913608639136086,1
"ALANINE-SYN2-PWY","L-alanine biosynthesis II",9,0.805170489238301,0.839388626666664,1,0.862441196737053,0.906010674319561,0.862699528945332,0.999994356681512,0.914508549145086,1,0.914508549145086,1
"PWY-5337","stachyose biosynthesis",10,0.769068923242052,0.82502120349902,1,0.854095987199758,0.88413614057707,0.842462814948334,0.999994356681512,0.916708329167083,1,0.916708329167083,1
"DTDPRHAMSYN-PWY","dTDP-&beta;-L-rhamnose biosynthesis",8,0.814838054450734,0.857472887806526,1,0.880705141066574,0.916958596733162,0.877669374932677,0.999994356681512,0.917208279172083,1,0.917208279172083,1
"PWY-2981","diterpene phytoalexins precursors biosynthesis",9,0.818212313564249,0.862014989159593,1,0.895125653038772,0.920912472275275,0.884973276035061,0.999994356681512,0.925807419258074,1,0.925807419258074,1
"PWY-5060","luteolin biosynthesis",18,0.114696974184935,0.067438933196599,0.0865742844234082,0.0811128197938702,0.115425026621417,0.0892458255288167,0.873056988868859,0.928707129287071,1,0.928707129287071,1
"CYSTSYN-PWY","L-cysteine biosynthesis I",15,0.492760112632843,0.483507685140156,1,0.516982014303413,0.534975012287923,0.507090418653592,0.999994356681512,0.92990700929907,1,0.92990700929907,1
"PWY-2161","folate polyglutamylation",12,0.765435344594835,0.817015121688603,1,0.853288080650358,0.876523477778905,0.836815371652568,0.999994356681512,0.93030696930307,1,0.93030696930307,1
"PWY4FS-2","phosphatidylcholine biosynthesis II",15,0.374263469181528,0.336002682404083,0.671513204206225,0.36745299674923,0.386645547763714,0.425050150790337,0.999994356681512,0.931006899310069,1,0.931006899310069,1
"FASYN-ELONG-PWY","fatty acid elongation -- saturated",16,0.257989699445929,0.200897214738716,0.300797823677847,0.26228283610328,0.269849396097317,0.254843386619961,0.999994356681512,0.932006799320068,1,0.932006799320068,1
"ASPARTATE-DEG1-PWY","L-aspartate degradation I",4,0.858514846026277,0.885856972107475,1,0.937677426462762,0.936887209992215,0.915907356727583,0.999994356681512,0.932006799320068,1,0.932006799320068,1
"ASPARTATESYN-PWY","L-aspartate biosynthesis",4,0.858514846026277,0.886354338115122,1,0.940824209911232,0.943573364608161,0.920491039012862,0.999994356681512,0.933506649335066,1,0.933506649335066,1
"PWY-5669","phosphatidylserine and phosphatidylethanolamine biosynthesis I",13,0.754280051346511,0.791027648530561,1,0.828274829121587,0.842839236800582,0.809179907906945,0.999994356681512,0.935606439356064,1,0.935606439356064,1
"PWY-3001","superpathway of L-isoleucine biosynthesis I",4,0.858514846026277,0.88994875844928,1,0.944332834072172,0.94926464809432,0.925409833244579,0.999994356681512,0.936806319368063,1,0.936806319368063,1
