archetype,group,rank,p,mlog10p
Archetype I - SDA,in_set,0.11818181818181818,0.06208365371631615,1.2070227321148619
Archetype I - SDA,in_set,0.12272727272727273,0.07092738193443493,1.149186070497057
Archetype I - SDA,in_set,0.12727272727272726,0.07488653984927057,1.1255962356317473
Archetype I - SDA,in_set,0.1318181818181818,0.07489590599910989,1.1255419212937199
Archetype I - SDA,in_set,0.13636363636363635,0.07935959949542573,1.1004005326049549
Archetype I - SDA,in_set,0.1409090909090909,0.07989401079506052,1.0974857760821024
Archetype I - SDA,in_set,0.14545454545454545,0.08090203670924721,1.0920405448839803
Archetype I - SDA,in_set,0.15,0.09654178576922944,1.0152846721368687
Archetype I - SDA,in_set,0.15454545454545454,0.10146914682819136,0.993665991240373
Archetype I - SDA,in_set,0.1590909090909091,0.10318698699331949,0.9863750685357051
Archetype I - SDA,in_set,0.16363636363636364,0.10567153785649298,0.976041972166572
Archetype I - SDA,in_set,0.16818181818181818,0.1076291688559956,0.9680700134607924
Archetype I - SDA,in_set,0.17272727272727273,0.11137082133096746,0.9532285775180097
Archetype I - SDA,in_set,0.17727272727272728,0.11403291842648755,0.9429697607048552
Archetype I - SDA,in_set,0.18181818181818182,0.11641132681295971,0.9340047608112106
Archetype I - SDA,in_set,0.18636363636363637,0.12949633720900228,0.887742515385164
Archetype I - SDA,in_set,0.19090909090909092,0.13241654887968973,0.8780577351530725
Archetype I - SDA,in_set,0.19545454545454546,0.13334100801107038,0.8750362660846798
Archetype I - SDA,in_set,0.2,0.13641843119552055,0.8651269491388847
Archetype I - SDA,in_set,0.20454545454545456,0.14228151986115642,0.8468515042974181
Archetype I - SDA,in_set,0.20909090909090908,0.1482992567562671,0.8288610255559793
Archetype I - SDA,in_set,0.21363636363636362,0.15084706685324817,0.8214631300487113
Archetype I - SDA,in_set,0.21818181818181817,0.15277284102242247,0.8159538449910435
Archetype I - SDA,in_set,0.22272727272727272,0.1534096890810992,0.8141472102594555
Archetype I - SDA,in_set,0.22727272727272727,0.15546333086571024,0.8083720315932161
Archetype I - SDA,in_set,0.2318181818181818,0.1570298452967364,0.8040177971713298
Archetype I - SDA,in_set,0.23636363636363636,0.1659773743175023,0.7799511100248339
Archetype I - SDA,in_set,0.2409090909090909,0.1681857825247238,0.7742107197868187
Archetype I - SDA,in_set,0.24545454545454545,0.16945835644432591,0.7709370100772617
Archetype I - SDA,in_set,0.25,0.16949545025188112,0.7708419550244489
Archetype I - SDA,in_set,0.2545454545454545,0.17376921219930117,0.7600271677975579
Archetype I - SDA,in_set,0.2590909090909091,0.17796956470306757,0.7496542618016127
Archetype I - SDA,in_set,0.2636363636363636,0.1838055443384388,0.7356413926274177
Archetype I - SDA,in_set,0.2681818181818182,0.18753353903658765,0.7269210505178927
Archetype I - SDA,in_set,0.2727272727272727,0.1922164154107727,0.7162095260436848
Archetype I - SDA,in_set,0.2772727272727273,0.19724415617021474,0.7049958549404679
Archetype I - SDA,in_set,0.2818181818181818,0.20208812889932404,0.6944591971474322
Archetype I - SDA,in_set,0.2863636363636364,0.2027689116088237,0.692998629968425
Archetype I - SDA,in_set,0.2909090909090909,0.20446416237861945,0.6893828023027708
Archetype I - SDA,in_set,0.29545454545454547,0.20529920362062598,0.687612735304705
Archetype I - SDA,in_set,0.3,0.2059264047626965,0.6862879627190187
Archetype I - SDA,in_set,0.30454545454545456,0.21061642161930225,0.6765077701846818
Archetype I - SDA,in_set,0.3090909090909091,0.21586624163434723,0.6658152697466
Archetype I - SDA,in_set,0.31363636363636366,0.219293601018004,0.658974040840108
Archetype I - SDA,in_set,0.3181818181818182,0.2274936085962893,0.6430308002831545
Archetype I - SDA,in_set,0.32272727272727275,0.2275056201161508,0.6430078704122134
Archetype I - SDA,in_set,0.32727272727272727,0.2322213014562756,0.6340979453183487
Archetype I - SDA,in_set,0.33181818181818185,0.23329901238466613,0.6320870996837339
Archetype I - SDA,in_set,0.33636363636363636,0.23675455034086662,0.6257016652542002
Archetype I - SDA,in_set,0.3409090909090909,0.2374241725440041,0.6244750668976576
Archetype I - SDA,in_set,0.34545454545454546,0.23762730594493636,0.6241036556949283
Archetype I - SDA,in_set,0.35,0.2403538802946376,0.6191488621896041
Archetype I - SDA,in_set,0.35454545454545455,0.24374520158752602,0.6130639251456163
Archetype I - SDA,in_set,0.35909090909090907,0.2464048613957045,0.6083507280964853
Archetype I - SDA,in_set,0.36363636363636365,0.2561754550593491,0.5914624836582237
Archetype I - SDA,in_set,0.36818181818181817,0.25798215164378097,0.5884103394272756
Archetype I - SDA,in_set,0.37272727272727274,0.26069741878993197,0.5838632688348886
Archetype I - SDA,in_set,0.37727272727272726,0.2631474308751497,0.5798008656702355
Archetype I - SDA,in_set,0.38181818181818183,0.26676002688794886,0.5738792474788785
Archetype I - SDA,in_set,0.38636363636363635,0.2687407999889102,0.5706663943598349
Archetype I - SDA,in_set,0.39090909090909093,0.27011855020690423,0.5684455899115438
Archetype I - SDA,in_set,0.39545454545454545,0.2738779439649829,0.5624429410939483
Archetype I - SDA,in_set,0.4,0.27525526900267716,0.5602643589070332
Archetype I - SDA,in_set,0.40454545454545454,0.27611998264323023,0.5589021625832739
Archetype I - SDA,in_set,0.4090909090909091,0.2881218772215728,0.5404237642954781
Archetype I - SDA,in_set,0.41363636363636364,0.30208254459751027,0.519874369079579
Archetype I - SDA,in_set,0.41818181818181815,0.3051624677886474,0.5154688817087066
Archetype I - SDA,in_set,0.42272727272727273,0.30836020411414405,0.5109416755265022
Archetype I - SDA,in_set,0.42727272727272725,0.3141700771161113,0.5028351813654329
Archetype I - SDA,in_set,0.4318181818181818,0.3284632003526443,0.48351327992161575
Archetype I - SDA,in_set,0.43636363636363634,0.33303613139516364,0.47750864693118567
Archetype I - SDA,in_set,0.4409090909090909,0.3374558820216035,0.471782997490702
Archetype I - SDA,in_set,0.44545454545454544,0.34115048692767924,0.4670540045105494
Archetype I - SDA,in_set,0.45,0.3431403985509865,0.46452814864468644
Archetype I - SDA,in_set,0.45454545454545453,0.34354001791060484,0.4640226660412043
Archetype I - SDA,in_set,0.4590909090909091,0.3507034073456934,0.45506001460254675
Archetype I - SDA,in_set,0.4636363636363636,0.3573339478950202,0.44692572243981454
Archetype I - SDA,in_set,0.4681818181818182,0.35807830525536966,0.4460219906141628
Archetype I - SDA,in_set,0.4727272727272727,0.3591913951057992,0.44467407596584524
Archetype I - SDA,in_set,0.4772727272727273,0.3607406517435782,0.44280491442374925
Archetype I - SDA,in_set,0.4818181818181818,0.36186392680671875,0.44145470832487543
Archetype I - SDA,in_set,0.4863636363636364,0.36999937502662905,0.43179900950791195
Archetype I - SDA,in_set,0.4909090909090909,0.37039188734687933,0.4313385341906125
Archetype I - SDA,in_set,0.4954545454545455,0.37088596029738885,0.43075960636073063
Archetype I - SDA,in_set,0.5,0.3769231607632141,0.423747175676902
Archetype I - SDA,in_set,0.5045454545454545,0.37695267927309484,0.4237131654983528
Archetype I - SDA,in_set,0.509090909090909,0.3778354913565364,0.42269724975895484
Archetype I - SDA,in_set,0.5136363636363637,0.3796884401510927,0.4205726250224771
Archetype I - SDA,in_set,0.5181818181818182,0.38072383358499495,0.4193899351886353
Archetype I - SDA,in_set,0.5227272727272727,0.3934452860950402,0.40511565364580965
Archetype I - SDA,in_set,0.5272727272727272,0.4052424587066177,0.3922850583365141
Archetype I - SDA,in_set,0.5318181818181819,0.40764664405574785,0.38971612864737015
Archetype I - SDA,in_set,0.5363636363636364,0.40813569508149417,0.38919542066656515
Archetype I - SDA,in_set,0.5409090909090909,0.40813576787831546,0.3891953432039581
Archetype I - SDA,in_set,0.5454545454545454,0.4116736063418368,0.3854469760618813
Archetype I - SDA,in_set,0.55,0.41342507390909644,0.38360318728750414
Archetype I - SDA,in_set,0.5545454545454546,0.4146078245263632,0.382362506109602
Archetype I - SDA,in_set,0.5590909090909091,0.4165092539539894,0.3803753450458926
Archetype I - SDA,in_set,0.5636363636363636,0.4192897617211564,0.3774857421332605
Archetype I - SDA,in_set,0.5681818181818182,0.42251879699917333,0.37415396540913526
Archetype I - SDA,in_set,0.5727272727272728,0.4228291254815224,0.3738351050915507
Archetype I - SDA,in_set,0.5772727272727273,0.4232501544373625,0.37340287475173334
Archetype I - SDA,in_set,0.5818181818181818,0.42856326819857826,0.36798505471808785
Archetype I - SDA,in_set,0.5863636363636363,0.43070390362929906,0.36582119204752
Archetype I - SDA,in_set,0.5909090909090909,0.43243943003766333,0.364074713731086
Archetype I - SDA,in_set,0.5954545454545455,0.4415555735153897,0.3550146290010317
Archetype I - SDA,in_set,0.6,0.4446062421358639,0.35202444423232593
Archetype I - SDA,in_set,0.6045454545454545,0.44464492162807723,0.3519866634776277
Archetype I - SDA,in_set,0.6090909090909091,0.4536782189050748,0.3432520707150399
Archetype I - SDA,in_set,0.6136363636363636,0.4541369961880434,0.34281311693663846
Archetype I - SDA,in_set,0.6181818181818182,0.4581770680639523,0.33896665120622826
Archetype I - SDA,in_set,0.6227272727272727,0.4584309725152828,0.3387260482438231
Archetype I - SDA,in_set,0.6272727272727273,0.45950771441621396,0.33770719309121205
Archetype I - SDA,in_set,0.6318181818181818,0.4596853157811669,0.33753936916043054
Archetype I - SDA,in_set,0.6363636363636364,0.4597145543473806,0.33751174647223525
Archetype I - SDA,in_set,0.6409090909090909,0.46100115094483857,0.33629799034057223
Archetype I - SDA,in_set,0.6454545454545455,0.4671258722318166,0.3305660782135156
Archetype I - SDA,in_set,0.65,0.47323187303986286,0.32492601252430225
Archetype I - SDA,in_set,0.6545454545454545,0.4778687223695184,0.3206913941430648
Archetype I - SDA,in_set,0.6590909090909091,0.4821755362450846,0.31679482785173096
Archetype I - SDA,in_set,0.6636363636363637,0.4829909756491274,0.31606098366339574
Archetype I - SDA,in_set,0.6681818181818182,0.4842207602723397,0.31495659474054455
Archetype I - SDA,in_set,0.6727272727272727,0.4870917422132964,0.31238923306751926
Archetype I - SDA,in_set,0.6772727272727272,0.49486992009539155,0.3055089433066515
Archetype I - SDA,in_set,0.6818181818181818,0.4969972966105911,0.3036459735811464
Archetype I - SDA,in_set,0.6863636363636364,0.5010475956267443,0.30012101757335824
Archetype I - SDA,in_set,0.6909090909090909,0.5080537716170949,0.2940903202343166
Archetype I - SDA,in_set,0.6954545454545454,0.5100226615942927,0.292410526673238
Archetype I - SDA,in_set,0.7,0.5165207805889901,0.2869122013203867
Archetype I - SDA,in_set,0.7045454545454546,0.5198300144912626,0.28413864836019415
Archetype I - SDA,in_set,0.7090909090909091,0.5255681302964229,0.27937097764926355
Archetype I - SDA,in_set,0.7136363636363636,0.5276496812941268,0.2776543198427053
Archetype I - SDA,in_set,0.7181818181818181,0.541549556310299,0.26636179564557977
Archetype I - SDA,in_set,0.7227272727272728,0.5490148078606255,0.2604159417330947
Archetype I - SDA,in_set,0.7272727272727273,0.5493165155943504,0.2601773434077955
Archetype I - SDA,in_set,0.7318181818181818,0.5511262164396219,0.2587489295946392
Archetype I - SDA,in_set,0.7363636363636363,0.552664976197701,0.25753805690552783
Archetype I - SDA,in_set,0.740909090909091,0.5549479444045141,0.2557477529460777
Archetype I - SDA,in_set,0.7454545454545455,0.555587966935983,0.2552471688917554
Archetype I - SDA,in_set,0.75,0.5655629180522836,0.24751907342122914
Archetype I - SDA,in_set,0.7545454545454545,0.568076285555006,0.24559334004428193
Archetype I - SDA,in_set,0.759090909090909,0.570349691912178,0.24385878871104705
Archetype I - SDA,in_set,0.7636363636363637,0.5723309398575589,0.24235277576520184
Archetype I - SDA,in_set,0.7681818181818182,0.5738039990923104,0.24123642929031527
Archetype I - SDA,in_set,0.7727272727272727,0.5789916870904355,0.23732767163814156
Archetype I - SDA,in_set,0.7772727272727272,0.5797814229739833,0.23673570417443526
Archetype I - SDA,in_set,0.7818181818181819,0.5850942068281916,0.23277420193201728
Archetype I - SDA,in_set,0.7863636363636364,0.5866384421985478,0.23162948126737712
Archetype I - SDA,in_set,0.7909090909090909,0.5903504880714266,0.22889007337174716
Archetype I - SDA,in_set,0.7954545454545454,0.5913166032240222,0.22817992653557823
Archetype I - SDA,in_set,0.8,0.5962639033563985,0.22456148119197042
Archetype I - SDA,in_set,0.8045454545454546,0.6009255251686043,0.2211793483175381
Archetype I - SDA,in_set,0.8090909090909091,0.6178087561276174,0.20914594078860008
Archetype I - SDA,in_set,0.8136363636363636,0.6182449747971998,0.20883940497348452
Archetype I - SDA,in_set,0.8181818181818182,0.6222535323915851,0.20603262932150826
Archetype I - SDA,in_set,0.8227272727272728,0.6265351382835513,0.20305456723213827
Archetype I - SDA,in_set,0.8272727272727273,0.6319351243592901,0.19932750491219828
Archetype I - SDA,in_set,0.8318181818181818,0.6333074647058874,0.1983853929746233
Archetype I - SDA,in_set,0.8363636363636363,0.6447791991351681,0.19058898151085868
Archetype I - SDA,in_set,0.8409090909090909,0.6744787073786163,0.17103175602014842
Archetype I - SDA,in_set,0.8454545454545455,0.6774394747217348,0.1691295004071695
Archetype I - SDA,in_set,0.85,0.681493048069039,0.1665385700577072
Archetype I - SDA,in_set,0.8545454545454545,0.6934687836025002,0.15897308385430145
Archetype I - SDA,in_set,0.8590909090909091,0.7118965299465395,0.14758312397372017
Archetype I - SDA,in_set,0.8636363636363636,0.7222505741444253,0.14131210424644233
Archetype I - SDA,in_set,0.8681818181818182,0.7320832839587856,0.13543950950682124
Archetype I - SDA,in_set,0.8727272727272727,0.7423324628244834,0.1294015469681725
Archetype I - SDA,in_set,0.8772727272727273,0.7446602061693041,0.12804185376083219
Archetype I - SDA,in_set,0.8818181818181818,0.762371650763051,0.11783326156448762
Archetype I - SDA,in_set,0.8863636363636364,0.7665174223954525,0.11547796949295124
Archetype I - SDA,in_set,0.8909090909090909,0.7665591654482629,0.11545431930138017
Archetype I - SDA,in_set,0.8954545454545455,0.7697397376836357,0.11365609248267704
Archetype I - SDA,in_set,0.9,0.7708041685828003,0.11305594530406242
Archetype I - SDA,in_set,0.9045454545454545,0.7714740644284404,0.11267866955539353
Archetype I - SDA,in_set,0.9090909090909091,0.7734134743906936,0.11158826592916807
Archetype I - SDA,in_set,0.9136363636363637,0.7762433534780762,0.11000210541137403
Archetype I - SDA,in_set,0.9181818181818182,0.7908194733718584,0.10192264503133536
Archetype I - SDA,in_set,0.9227272727272727,0.8046683015085723,0.09438310660278464
Archetype I - SDA,in_set,0.9272727272727272,0.8243196448614653,0.08390435009773876
Archetype I - SDA,in_set,0.9318181818181818,0.827953562855247,0.08199402065626944
Archetype I - SDA,in_set,0.9363636363636364,0.8297601412174719,0.08104743099784777
Archetype I - SDA,in_set,0.9409090909090909,0.8339533752558013,0.07885822926052623
Archetype I - SDA,in_set,0.9454545454545454,0.8347356141478848,0.07845105684984474
Archetype I - SDA,in_set,0.95,0.840694830793106,0.0753616229348434
Archetype I - SDA,in_set,0.9545454545454546,0.8442072756655851,0.07355090926784652
Archetype I - SDA,in_set,0.9590909090909091,0.8459508697940037,0.07265485870676813
Archetype I - SDA,in_set,0.9636363636363636,0.8544818256047101,0.06829717006849446
Archetype I - SDA,in_set,0.9681818181818181,0.8718021026382093,0.05958208787273888
Archetype I - SDA,in_set,0.9727272727272728,0.8722940241242585,0.05933710276061379
Archetype I - SDA,in_set,0.9772727272727273,0.8816039986993427,0.05472644865435808
Archetype I - SDA,in_set,0.9818181818181818,0.898977164809564,0.04625133977194737
Archetype I - SDA,in_set,0.9863636363636363,0.9125269047732159,0.03975432202514291
Archetype I - SDA,in_set,0.990909090909091,0.9296920722513241,0.03166087237781204
Archetype I - SDA,in_set,0.9954545454545455,0.9541584718241429,0.020379489317749095
Archetype I - SDA,in_set,1,0.9657375707685439,0.015140872602113664
Archetype II - CME,in_set,0.004545454545454545,2.72743818688723e-5,4.564245083232007
Archetype II - CME,in_set,0.00909090909090909,6.765507195829698e-4,3.169699639702988
Archetype II - CME,in_set,0.013636363636363636,0.0014704049784978795,2.83256303552101
Archetype II - CME,in_set,0.01818181818181818,0.002836688758216057,2.5471883124256838
Archetype II - CME,in_set,0.022727272727272728,0.004791595568929323,2.319519845375542
Archetype II - CME,in_set,0.02727272727272727,0.005538743778069479,2.2565887248234073
Archetype II - CME,in_set,0.031818181818181815,0.007017263917648799,2.1538321894504997
Archetype II - CME,in_set,0.03636363636363636,0.00967135687356173,2.0145125909262096
Archetype II - CME,in_set,0.04090909090909091,0.010488094906846985,1.97930339136627
Archetype II - CME,in_set,0.045454545454545456,0.011986377003299164,1.9213120667131547
Archetype II - CME,in_set,0.05,0.013538463161667045,1.868430632422579
Archetype II - CME,in_set,0.05454545454545454,0.014605963675876334,1.8354697837566039
Archetype II - CME,in_set,0.05909090909090909,0.016008622535153658,1.7956460354210033
Archetype II - CME,in_set,0.06363636363636363,0.016226041562792278,1.7897874159171319
Archetype II - CME,in_set,0.06818181818181818,0.01727531390433829,1.7625740524525553
Archetype II - CME,in_set,0.07272727272727272,0.017417292083024657,1.759019365104232
Archetype II - CME,in_set,0.07727272727272727,0.02178454368224495,1.6618515327380314
Archetype II - CME,in_set,0.08181818181818182,0.023774718087075385,1.623884624083647
Archetype II - CME,in_set,0.08636363636363636,0.02534274451343429,1.5961463546263213
Archetype II - CME,in_set,0.09090909090909091,0.02682823622597603,1.5714078782973095
Archetype II - CME,in_set,0.09545454545454546,0.02889608910631615,1.5391609321389532
Archetype II - CME,in_set,0.1,0.03268255476687721,1.4856840023908142
Archetype II - CME,in_set,0.10454545454545454,0.03313133800258808,1.4797610248663928
Archetype II - CME,in_set,0.10909090909090909,0.0347879504003266,1.4585711578016958
Archetype II - CME,in_set,0.11363636363636363,0.03909988642964807,1.4078245040631814
Archetype II - CME,in_set,0.11818181818181818,0.039777862462018386,1.4003585582123967
Archetype II - CME,in_set,0.12272727272727273,0.040938261814498535,1.3878706008625041
Archetype II - CME,in_set,0.12727272727272726,0.05270990665330314,1.2781077528988967
Archetype II - CME,in_set,0.1318181818181818,0.05359494968676445,1.2708761324435454
Archetype II - CME,in_set,0.13636363636363635,0.05396038818951967,1.2679249346865693
Archetype II - CME,in_set,0.1409090909090909,0.054136429928943214,1.266510387525285
Archetype II - CME,in_set,0.14545454545454545,0.06707447554102185,1.17344271441496
Archetype II - CME,in_set,0.15,0.06799471969623683,1.1675248122323993
Archetype II - CME,in_set,0.15454545454545454,0.0682779801902676,1.1657193347335748
Archetype II - CME,in_set,0.1590909090909091,0.07331205567356079,1.1348246026850568
Archetype II - CME,in_set,0.16363636363636364,0.07469684263186194,1.1266977550325203
Archetype II - CME,in_set,0.16818181818181818,0.08274897495395886,1.082237377305677
Archetype II - CME,in_set,0.17272727272727273,0.08905525323967786,1.050340457046183
Archetype II - CME,in_set,0.17727272727272728,0.09041667682942704,1.04375145904873
Archetype II - CME,in_set,0.18181818181818182,0.09123297716505822,1.0398481527668106
Archetype II - CME,in_set,0.18636363636363637,0.09156407533652837,1.0382748859758881
Archetype II - CME,in_set,0.19090909090909092,0.09456759687337159,1.024257646999396
Archetype II - CME,in_set,0.19545454545454546,0.09516545256600727,1.0215206827393397
Archetype II - CME,in_set,0.2,0.09656548579296421,1.015178070355409
Archetype II - CME,in_set,0.20454545454545456,0.09804600705398335,1.0085700883779636
Archetype II - CME,in_set,0.20909090909090908,0.10413024834627221,0.9824230958335773
Archetype II - CME,in_set,0.21363636363636362,0.11566688101766316,0.9367909751042753
Archetype II - CME,in_set,0.21818181818181817,0.11794358074081428,0.9283256912744209
Archetype II - CME,in_set,0.22272727272727272,0.12204789030152431,0.9134697233203307
Archetype II - CME,in_set,0.22727272727272727,0.12392888435295708,0.9068274599425425
Archetype II - CME,in_set,0.2318181818181818,0.1270679870473624,0.8959638499170344
Archetype II - CME,in_set,0.23636363636363636,0.12778931280678316,0.893505465294352
Archetype II - CME,in_set,0.2409090909090909,0.12968483597620473,0.8871108029203321
Archetype II - CME,in_set,0.24545454545454545,0.13102472234697266,0.8826467519329853
Archetype II - CME,in_set,0.25,0.13560529593227136,0.8677233491913051
Archetype II - CME,in_set,0.2545454545454545,0.13831135832971275,0.8591421535322981
Archetype II - CME,in_set,0.2590909090909091,0.14215330602807802,0.8472430355651307
Archetype II - CME,in_set,0.2636363636363636,0.14847547369712566,0.8283452804727653
Archetype II - CME,in_set,0.2681818181818182,0.14953445167626617,0.825258737445417
Archetype II - CME,in_set,0.2727272727272727,0.1523835477404565,0.8170619195530877
Archetype II - CME,in_set,0.2772727272727273,0.15353551236587915,0.813791157380453
Archetype II - CME,in_set,0.2818181818181818,0.15419745577074204,0.8119227920038885
Archetype II - CME,in_set,0.2863636363636364,0.15452558630125285,0.8109995999321196
Archetype II - CME,in_set,0.2909090909090909,0.15913630686461303,0.7982307249913562
Archetype II - CME,in_set,0.29545454545454547,0.16051930303785023,0.7944727346064824
Archetype II - CME,in_set,0.3,0.1619544130437272,0.7906072135418746
Archetype II - CME,in_set,0.30454545454545456,0.1677222786266958,0.7754092460283185
Archetype II - CME,in_set,0.3090909090909091,0.169723422942213,0.7702582180677802
Archetype II - CME,in_set,0.31363636363636366,0.17462588295911727,0.7578913849533355
Archetype II - CME,in_set,0.3181818181818182,0.17664637758474958,0.7528952640377106
Archetype II - CME,in_set,0.32272727272727275,0.18052107762347375,0.7434720826162651
Archetype II - CME,in_set,0.32727272727272727,0.1818566042834466,0.7402709225346117
Archetype II - CME,in_set,0.33181818181818185,0.18965982848452456,0.7220246465230501
Archetype II - CME,in_set,0.33636363636363636,0.19035869342516715,0.7204272847526008
Archetype II - CME,in_set,0.3409090909090909,0.20474612819734056,0.6887843021117624
Archetype II - CME,in_set,0.34545454545454546,0.2050237546064206,0.6881958174963594
Archetype II - CME,in_set,0.35,0.21268474136069518,0.6722636665643934
Archetype II - CME,in_set,0.35454545454545455,0.21583955015039108,0.6658689728213854
Archetype II - CME,in_set,0.35909090909090907,0.2160199342482676,0.6655061704483133
Archetype II - CME,in_set,0.36363636363636365,0.2177196986784635,0.6621022754130712
Archetype II - CME,in_set,0.36818181818181817,0.21805763395822492,0.6614287045516761
Archetype II - CME,in_set,0.37272727272727274,0.2331861075366754,0.6322973269828521
Archetype II - CME,in_set,0.37727272727272726,0.23596507573846418,0.6271522704894222
Archetype II - CME,in_set,0.38181818181818183,0.23874827157577266,0.622059763818861
Archetype II - CME,in_set,0.38636363636363635,0.24909078013486727,0.6036423471750745
Archetype II - CME,in_set,0.39090909090909093,0.260340733341136,0.5844578761424408
Archetype II - CME,in_set,0.39545454545454545,0.2622131100517019,0.5813455983790573
Archetype II - CME,in_set,0.4,0.27177710377449127,0.5657871337817564
Archetype II - CME,in_set,0.40454545454545454,0.2782417442456326,0.5555777128216713
Archetype II - CME,in_set,0.4090909090909091,0.28315810413399767,0.5479710041228867
Archetype II - CME,in_set,0.41363636363636364,0.2901061971785397,0.5374429938043802
Archetype II - CME,in_set,0.41818181818181815,0.29029029634934134,0.5371674812622642
Archetype II - CME,in_set,0.42272727272727273,0.2957899682040315,0.5290165593029942
Archetype II - CME,in_set,0.42727272727272725,0.2974818746476625,0.5265394903734402
Archetype II - CME,in_set,0.4318181818181818,0.30259386940948985,0.5191398750854702
Archetype II - CME,in_set,0.43636363636363634,0.3147465305467627,0.5020390484248677
Archetype II - CME,in_set,0.4409090909090909,0.3254669164967521,0.48749315060769705
Archetype II - CME,in_set,0.44545454545454544,0.3315626614781664,0.47943438290773543
Archetype II - CME,in_set,0.45,0.3323478824255046,0.4784070840144024
Archetype II - CME,in_set,0.45454545454545453,0.3389843096420616,0.4698204032528838
Archetype II - CME,in_set,0.4590909090909091,0.349738706846933,0.4562563000905854
Archetype II - CME,in_set,0.4636363636363636,0.35652748635314724,0.4479069827508484
Archetype II - CME,in_set,0.4681818181818182,0.35977552069852015,0.44396838959308615
Archetype II - CME,in_set,0.4727272727272727,0.36113315578301386,0.4423326369883501
Archetype II - CME,in_set,0.4772727272727273,0.3612774035171296,0.4421592009969195
Archetype II - CME,in_set,0.4818181818181818,0.36205202140002035,0.4412290234342818
Archetype II - CME,in_set,0.4863636363636364,0.36803149337568397,0.43411501607089886
Archetype II - CME,in_set,0.4909090909090909,0.3697532709903581,0.4320879753654733
Archetype II - CME,in_set,0.4954545454545455,0.3700415451892355,0.4317495142207178
Archetype II - CME,in_set,0.5,0.37116416955716003,0.43043395517590316
Archetype II - CME,in_set,0.5045454545454545,0.37576725418704454,0.42508106868867224
Archetype II - CME,in_set,0.509090909090909,0.3822561508760025,0.41764551763568203
Archetype II - CME,in_set,0.5136363636363637,0.38338032434556435,0.4163701795315538
Archetype II - CME,in_set,0.5181818181818182,0.3842529098563432,0.4153828350064398
Archetype II - CME,in_set,0.5227272727272727,0.389078421741529,0.4099628544659684
Archetype II - CME,in_set,0.5272727272727272,0.39031142696344723,0.40858873389803774
Archetype II - CME,in_set,0.5318181818181819,0.4030822056933222,0.3946063736151822
Archetype II - CME,in_set,0.5363636363636364,0.4036953460241852,0.3939462572968093
Archetype II - CME,in_set,0.5409090909090909,0.40991043075493633,0.38731103030102926
Archetype II - CME,in_set,0.5454545454545454,0.4203360095927894,0.3764034030053902
Archetype II - CME,in_set,0.55,0.42344153759832664,0.3732065420064536
Archetype II - CME,in_set,0.5545454545454546,0.4291713920238164,0.36736923521558956
Archetype II - CME,in_set,0.5590909090909091,0.4294845440486274,0.367052460599149
Archetype II - CME,in_set,0.5636363636363636,0.44030574737313466,0.3562456455962383
Archetype II - CME,in_set,0.5681818181818182,0.4405631655898143,0.35599181596828217
Archetype II - CME,in_set,0.5727272727272728,0.44335116750754733,0.3532521435397915
Archetype II - CME,in_set,0.5772727272727273,0.44422807945364917,0.3523939933644151
Archetype II - CME,in_set,0.5818181818181818,0.4650034920203806,0.3325437856917933
