pcol,metric,power,median_rank
omni_p_final,nominal_p<0.05,0.986301369863014,37
omni_p_final,FDR<0.05,0.931506849315068,37
omni_p_final,Bonferroni<0.05,0.698630136986301,37
omni_p_analytic,nominal_p<0.05,0.986301369863014,18
omni_p_analytic,FDR<0.05,0.958904109589041,18
omni_p_analytic,Bonferroni<0.05,0.821917808219178,18
