gene_set,ontology,n_input_genes,n_mapped_genes,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GWAS_Glu_Goodman,BP,307,197,GO:0009664,plant-type cell wall organization,4/197,44/27694,2.6984282900325424e-4,0.10307996067924312,0.09401892252639701,Zm00001eb047360/Zm00001eb047390/Zm00001eb047400/Zm00001eb047410,4
GWAS_Glu_Goodman,BP,307,197,GO:0019287,"isopentenyl diphosphate biosynthetic process, mevalonate pathway",2/197,7/27694,0.0010327125676966576,0.1439175865446195,0.1312667984190385,Zm00001eb010900/Zm00001eb025800,2
GWAS_Glu_Goodman,MF,307,197,GO:0004499,"N,N-dimethylaniline monooxygenase activity",3/197,29/27694,0.0011302428262666454,0.1439175865446195,0.1312667984190385,Zm00001eb023110/Zm00001eb023540/Zm00001eb023590,3
GWAS_Glu_Goodman,BP,307,197,GO:0071555,cell wall organization,9/197,386/27694,0.0018665972933453818,0.1721886568744559,0.15705275675239708,Zm00001eb000660/Zm00001eb008450/Zm00001eb018170/Zm00001eb020800/Zm00001eb021110/Zm00001eb047360/Zm00001eb047390/Zm00001eb047400/Zm00001eb047410,9
GWAS_Glu_Goodman,CC,307,197,GO:0005576,extracellular region,11/197,557/27694,0.0022537782313410454,0.1721886568744559,0.15705275675239708,Zm00001eb004200/Zm00001eb008440/Zm00001eb018730/Zm00001eb018750/Zm00001eb020790/Zm00001eb022050/Zm00001eb039820/Zm00001eb047360/Zm00001eb047390/Zm00001eb047400/Zm00001eb047410,11
GWAS_Glu_Goodman,MF,307,197,GO:0004185,serine-type carboxypeptidase activity,3/197,56/27694,0.0074511629268428125,0.3358738689699825,0.3063495470627286,Zm00001eb018730/Zm00001eb018750/Zm00001eb022360,3
GWAS_Glu_Goodman,MF,307,197,GO:0004180,carboxypeptidase activity,3/197,57/27694,0.00782452436641453,0.3358738689699825,0.3063495470627286,Zm00001eb018730/Zm00001eb018750/Zm00001eb022360,3
GWAS_Glu_Goodman,MF,307,197,GO:0004630,phospholipase D activity,2/197,20/27694,0.008792509658900065,0.3358738689699825,0.3063495470627286,Zm00001eb019050/Zm00001eb039780,2
GWAS_Glu_Goodman,CC,307,197,GO:0005880,nuclear microtubule,2/197,20/27694,0.008792509658900065,0.3358738689699825,0.3063495470627286,Zm00001eb008500/Zm00001eb023530,2
GWAS_Glu_Goodman,BP,307,197,GO:0030490,maturation of SSU-rRNA,2/197,20/27694,0.008792509658900065,0.3358738689699825,0.3063495470627286,Zm00001eb004160/Zm00001eb005140,2
GWAS_Glu_Goodman,MF,307,197,GO:0043539,protein serine/threonine kinase activator activity,2/197,22/27694,0.010590759191418865,0.3396421706945314,0.3097866037472855,Zm00001eb000920/Zm00001eb008500,2
GWAS_Glu_Goodman,BP,307,197,GO:0006302,double-strand break repair,2/197,25/27694,0.01356372527388107,0.3396421706945314,0.3097866037472855,Zm00001eb021070/Zm00001eb043220,2
GWAS_Glu_Goodman,BP,307,197,GO:0051259,protein complex oligomerization,2/197,25/27694,0.01356372527388107,0.3396421706945314,0.3097866037472855,Zm00001eb011880/Zm00001eb011900,2
GWAS_Glu_Goodman,MF,307,197,GO:0050661,NADP binding,3/197,75/27694,0.016456442939048153,0.3396421706945314,0.3097866037472855,Zm00001eb023110/Zm00001eb023540/Zm00001eb023590,3
GWAS_Glu_Goodman,CC,307,197,GO:0005759,mitochondrial matrix,3/197,78/27694,0.018256852726770106,0.3396421706945314,0.3097866037472855,Zm00001eb008490/Zm00001eb021100/Zm00001eb031330,3
GWAS_Glu_Goodman,MF,307,197,GO:0003755,peptidyl-prolyl cis-trans isomerase activity,3/197,82/27694,0.020821075767354893,0.3396421706945314,0.3097866037472855,Zm00001eb036130/Zm00001eb040970/Zm00001eb042520,3
GWAS_Glu_Goodman,MF,307,197,GO:0004150,dihydroneopterin aldolase activity,1/197,3/27694,0.0211896784906781,0.3396421706945314,0.3097866037472855,Zm00001eb039830,1
GWAS_Glu_Goodman,BP,307,197,GO:0009157,deoxyribonucleoside monophosphate biosynthetic process,1/197,3/27694,0.0211896784906781,0.3396421706945314,0.3097866037472855,Zm00001eb021070,1
GWAS_Glu_Goodman,CC,307,197,GO:0033503,HULC complex,1/197,3/27694,0.0211896784906781,0.3396421706945314,0.3097866037472855,Zm00001eb019800,1
GWAS_Glu_Goodman,CC,307,197,GO:0070176,DRM complex,1/197,3/27694,0.0211896784906781,0.3396421706945314,0.3097866037472855,Zm00001eb004190,1
GWAS_Glu_Goodman,MF,307,197,GO:0008289,lipid binding,4/197,148/27694,0.021577246767172025,0.3396421706945314,0.3097866037472855,Zm00001eb000690/Zm00001eb000850/Zm00001eb005130/Zm00001eb015270,4
GWAS_Glu_Goodman,BP,307,197,GO:0009873,ethylene-activated signaling pathway,3/197,90/27694,0.026512078571782588,0.3396421706945314,0.3097866037472855,Zm00001eb006160/Zm00001eb006180/Zm00001eb006200,3
GWAS_Glu_Goodman,MF,307,197,GO:0003886,DNA (cytosine-5-)-methyltransferase activity,1/197,4/27694,0.028153155192037094,0.3396421706945314,0.3097866037472855,Zm00001eb000820,1
GWAS_Glu_Goodman,MF,307,197,GO:0004560,alpha-L-fucosidase activity,1/197,4/27694,0.028153155192037094,0.3396421706945314,0.3097866037472855,Zm00001eb027590,1
GWAS_Glu_Goodman,BP,307,197,GO:0071569,protein ufmylation,1/197,4/27694,0.028153155192037094,0.3396421706945314,0.3097866037472855,Zm00001eb010950,1
GWAS_Glu_Goodman,BP,307,197,GO:0061025,membrane fusion,2/197,38/27694,0.029928679507394303,0.3396421706945314,0.3097866037472855,Zm00001eb008520/Zm00001eb021120,2
GWAS_Glu_Goodman,MF,307,197,GO:0015144,carbohydrate transmembrane transporter activity,2/197,39/27694,0.03140140810532639,0.3396421706945314,0.3097866037472855,Zm00001eb021140/Zm00001eb043150,2
GWAS_Glu_Goodman,BP,307,197,GO:0001659,temperature homeostasis,1/197,5/27694,0.03506734184523963,0.3396421706945314,0.3097866037472855,Zm00001eb031340,1
GWAS_Glu_Goodman,BP,307,197,GO:0034090,maintenance of meiotic sister chromatid cohesion,1/197,5/27694,0.03506734184523963,0.3396421706945314,0.3097866037472855,Zm00001eb046680,1
