GENE ZSTAT P
AT1G01490 0.945130367028217 0.344592323711872
AT1G01500 0.900988006999777 0.367594696297936
AT1G01510 0.0826044139407445 0.934166091455835
AT1G01520 -0.803770574621199 0.421529486677327
AT1G01530 -0.95730507347542 0.33841329531743
AT1G01540 -0.409235446299794 0.682366883957308
AT1G01550 -0.491573214544005 0.623021082735908
AT1G01560 -0.551016198141445 0.581622570623307
AT1G01570 -0.562893700296803 0.573507270204757
AT1G01580 -0.77277340981369 0.43965649257086
AT1G01590 -0.849794513282578 0.395439340625825
AT1G01600 0.23064030433674 0.817594253309255
AT1G01610 0.396257926087651 0.691914762310615
AT1G01620 -0.204585907875761 0.837895666410183
AT1G01630 -0.222457028788154 0.823958121225516
AT1G01640 -0.326319947331384 0.744182297732659
AT1G01650 -0.391399812246357 0.695501731078499
AT1G01660 -0.674997241965365 0.499677517219381
AT1G01670 -0.586810763269948 0.557330807259145
AT1G01680 -0.580167740241248 0.561801506009792
AT1G01690 -0.650631012455711 0.51528470605379
AT1G01695 -0.541628063151362 0.588074755362677
AT1G01700 -0.865099686077036 0.386984077006541
AT1G01710 -0.720918054969639 0.470959933652137
AT1G01720 0.42374809034899 0.671749539109141
AT1G01725 0.140074111517742 0.888601434923816
AT1G01730 0.060243879210819 0.951961398600186
AT1G01740 0.221429724227126 0.824757850204814
AT1G01750 -0.0571181347969753 0.954451090526925
AT1G01760 -0.162300408890207 0.871069292701708
AT1G01770 -0.457179747704694 0.64754185380962
AT1G01780 -0.467578691337317 0.640085906125131
AT1G01790 -0.907513739473568 0.364135187177205
AT1G01800 -0.864928904246714 0.38707781191519
AT1G01810 -0.950551288110165 0.341832206496725
AT1G01820 -0.889029697659791 0.373987119523241
AT1G01830 -0.866605626393013 0.386158129690629
AT1G01840 -0.874099084193079 0.382064296197823
AT1G01860 -0.818364657843952 0.413148996055179
AT1G01880 -0.760246132830518 0.447107474014067
AT1G01900 -0.745578582836638 0.455922024548376
AT1G01910 -0.646773310629878 0.517778668190221
AT1G01920 -0.555790230794698 0.578354264657647
AT1G01930 -0.508794383501103 0.610896356648179
AT1G01940 -0.923886855368119 0.355545227506156
AT1G01950 -0.90928304636938 0.36320073731915
AT1G01960 -0.630997619446103 0.528042080971649
AT1G01970 -0.731217655911148 0.464646217441846
AT1G01980 -0.601960554365716 0.547200394639207
AT1G01990 -0.504743470642822 0.613739024567195
AT1G02000 -0.672693482215034 0.501142315005502
AT1G02010 -0.629686478175503 0.528899731143123
AT1G02020 -0.416274512518636 0.677209140754358
AT1G02030 -0.460220695567666 0.645357817549629
AT1G02040 -0.453164673130916 0.65043016845772
AT1G02050 -0.489459493061256 0.62451642555225
AT1G02060 -0.428333910505035 0.668408033685969
AT1G02065 -0.348416783299221 0.727527199979927
AT1G02070 -0.812569875303101 0.416464709103291
AT1G02080 -0.933296436216641 0.350666934687698
AT1G02090 -0.648215724979849 0.516845432632677
AT1G02100 -0.706753764573049 0.479719511658446
AT1G02110 -0.770262441682677 0.441144230762557
AT1G02120 -0.778918050495103 0.43602799020917
AT1G02130 -0.655290385585875 0.512280809765149
AT1G02140 -0.480693914184433 0.630734057107357
AT1G02145 -0.52141952595095 0.602074552165276
AT1G02150 -0.587142129205818 0.557108255148066
AT1G02160 -0.629224711750691 0.529201952783948
AT1G02170 -0.69228472269445 0.488758542227699
AT1G02180 -0.60725993624002 0.543678421734581
AT1G02190 -0.467219047329201 0.640343167468243
AT1G02205 -0.522892283587835 0.601049214719253
AT1G02210 -0.82663743937832 0.408442590192781
AT1G02220 -0.72112987260422 0.470829613183737
AT1G02230 -0.6017163079453 0.547362992742562
AT1G02250 -0.41540678771338 0.677844138544007
AT1G02260 -0.234586906435803 0.814529373148378
AT1G02270 -0.0968807659489115 0.922821083494769
AT1G02280 -0.204091486299725 0.838282007268359
AT1G02290 -0.220628534680755 0.825381681043722
AT1G02300 -0.318484135818354 0.750117726459871
AT1G02305 -0.338324230596467 0.735118865829078
AT1G02310 -0.350499573254335 0.725963810357418
AT1G02320 -0.803404702385666 0.421740857974281
AT1G02330 -0.672164619869228 0.501478901921104
AT1G02335 -0.444681537953941 0.656549913106279
AT1G02340 -0.280117734584171 0.779387178922867
AT1G02350 0.187943761511548 0.850920737225777
AT1G02360 0.338623064240913 0.734893705328337
AT1G02370 0.358248062199588 0.72015768237733
AT1G02380 0.348540309343892 0.727434446796827
AT1G02390 0.29418775603162 0.768614436168827
AT1G02400 -0.427609397524658 0.668935522911229
AT1G02405 -0.683918055868384 0.494026911755734
AT1G02410 -0.704845693165122 0.480906269327256
AT1G02420 -0.0509605174263251 0.959356982174943
AT1G02430 -0.0376367692880464 0.969977291027167
AT1G02440 -0.0661428411843856 0.947264103175158
AT1G02450 0.0235155045264484 0.981239071081263
AT1G02460 -0.0338736891921007 0.972977874126974
AT1G02470 -0.180477046678296 0.856778072611004
AT1G02475 -0.218528711622926 0.827017190205211
AT1G02490 -0.479871384168129 0.631318850079064
AT1G02500 -0.592280064092479 0.553663063385675
AT1G02510 -0.604324877577204 0.545627669701924
AT1G02520 -0.499238687908619 0.617611242621411
AT1G02530 -0.313336780642938 0.754024809106559
AT1G02540 -0.739787901379471 0.459428701325961
AT1G02550 -0.735923881487746 0.461777022714048
AT1G02560 -0.835568057449298 0.403397944934839
AT1G02570 -0.839451621586207 0.401215926320898
AT1G02575 -0.961834461366203 0.336132764302176
AT1G02580 -0.938554860992338 0.347959337475092
AT1G02590 -0.828191658568899 0.407561967055044
AT1G02610 -0.670820043654729 0.502335177095942
AT1G02620 -0.638959926675967 0.522849001540374
AT1G02630 -0.745021901706153 0.456258479751861
AT1G02640 -0.950518570474445 0.341848822471569
AT1G02650 -0.654250028661412 0.512950734747435
AT1G02660 -0.580639884049279 0.561483185755228
AT1G02670 -0.620558223658361 0.534890333998495
AT1G02680 -0.63501383040836 0.525419394844009
AT1G02690 -0.691289659087746 0.4893835290271
AT1G02700 -0.244267688546867 0.807023506417499
AT1G02710 -0.248895002550609 0.803442001069056
AT1G02720 -0.10703979596133 0.914757408488219
AT1G02730 -0.2587364513836 0.795838592828457
AT1G02740 -0.273094028211689 0.784780937112973
AT1G02750 -0.28918053480971 0.772443226780391
AT1G02770 -0.0208615135659918 0.983356127662635
AT1G02780 -0.0468825127802592 0.962606865547153
AT1G02790 -0.241717832130601 0.808998811190505
AT1G02800 -0.208239205735642 0.835042197755534
AT1G02810 -0.272666885280237 0.785109292152246
AT1G02813 -0.16818890674476 0.86643466776692
AT1G02816 -0.153906771857431 0.87768324455654
AT1G02820 -0.172252109246256 0.863239332795027
AT1G02830 -0.525617889508644 0.599153724521448
AT1G02840 -0.5637495659579 0.572924579558735
AT1G02850 -0.702058816530884 0.482642484279969
AT1G02860 -0.352820053010682 0.724223349228938
AT1G02870 -0.729638195192926 0.46561136873723
AT1G02880 -0.874726246952632 0.381722875313801
AT1G02890 -0.687146751279203 0.491990255776438
AT1G02900 0.0128321403756169 0.989761714292228
AT1G02910 0.04838824709882 0.961406825790359
AT1G02920 0.0608853287944094 0.951450533693808
AT1G02930 0.0313648680365185 0.974978558603748
AT1G02940 0.0520104282295427 0.95852038413609
AT1G02950 0.115433957623721 0.908101164562122
AT1G02960 -0.0574735410735265 0.954167982424612
AT1G02965 -0.462867713995757 0.643459190961924
AT1G02970 -0.705460130081387 0.480523935320367
AT1G02980 -0.860520174866082 0.389502367273859
AT1G02990 -0.941318088328322 0.346541875907673
AT1G03000 -0.0730194429168504 0.9417906455999
AT1G03010 -0.225827479794394 0.821335603322718
AT1G03020 0.888417030725683 0.374316467702177
AT1G03030 0.760407373144096 0.447011117389833
AT1G03040 0.715939953574112 0.47402842677953
AT1G03050 0.595916818663912 0.551230796993319
AT1G03055 0.359625582306737 0.719127149921507
AT1G03060 -0.00612481025375462 0.995113139014415
AT1G03070 -0.208238508016793 0.835042742514353
AT1G03080 -0.159015469013961 0.873656686392142
AT1G03090 -0.146069713353884 0.883866355182742
AT1G03100 -0.819176215330304 0.412685882933066
AT1G03103 -0.741656662680978 0.458295383298251
AT1G03106 -0.888111183775982 0.374480947359171
AT1G03110 -0.804366759790746 0.421185192404036
AT1G03120 -0.273117002044815 0.784763277660088
AT1G03130 -0.247668994803871 0.80439052313044
AT1G03140 -0.26895207226665 0.787966564861546
AT1G03150 -0.275773474098595 0.782722058558811
AT1G03160 -0.486985447254781 0.626268643969058
AT1G03170 -0.37139621791041 0.710342442132856
AT1G03180 -0.637047644864225 0.524093809584403
AT1G03190 -0.810456215235014 0.41767802005529
AT1G03200 -0.670152630664099 0.502760497043568
AT1G03210 -0.573146082774085 0.566545787405072
AT1G03220 -0.658149911169303 0.51044180689175
AT1G03230 -0.651081433074683 0.51499392122138
AT1G03240 -0.935284449316081 0.349641727211233
AT1G03250 -0.960597152523573 0.336754760973187
AT1G03260 -0.906583950344042 0.364626852209245
AT1G03270 -0.894382682443959 0.37111717486427
AT1G03280 -0.243152784878616 0.807887041515418
AT1G03290 0.172721024270248 0.862870717183791
AT1G03300 0.208760672800876 0.834635073415436
AT1G03310 0.26035605782963 0.794589135148092
AT1G03320 0.18671248731154 0.851886064820791
AT1G03330 0.3236723926851 0.746186074071985
AT1G03340 0.408709236335423 0.682753054755771
AT1G03350 0.326971451877352 0.743689477583116
AT1G03360 0.0835355386693087 0.933425720359538
AT1G03365 -0.0660550082650696 0.947334030779189
AT1G03370 -0.238367315819972 0.811596215085937
AT1G03380 0.480460084165618 0.630900279391814
AT1G03390 0.475122816835843 0.63469943632446
AT1G03400 0.613416229731352 0.539601157392346
AT1G03410 0.805026973116316 0.420804114769
AT1G03430 0.927926006709364 0.353445953031677
AT1G03440 0.0576000604256429 0.954067201541842
AT1G03445 0.0324534549936384 0.974110433992823
AT1G03457 0.318607372064888 0.750024262475816
AT1G03470 0.373278678691915 0.708941043474287
AT1G03475 0.499383028531847 0.617509572961877
AT1G03490 0.51214544937338 0.608549217976805
AT1G03495 0.532545054645115 0.594348545668979
AT1G03510 0.0591466209338239 0.952835325477598
AT1G03520 0.0815921804054147 0.934971019694647
AT1G03530 0.0470360055076263 0.962484531028628
AT1G03540 -0.0598485863825017 0.952276228563346
AT1G03550 -0.0413284316454752 0.96703406725282
AT1G03560 0.681849594922657 0.495334060480331
AT1G03590 0.962513207511984 0.335791872001053
AT1G03600 0.7822540956516 0.434065258606177
AT1G03610 0.587500590362768 0.556867554085473
AT1G03620 0.46675092675276 0.640678089262924
AT1G03630 0.492123541338481 0.622632011093297
AT1G03650 0.496747981640872 0.619366781888052
AT1G03660 0.471713652266803 0.637131191098761
AT1G03670 -0.751912868150239 0.452103459065855
AT1G03680 -0.143197916370843 0.886133875359121
AT1G03687 -0.0326937576724556 0.973918801887557
AT1G03700 -0.447498933652874 0.654514857628304
AT1G03710 -0.523669439151017 0.600508475169333
AT1G03720 -0.52389563673128 0.600351129761516
AT1G03730 -0.877772314404315 0.380067291746661
AT1G03740 0.141144496365267 0.887755792464158
AT1G03750 0.196063253735848 0.844560657285517
AT1G03760 0.366656080002957 0.713875571268638
AT1G03770 0.693263662799988 0.488144102373276
AT1G03780 0.860685353004887 0.38941136225939
AT1G03790 0.951657837251541 0.341270538867448
AT1G03800 0.934481637319603 0.350055503743821
AT1G03810 0.948959820624268 0.342641047729956
AT1G03820 0.935485128043047 0.349538344106485
AT1G03830 0.968936322771324 0.332576961197619
AT1G03840 0.565448260225974 0.571768906998825
AT1G03850 0.406808059502302 0.684148966866743
AT1G03860 0.326708800973673 0.743888143022082
AT1G03870 0.253182665161628 0.800127061413181
AT1G03880 0.321266260212736 0.748008622712003
AT1G03890 -0.477168581709885 0.633242081701521
AT1G03900 -0.371025628009532 0.710618443530741
AT1G03905 -0.607091122881906 0.543790441048209
AT1G03910 -0.749081627307249 0.453808007994981
AT1G03920 -0.67053829600846 0.502514702220897
AT1G03930 -0.681275619360481 0.495697107249657
AT1G03940 -0.602272367245316 0.546992851380921
AT1G03950 -0.572402749361358 0.56704915366125
AT1G03960 -0.559822240135548 0.575600692238807
AT1G03970 -0.451674181500911 0.651503720614826
AT1G03980 -0.490999375962943 0.623426888919013
AT1G03982 -0.318050733978897 0.750446453221392
AT1G03990 -0.226055144671475 0.821158530935316
AT1G04000 -0.290132050060853 0.771715217392145
AT1G04010 0.117702730783797 0.906303202971326
AT1G04020 0.341784944420594 0.73251274063009
AT1G04030 0.355174581552307 0.722458805921148
AT1G04040 0.366127592815323 0.714269868772581
AT1G04050 0.953180718375217 0.340498514052056
AT1G04070 1.13137728178698 0.257896329287805
AT1G04080 1.23704819114344 0.216069192131958
AT1G04090 1.37850140355551 0.168048534811781
AT1G04100 1.47943147487975 0.13902503315186
AT1G04110 1.58289379591505 0.113445673058199
AT1G04120 1.43642779028807 0.150880650077921
AT1G04130 0.606377733722486 0.5442639507386
AT1G04140 1.17436615650936 0.240248395016715
AT1G04150 1.20820091740718 0.226969988991708
AT1G04160 1.21161107039457 0.225661294891795
AT1G04170 1.25845325204675 0.20822788355008
AT1G04180 1.25391941966613 0.209871295715674
AT1G04190 1.24558031839724 0.212918511624161
AT1G04200 0.947846554817803 0.343207576282866
AT1G04210 0.789495447782051 0.429822489357439
AT1G04220 0.418395504173138 0.675657973090502
AT1G04230 -0.627138890964458 0.53056819599312
AT1G04240 -0.698942155166508 0.484588181399857
AT1G04250 -0.350057897603886 0.726295247055097
AT1G04260 -0.288335184275567 0.773090177060016
AT1G04270 -0.239764605828026 0.810512747141861
AT1G04280 0.24907556319761 0.803302331623681
AT1G04290 0.282974295689775 0.777196541097868
AT1G04300 0.342419844348361 0.732034956509071
AT1G04310 0.391318041861582 0.695562164535532
AT1G04330 0.0730723177009772 0.941748570027192
AT1G04340 -0.0447663115312252 0.964293577663112
AT1G04350 -0.107529002167798 0.914369318299771
AT1G04360 -0.624386181565788 0.532373997862134
AT1G04370 0.448993787524318 0.653436138192244
AT1G04380 0.564050304561988 0.572719897357422
AT1G04390 0.582622033492871 0.560147769444614
AT1G04400 0.266165004791697 0.790112133292201
AT1G04410 0.14252931712193 0.886661924037431
AT1G04420 0.0871126530025573 0.930581967979571
AT1G04430 0.123088919115853 0.902036685817839
AT1G04440 -0.383097121570139 0.701647753785961
AT1G04445 -0.261860890328385 0.793428692718395
AT1G04450 -0.139257563746004 0.889246622290542
AT1G04470 1.92739481737894 0.0539304450157652
AT1G04480 2.32660312038112 0.0199863983153157
AT1G04490 2.4370966651373 0.0148057208868088
AT1G04500 2.48600663091633 0.0129185558482705
AT1G04510 2.28465097889854 0.0223333011767312
AT1G04520 1.65589220408459 0.0977436506658536
AT1G04530 1.48801759497452 0.136746253527861
AT1G04540 1.15235914889055 0.249173520421672
AT1G04550 1.14852150752176 0.250753339483267
AT1G04555 1.06355041788121 0.28753241380402
AT1G04560 1.08006929139578 0.280111325388676
AT1G04570 1.07421111194146 0.282728073195029
AT1G04580 -0.822873994849645 0.410579652427269
AT1G04590 -0.681133607344348 0.495786953552022
AT1G04600 0.774517401322141 0.438624881789406
AT1G04610 1.29211090585912 0.196318739627027
AT1G04620 1.23934616617371 0.215217328693451
AT1G04625 1.20621976111535 0.227732766402349
AT1G04630 1.24596579903551 0.212776951524339
AT1G04635 1.2134484550745 0.224958410118938
AT1G04640 1.12445798207398 0.260818786183412
AT1G04645 -0.0407898916639644 0.967463397937102
AT1G04650 -0.433204429825392 0.664866260961582
AT1G04660 -0.480463458578745 0.630897880496582
AT1G04670 -0.464229870716776 0.642483062311069
AT1G04680 -0.459192396316513 0.64609601036832
AT1G04690 1.35325985700361 0.175972628782803
AT1G04700 1.87104149084919 0.0613393303146295
AT1G04710 2.14125542364913 0.0322534457391535
AT1G04730 2.17189599805944 0.0298635084093071
AT1G04750 2.36277554903367 0.0181386514811307
AT1G04760 2.35946452315833 0.0183013306833689
AT1G04770 2.35772605438312 0.0183872564155943
AT1G04778 2.20505966605604 0.0274499079130129
AT1G04780 2.27602105494855 0.0228447494624034
AT1G04790 2.26718150845058 0.023379139966797
AT1G04800 2.39226694255288 0.0167446587761418
AT1G04810 2.77844558734473 0.00546196603691614
AT1G04820 2.4358231880946 0.0148579451271387
AT1G04830 2.44826336802375 0.0143546685886886
AT1G04840 2.34752077960209 0.0188988189607971
AT1G04850 2.3221646619571 0.0202240709917203
AT1G04860 2.2607898221277 0.0237722751524844
AT1G04870 2.36782857789164 0.0178928240657762
AT1G04880 2.19181553504955 0.0283928289191375
AT1G04890 2.22291766657356 0.0262213522760923
AT1G04900 2.2838688321567 0.0223792408676461
AT1G04910 2.16784183260808 0.030170722777049
AT1G04920 2.2077757323117 0.0272599105510444
AT1G04930 1.9364864021155 0.0528081563752045
AT1G04945 1.79913556215546 0.071997239465574
AT1G04940 1.84991235095904 0.0643261834497227
AT1G04950 -0.538177138523377 0.590454761555828
AT1G04960 0.279738506533969 0.779678133308705
AT1G04970 0.476056972698411 0.634033789626703
AT1G04980 0.369167757060498 0.712002687227788
AT1G04985 0.106876731509299 0.914886773006815
AT1G04990 0.00949517131480788 0.99242406324481
AT1G05000 -0.213063330646445 0.831277565827404
AT1G05010 0.0779724342761296 0.937849980478111
AT1G05020 -0.738978649012509 0.459919962367257
AT1G05030 -0.658208857501008 0.510403933985032
AT1G05040 -0.526268851963181 0.598701421486273
AT1G05055 -0.62702196217123 0.530644839037879
AT1G05060 -0.749325836110342 0.45366083935497
AT1G05065 0.085687236944009 0.931715048253259
AT1G05070 0.571342919177039 0.567767213795064
AT1G05080 0.184302075755829 0.853776485603746
AT1G05085 0.244857448201565 0.806566810263993
AT1G05090 0.284801694714051 0.775796073778936
AT1G05100 -0.0505144247167522 0.959712454818057
AT1G05120 -0.748800938602914 0.45397719393802
AT1G05136 -0.229076240478805 0.818809659834228
AT1G05140 -0.32558582762389 0.744737736342372
AT1G05150 0.253332103049554 0.800011590364668
AT1G05160 0.329337333091023 0.741900728846955
AT1G05170 0.324194306877263 0.745790931982202
AT1G05180 0.0152795694674475 0.987809141785001
AT1G05190 -0.0267768852343362 0.978637689517372
AT1G05200 -0.729108321642928 0.465935404652745
AT1G05205 -0.539106445843218 0.589813408161038
AT1G05210 -0.723083710769883 0.469628456266499
AT1G05220 -0.724868810669612 0.468532516585934
AT1G05230 -0.680165611371367 0.496399604040775
AT1G05240 -0.722231898798017 0.470151914526037
AT1G05250 -0.862889347606048 0.388198308051074
AT1G05260 -0.431899400033919 0.665814530853949
AT1G05270 0.692952749579388 0.488339204469577
AT1G05280 0.731564487443853 0.464434430376602
AT1G05290 0.683014079778296 0.494597945672798
AT1G05291 0.747821449005745 0.454567862720847
AT1G05300 0.837040436662226 0.402569838983321
AT1G05310 0.41099573613937 0.681075661232742
AT1G05320 -0.176115513621936 0.860203193311657
AT1G05330 -0.14778152019817 0.882515193934997
AT1G05340 0.556280405239981 0.578019180290775
AT1G05350 0.508211399441211 0.611305097313981
AT1G05360 0.762208875549446 0.445935349689224
AT1G05370 1.55249216825424 0.12054450520636
AT1G05380 1.82193521673783 0.0684648159847887
AT1G05385 1.89080388881444 0.058650527883059
AT1G05400 1.92294025380514 0.0544875536395654
AT1G05410 1.73305658763404 0.0830856114239697
AT1G05420 1.54178861418283 0.123124969773288
AT1G05430 -0.340795935198943 0.73325721072626
AT1G05440 -0.400367245758546 0.688886045357764
AT1G05450 -0.568957828654825 0.569384759237706
AT1G05460 -0.919003958602156 0.358093501644949
AT1G05470 -0.187908261085009 0.850948566688399
AT1G05490 -0.633843592113845 0.526182901159207
AT1G05500 2.27488037629594 0.0229131068449187
AT1G05510 2.55328306750148 0.0106712730370154
AT1G05520 2.31317606116817 0.0207129611730132
AT1G05530 2.58885275756478 0.00962962601206992
AT1G05540 2.37547699997959 0.0175262846409564
AT1G05550 2.85044590822065 0.00436579755668905
AT1G05560 2.6140067971229 0.00894872562173298
AT1G05570 2.71091292851637 0.00670982435398179
AT1G05575 1.17852706010628 0.238586550941005
AT1G05577 1.134224787839 0.256700268844025
AT1G05580 0.719707317421624 0.471705219946077
AT1G05590 0.586850132932042 0.557304363526426
AT1G05600 0.765605590224167 0.443911017204049
AT1G05610 0.721629674517583 0.470522189737735
AT1G05615 0.840025944998843 0.400893839639722
AT1G05620 0.665867535780593 0.505495772600884
AT1G05630 0.656896424889928 0.511247517171618
AT1G05640 0.656566980164139 0.511459386343057
AT1G05650 0.526470701455757 0.598561203478664
AT1G05660 0.482602832311891 0.629377767679406
AT1G05670 0.4115292925644 0.680684466670183
AT1G05675 0.404893869541593 0.685555524821795
AT1G05680 0.277424264070078 0.781454352493766
AT1G05690 0.842594077440507 0.399455504548663
AT1G05700 1.01476202330187 0.310219280620752
AT1G05710 1.05385792846782 0.291947967133205
AT1G05720 0.944736776316503 0.344793276598528
AT1G05730 0.88032272084316 0.378684507480312
AT1G05740 0.853472889388208 0.393397115643729
AT1G05750 0.815839473183048 0.414591953602186
AT1G05760 0.838827793183987 0.401565951906108
AT1G05770 0.92276658195623 0.356128859465289
AT1G05780 0.836167320268823 0.403060780242625
AT1G05785 0.449179613218407 0.653302092822911
AT1G05790 0.062840759753922 0.949893308400691
AT1G05800 -0.122516421458371 0.902490041519015
AT1G05805 -0.200688001124198 0.840942542556075
AT1G05810 -0.241438037751579 0.809215634692498
AT1G05820 -0.0340527371651249 0.972835096884361
AT1G05830 -0.388141888791194 0.69791103440558
AT1G05835 -0.518781836323922 0.603912885692194
AT1G05840 -0.883943272762968 0.376726836106345
AT1G05850 -0.895516731921325 0.37051092558
AT1G05860 -0.90576441628249 0.365060559030272
AT1G05870 -0.934064334483535 0.350270708046973
AT1G05880 -0.460442471959985 0.645198655049344
AT1G05890 -0.488294359274773 0.625341356330308
AT1G05894 -0.691027931602194 0.4895479881813
AT1G05900 -0.93851891843834 0.347977799295583
AT1G05910 -0.545905007018563 0.585131236396073
AT1G05920 -0.840482102363585 0.400638132429275
AT1G05930 -0.727489608420131 0.466926078841937
AT1G05940 -0.726976254374347 0.467240502255619
AT1G05950 -0.912651651616748 0.361425779609745
AT1G05960 -0.561868948594673 0.574205311219071
AT1G05970 -0.495508758657046 0.620241040962449
AT1G05990 -0.50247209984384 0.615335473286038
AT1G06000 -0.601165027177543 0.547730075544404
AT1G06010 -0.675660315188789 0.499256337518962
AT1G06020 -0.713573534510973 0.475490927511108
AT1G06030 -0.698282929880923 0.485000272413415
AT1G06040 -0.719348915069878 0.471925964138911
AT1G06050 -0.909733259649209 0.362963199337991
AT1G06060 -0.943521232872276 0.345414360007566
AT1G06070 -0.869378302828727 0.384640246663103
AT1G06080 -0.524004829768268 0.600275180612765
AT1G06090 -0.486101071273232 0.626895507423949
AT1G06100 -0.884123499077051 0.376629549191753
AT1G06110 -0.621571082274555 0.534223940793231
AT1G06120 -0.492943995920082 0.622052159368502
AT1G06130 -0.403303074501332 0.686725280246411
AT1G06135 -0.282279707602256 0.777729044138599
AT1G06137 -0.016599174252972 0.986756383318928
AT1G06140 0.271530660885444 0.78598292118403
AT1G06150 -0.110637461808372 0.911903839606082
AT1G06148 -0.227474572605399 0.820054739134146
AT1G06160 -0.209849926536463 0.833784804780763
AT1G06170 0.0189299681358428 0.984896972705738
AT1G06180 0.538917866792587 0.589943528392404
AT1G06190 0.644845285118896 0.519027452043559
AT1G06200 0.517732758196344 0.604644739212091
AT1G06210 0.598761966544366 0.549331628223765
AT1G06220 0.631011446553512 0.528033040093976
AT1G06225 0.702338722630854 0.482467949980764
AT1G06230 0.662409095739712 0.507709075998918
AT1G06240 0.0019399743056499 0.998452125424072
AT1G06250 0.198493163087727 0.842659233401664
AT1G06260 0.676887736957618 0.498477185276758
AT1G06270 0.62844566133571 0.529712032769323
AT1G06280 0.532227595026354 0.594568372844133
AT1G06290 0.306204726672247 0.759448773786292
AT1G06310 0.130635128673747 0.896063952181403
AT1G06320 0.126945113186773 0.898983840290824
AT1G06330 0.126157463099608 0.899607281798014
AT1G06340 0.0706327000543185 0.943690084518171
AT1G06350 -0.110228860955725 0.912227874001239
AT1G06360 -0.930486038218591 0.352119489687565
AT1G06380 -0.943258943609385 0.345548470518606
AT1G06390 0.837739181971254 0.402177202538875
AT1G06400 0.703586074436201 0.481690586085081
AT1G06410 0.914315743632773 0.360550960342515
AT1G06420 0.831409056216498 0.405742584759752
AT1G06430 0.942836563537798 0.345764506433397
AT1G06440 0.843080077792269 0.399183659882607
AT1G06450 0.842425300271494 0.399549936235026
AT1G06460 0.804797374780124 0.420936616838022
AT1G06470 -0.79877298889247 0.424422055526008
AT1G06475 -0.754714682143932 0.450420195098474
AT1G06490 0.661629995786391 0.50820837895657
AT1G06500 0.070028010831827 0.944171364939602
AT1G06515 0.207415055936846 0.835685725325677
AT1G06510 -0.119461777568337 0.904909520216536
AT1G06520 -0.41977533176088 0.674649587281822
AT1G06530 -0.73377689550833 0.463084724194235
AT1G06540 -0.843505951361528 0.398945538725552
AT1G06550 -0.920210662049902 0.357462683681058
AT1G06560 -0.713425327534373 0.475582605078158
AT1G06570 -0.633246364791173 0.526572772517628
AT1G06580 -0.420177351297614 0.674355898904428
AT1G06590 -0.873958043957445 0.382141102822138
AT1G06620 -0.945217001798909 0.344548101232424
AT1G06630 -0.954838156626027 0.339659548119686
AT1G06640 -0.821243358310349 0.411507663913431
AT1G06645 -0.825295389672528 0.409203908632963
AT1G06650 -0.535697699345156 0.592167493914622
AT1G06660 -0.497208531464699 0.619042005797787
AT1G06670 0.107972920045741 0.914017173275976
